"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25";"classe 26";"classe 27";"classe 28";"classe 29"
"*i_0774";-0,028;-0,03;-0,033;-0,038;27,147;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0773";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_1100";-0,172;-0,181;-0,197;-0,232;-0,223;-0,266;-0,24;-0,181;-0,189;4,641;-0,258;-0,232;-0,215;17,979;-0,24;-0,215;-0,206;-0,249;-0,266;3,205;-0,24;2,322;-0,232;4,343;-0,189;-0,189;-0,206;-0,24;-0,197
"*i_0772";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;22,749;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postDate_10-12-2025";-0,318;-0,333;-0,364;0,917;0,996;-0,491;-0,443;-0,333;-0,349;1,813;-0,475;-0,428;-0,396;-0,364;-0,443;-0,396;-0,38;0,776;0,657;1,083;0,844;0,657;-0,428;1,659;1,395;-0,349;-0,38;-0,443;1,281
"*i_0771";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_189";-0,028;-0,03;30,665;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0770";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;24,332;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0769";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;28,23;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_53";-0,086;-0,09;-0,098;-0,115;7,784;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;-0,133;8,144;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"*i_0768";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;25,206;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_353";-0,057;-0,06;-0,065;-0,077;-0,074;-0,088;-0,08;-0,06;-0,063;-0,054;-0,085;-0,077;-0,071;-0,065;-0,08;13,149;-0,068;-0,083;-0,088;-0,071;11,637;-0,088;-0,077;-0,057;-0,063;-0,063;-0,068;-0,08;-0,065
"*postReposts_132";-0,057;-0,06;-0,065;-0,077;-0,074;-0,088;-0,08;-0,06;-0,063;-0,054;-0,085;-0,077;-0,071;-0,065;-0,08;13,149;-0,068;-0,083;-0,088;-0,071;11,637;-0,088;-0,077;-0,057;-0,063;-0,063;-0,068;-0,08;-0,065
"*i_0767";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;22,749;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postLikes_27100";-0,057;-0,06;14,367;-0,077;-0,074;-0,088;-0,08;-0,06;-0,063;-0,054;-0,085;-0,077;-0,071;-0,065;-0,08;-0,071;-0,068;-0,083;-0,088;-0,071;-0,08;10,409;-0,077;-0,057;-0,063;-0,063;-0,068;-0,08;-0,065
"*postReposts_187";-0,057;-0,06;-0,065;-0,077;-0,074;-0,088;-0,08;-0,06;-0,063;-0,054;-0,085;-0,077;-0,071;-0,065;-0,08;-0,071;-0,068;-0,083;10,409;-0,071;-0,08;10,409;-0,077;-0,057;-0,063;-0,063;-0,068;-0,08;-0,065
"*i_0766";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;30,665
"*i_0765";-0,028;-0,03;-0,033;-0,038;27,147;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postLikes_11100";-0,057;-0,06;-0,065;-0,077;12,607;-0,088;-0,08;-0,06;-0,063;-0,054;-0,085;-0,077;-0,071;-0,065;-0,08;-0,071;-0,068;11,2;-0,088;-0,071;-0,08;-0,088;-0,077;-0,057;-0,063;-0,063;-0,068;-0,08;-0,065
"*postComments_149";-0,057;15,807;-0,065;-0,077;12,607;-0,088;-0,08;-0,06;-0,063;-0,054;-0,085;-0,077;-0,071;-0,065;-0,08;-0,071;-0,068;-0,083;-0,088;-0,071;-0,08;-0,088;-0,077;-0,057;-0,063;-0,063;-0,068;-0,08;-0,065
"*i_0764";-0,028;-0,03;-0,033;26,142;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0763";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;36,999;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0762";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;32,042;-0,031;-0,034;-0,04;-0,033
"*postLikes_6700";-0,114;-0,12;-0,131;-0,154;-0,148;-0,177;-0,16;6,979;-0,126;-0,109;-0,171;-0,154;-0,143;-0,131;-0,16;-0,143;-0,137;-0,165;20,873;-0,143;-0,16;-0,177;-0,154;-0,114;6,605;-0,126;-0,137;-0,16;-0,131
"*i_0761";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_900";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0760";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;35,189;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0759";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;32,042;-0,031;-0,034;-0,04;-0,033
"*postComments_560";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;32,042;-0,031;-0,034;-0,04;-0,033
"*postReposts_97";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;32,042;-0,031;-0,034;-0,04;-0,033
"*postDate_9-12-2025";-0,318;1,521;-0,364;-0,428;-0,412;-0,491;-0,443;-0,333;-0,349;-0,302;-0,475;0,917;-0,396;-0,364;0,844;-0,396;-0,38;5,953;-0,491;-0,396;-0,443;0,657;-0,428;1,659;1,395;1,395;7,767;-0,443;-0,364
"*i_0758";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;29,399;-0,04;-0,033
"*i_0757";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;24,332;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postReposts_66";-0,057;-0,06;-0,065;-0,077;-0,074;-0,088;-0,08;-0,06;15,055;-0,054;-0,085;-0,077;-0,071;-0,065;-0,08;-0,071;-0,068;11,2;-0,088;-0,071;-0,08;-0,088;-0,077;-0,057;-0,063;-0,063;-0,068;-0,08;-0,065
"*i_0756";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;25,206;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_202";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;25,206;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postReposts_40";-0,143;-0,15;-0,164;-0,193;-0,186;-0,222;-0,2;5,23;-0,157;-0,136;-0,214;-0,193;-0,179;-0,164;3,585;-0,179;-0,171;-0,207;3,105;-0,179;-0,2;3,105;-0,193;-0,143;-0,157;4,932;-0,171;-0,2;-0,164
"*i_0755";-0,028;33,544;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0754";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;35,189;-0,031;-0,031;-0,034;-0,04;-0,033
"*postLikes_958";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;35,189;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0753";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;24,332;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0752";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;29,399;-0,04;-0,033
"*i_0751";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;22,749;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0750";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0749";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;32,042;-0,034;-0,04;-0,033
"*postComments_215";-0,057;-0,06;-0,065;-0,077;-0,074;-0,088;-0,08;-0,06;-0,063;-0,054;-0,085;-0,077;-0,071;14,367;-0,08;-0,071;-0,068;-0,083;-0,088;-0,071;-0,08;-0,088;-0,077;-0,057;-0,063;15,055;-0,068;-0,08;-0,065
"*i_0748";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_134";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0747";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;26,142;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0746";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_67";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_8-12-2025";1,971;-0,302;-0,331;-0,388;-0,374;0,839;-0,403;-0,302;-0,317;-0,274;-0,432;-0,388;1,324;-0,331;-0,403;-0,359;1,431;-0,417;-0,446;1,324;1,053;0,839;-0,388;-0,288;1,675;-0,317;-0,345;7,218;-0,331
"*i_0745";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;32,042;-0,031;-0,034;-0,04;-0,033
"*postComments_287";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;32,042;-0,031;-0,034;-0,04;-0,033
"*i_0744";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0743";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;28,23;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_367";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;28,23;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0742";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;25,206;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postLikes_6100";-0,143;-0,15;-0,164;-0,193;-0,186;-0,222;-0,2;5,23;-0,157;-0,136;-0,214;-0,193;-0,179;-0,164;-0,2;-0,179;4,41;-0,207;-0,222;4,18;3,585;-0,222;-0,193;-0,143;-0,157;-0,157;4,41;-0,2;-0,164
"*i_0741";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;25,206;-0,033
"*postComments_156";-0,057;-0,06;-0,065;-0,077;-0,074;-0,088;-0,08;-0,06;-0,063;-0,054;-0,085;-0,077;-0,071;-0,065;-0,08;-0,071;13,733;-0,083;-0,088;-0,071;-0,08;-0,088;-0,077;-0,057;-0,063;-0,063;-0,068;11,637;-0,065
"*i_0740";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;22,749;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0739";-0,028;-0,03;-0,033;-0,038;-0,037;22,749;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0738";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0737";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;28,23;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0736";35,189;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postLikes_19000";35,189;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_502";35,189;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postReposts_855";35,189;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0735";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;25,206;-0,033
"*i_0734";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;29,399;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postLikes_12900";-0,057;-0,06;-0,065;-0,077;-0,074;-0,088;-0,08;-0,06;-0,063;-0,054;-0,085;-0,077;-0,071;-0,065;-0,08;-0,071;13,733;11,2;-0,088;-0,071;-0,08;-0,088;-0,077;-0,057;-0,063;-0,063;-0,068;-0,08;-0,065
"*i_0733";-0,028;-0,03;30,665;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postDate_7-12-2025";1,971;-0,302;1,547;-0,388;-0,374;-0,446;1,053;-0,302;9,931;-0,274;-0,432;1,136;-0,359;-0,331;-0,403;-0,359;1,431;-0,417;-0,446;1,324;-0,403;-0,446;-0,388;-0,288;1,675;-0,317;-0,345;1,053;-0,331
"*i_0732";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;25,206;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0731";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;29,399;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_155";-0,057;-0,06;-0,065;-0,077;-0,074;-0,088;-0,08;-0,06;-0,063;-0,054;-0,085;-0,077;-0,071;14,367;-0,08;-0,071;13,733;-0,083;-0,088;-0,071;-0,08;-0,088;-0,077;-0,057;-0,063;-0,063;-0,068;-0,08;-0,065
"*i_0730";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;32,042;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postLikes_22900";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;32,042;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postReposts_414";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;32,042;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0729";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;32,042;-0,031;-0,034;-0,04;-0,033
"*postLikes_2000";-0,259;2,183;-0,297;-0,349;-0,336;1,072;1,317;-0,272;-0,285;2,55;-0,388;-0,349;1,626;-0,297;-0,362;-0,323;-0,31;-0,375;-0,401;1,626;-0,362;-0,401;-0,349;-0,259;2,024;-0,285;-0,31;1,317;1,879
"*i_0728";35,189;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0727";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;25,206;-0,033
"*i_0726";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;26,142;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_54";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;6,577;7,45;-0,107;-0,098;-0,12;8,144;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"*i_0725";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;32,042;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0724";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;28,23;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0723";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_69";-0,086;9,912;-0,098;7,45;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"*postDate_6-12-2025";-0,114;-0,12;-0,131;-0,154;-0,148;-0,177;-0,16;-0,12;-0,126;-0,109;-0,171;-0,154;-0,143;6,263;-0,16;-0,143;5,948;-0,165;4,301;-0,143;-0,16;-0,177;-0,154;-0,114;6,605;-0,126;-0,137;-0,16;-0,131
"*i_0722";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;29,399;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0721";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;30,665;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0720";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_14400";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_107";-0,057;-0,06;-0,065;-0,077;-0,074;10,409;-0,08;-0,06;-0,063;-0,054;-0,085;-0,077;-0,071;-0,065;-0,08;-0,071;-0,068;-0,083;10,409;-0,071;-0,08;-0,088;-0,077;-0,057;-0,063;-0,063;-0,068;-0,08;-0,065
"*postReposts_121";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0719";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_6500";-0,028;-0,03;-0,033;26,142;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0718";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;22,749;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0717";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
