"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25";"classe 26";"classe 27";"classe 28";"classe 29"
"arnaud";-0,114;-0,12;6,263;-0,154;-0,148;-0,177;-0,16;-0,12;-0,126;-0,109;-0,171;-0,154;-0,143;-0,131;-0,16;-0,143;-0,137;-0,165;20,873;-0,143;-0,16;-0,177;-0,154;-0,114;-0,126;-0,126;-0,137;-0,16;6,263
"après_deux";-0,114;-0,12;-0,131;-0,154;-0,148;-0,177;-0,16;6,979;-0,126;-0,109;-0,171;-0,154;-0,143;-0,131;-0,16;-0,143;-0,137;53,467;-0,177;-0,143;-0,16;-0,177;-0,154;-0,114;-0,126;-0,126;-0,137;-0,16;-0,131
"apprentissage";-0,114;-0,12;-0,131;-0,154;-0,148;4,301;-0,16;-0,12;6,605;-0,109;21,641;-0,154;-0,143;-0,131;-0,16;-0,143;-0,137;-0,165;-0,177;-0,143;-0,16;-0,177;-0,154;-0,114;-0,126;-0,126;-0,137;-0,16;-0,131
"appartement";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;32,371;-0,133;7,45;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"app";-0,114;-0,12;-0,131;-0,154;5,389;-0,177;-0,16;31,697;-0,126;-0,109;-0,171;-0,154;-0,143;-0,131;-0,16;-0,143;-0,137;-0,165;-0,177;-0,143;-0,16;-0,177;-0,154;-0,114;6,605;-0,126;-0,137;-0,16;-0,131
"and";-0,114;-0,12;-0,131;-0,154;-0,148;-0,177;4,908;-0,12;-0,126;-0,109;4,49;-0,154;-0,143;-0,131;-0,16;5,658;-0,137;-0,165;-0,177;-0,143;-0,16;4,301;-0,154;-0,114;-0,126;-0,126;-0,137;-0,16;-0,131
"alpinisme";-0,086;-0,09;-0,098;7,45;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;8,144;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"allié";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;39,668;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"alexis";-0,114;-0,12;123,149;-0,154;-0,148;-0,177;-0,16;-0,12;-0,126;-0,109;-0,171;-0,154;-0,143;-0,131;-0,16;-0,143;-0,137;-0,165;-0,177;-0,143;-0,16;-0,177;-0,154;-0,114;-0,126;-0,126;-0,137;-0,16;-0,131
"alarme";-0,086;-0,09;-0,098;7,45;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;-0,133;-0,107;7,139;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"adverse";-0,114;-0,12;-0,131;-0,154;-0,148;-0,177;-0,16;31,697;-0,126;-0,109;-0,171;-0,154;-0,143;-0,131;-0,16;-0,143;-0,137;4,692;-0,177;-0,143;-0,16;4,301;-0,154;-0,114;-0,126;-0,126;-0,137;-0,16;-0,131
"adoption";-0,114;-0,12;-0,131;-0,154;-0,148;-0,177;-0,16;-0,12;-0,126;-0,109;-0,171;-0,154;-0,143;-0,131;-0,16;-0,143;-0,137;4,692;-0,177;-0,143;-0,16;-0,177;-0,154;-0,114;-0,126;70,881;-0,137;-0,16;-0,131
"adolescence";-0,086;-0,09;-0,098;-0,115;-0,111;6,323;7,139;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"admirer";-0,114;-0,12;-0,131;5,14;-0,148;-0,177;-0,16;-0,12;-0,126;-0,109;-0,171;5,14;-0,143;-0,131;-0,16;-0,143;-0,137;-0,165;4,301;-0,143;-0,16;-0,177;5,14;-0,114;-0,126;-0,126;-0,137;-0,16;-0,131
"adhérer";-0,114;-0,12;-0,131;-0,154;5,389;-0,177;-0,16;-0,12;-0,126;-0,109;4,49;-0,154;5,658;-0,131;-0,16;5,658;-0,137;-0,165;-0,177;-0,143;-0,16;-0,177;-0,154;-0,114;-0,126;-0,126;-0,137;-0,16;-0,131
"activement";-0,114;-0,12;-0,131;-0,154;-0,148;-0,177;-0,16;-0,12;-0,126;-0,109;-0,171;-0,154;-0,143;-0,131;-0,16;5,658;-0,137;-0,165;-0,177;-0,143;23,335;-0,177;-0,154;-0,114;-0,126;-0,126;-0,137;4,908;-0,131
"acheminer";-0,114;-0,12;-0,131;-0,154;-0,148;-0,177;4,908;-0,12;-0,126;-0,109;-0,171;-0,154;-0,143;-0,131;-0,16;-0,143;-0,137;4,692;-0,177;-0,143;4,908;-0,177;-0,154;-0,114;-0,126;-0,126;-0,137;4,908;-0,131
"accumuler";-0,114;-0,12;-0,131;-0,154;-0,148;20,873;-0,16;-0,12;-0,126;-0,109;4,49;-0,154;-0,143;-0,131;-0,16;-0,143;-0,137;-0,165;-0,177;-0,143;-0,16;-0,177;-0,154;-0,114;-0,126;-0,126;-0,137;-0,16;6,263
"accomplir";-0,114;-0,12;-0,131;-0,154;-0,148;-0,177;-0,16;6,979;6,605;-0,109;-0,171;-0,154;-0,143;-0,131;-0,16;-0,143;5,948;-0,165;-0,177;-0,143;-0,16;-0,177;-0,154;-0,114;-0,126;-0,126;-0,137;4,908;-0,131
"absolu";-0,114;-0,12;-0,131;-0,154;59,825;-0,177;-0,16;-0,12;-0,126;-0,109;-0,171;-0,154;5,658;-0,131;-0,16;-0,143;-0,137;-0,165;-0,177;-0,143;-0,16;-0,177;-0,154;-0,114;-0,126;-0,126;-0,137;-0,16;-0,131
"41e";-0,114;-0,12;6,263;5,14;-0,148;-0,177;-0,16;6,979;-0,126;-0,109;4,49;-0,154;-0,143;-0,131;-0,16;-0,143;-0,137;-0,165;-0,177;-0,143;-0,16;-0,177;-0,154;-0,114;-0,126;-0,126;-0,137;-0,16;-0,131
"24h";45,714;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;7,139;-0,098
"10e";-0,114;-0,12;28,809;-0,154;-0,148;-0,177;-0,16;-0,12;-0,126;-0,109;-0,171;-0,154;-0,143;-0,131;-0,16;-0,143;-0,137;-0,165;-0,177;-0,143;-0,16;20,873;-0,154;-0,114;-0,126;-0,126;-0,137;-0,16;-0,131
"éternel";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;8,144;-0,103;6,849;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"équipage";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;75,817;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"épicentre";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;11,063;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;6,849;-0,133;-0,107;7,139;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"énormément";-0,086;-0,09;-0,098;-0,115;-0,111;6,323;-0,12;-0,09;-0,094;-0,082;6,577;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"élaboré";-0,086;-0,09;-0,098;-0,115;-0,111;6,323;-0,12;-0,09;-0,094;-0,082;-0,128;7,45;8,144;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"écosser";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;100,899;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"âme";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;6,577;-0,115;8,144;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"z";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;6,577;7,45;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;7,45;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"will";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;6,577;-0,115;-0,107;-0,098;7,139;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"wigglesworth";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;6,577;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;8,144;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"végétal";-0,086;-0,09;-0,098;-0,115;-0,111;6,323;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;8,144;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;8,954
"virage";-0,086;-0,09;-0,098;-0,115;7,784;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;7,45;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"vigilance";10,46;-0,09;-0,098;7,45;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;7,139;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"vieillir";-0,086;-0,09;-0,098;-0,115;-0,111;6,323;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;8,144;8,532;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"verdict";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;68,427;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"vasculaire";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;7,139;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;8,144;8,532;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"vainqueure";-0,086;-0,09;92,24;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"usb";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;37,975;-0,12;-0,098
"ultime";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;9,912;-0,094;-0,082;6,577;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"truth";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;6,849;6,323;-0,107;7,139;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"trimestre";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;6,577;7,45;-0,107;8,954;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"transplantation";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;32,371;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;8,954
"transaction";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;9,912;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;7,139;-0,098
"tireur";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;7,139;-0,133;-0,115;-0,086;-0,094;9,412;-0,103;-0,12;-0,098
"tibio";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;6,849;-0,133;-0,107;7,139;-0,133;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;-0,098
"thoune";-0,086;-0,09;-0,098;7,45;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;8,532;-0,12;-0,098
"thai";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;11,063;-0,128;-0,115;-0,107;-0,098;7,139;-0,107;-0,103;6,849;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"telegram";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;9,412;11,063;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;7,139;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"sérieux";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;39,668;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;7,139;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"sérieusement";-0,086;-0,09;-0,098;7,45;-0,111;6,323;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"sécheresse";-0,086;-0,09;-0,098;7,45;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;-0,133;8,144;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"swift";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;30,112;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;7,45;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"sultan";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;8,954;-0,12;-0,107;-0,103;31,204;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"sucre";-0,086;-0,09;-0,098;-0,115;-0,111;6,323;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;7,45;-0,086;-0,094;-0,094;-0,103;7,139;-0,098
"str";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;7,139;-0,133;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;8,954
"stopper";-0,086;-0,09;-0,098;7,45;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;8,144;-0,12;-0,133;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;-0,098
"stocker";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;7,139;-0,09;-0,094;-0,082;-0,128;-0,115;8,144;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;-0,098
"steven";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;33,622;-0,107;-0,098;7,139;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"standard";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;36,412;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;-0,098
"stage";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;9,912;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;8,144;-0,103;-0,124;-0,133;8,144;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"spray";-0,086;-0,09;-0,098;-0,115;-0,111;6,323;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;32,371;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"sponsor";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;9,412;-0,094;-0,103;-0,12;-0,098
"sous_marin";-0,086;9,912;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;9,412;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;7,45;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"souffrance";-0,086;-0,09;-0,098;-0,115;-0,111;6,323;7,139;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"sorte";-0,086;-0,09;-0,098;-0,115;-0,111;6,323;7,139;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;9,412;-0,103;-0,12;-0,098
"sortant";-0,086;-0,09;-0,098;-0,115;81,656;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"solo";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;30,112;7,45;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"soeur";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;11,063;-0,128;-0,115;-0,107;-0,098;-0,12;8,144;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"smith";-0,086;-0,09;8,954;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;6,577;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"serveur";10,46;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;8,144;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;-0,098
"semestre";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;8,144;-0,12;-0,133;-0,115;45,714;-0,094;-0,094;-0,103;-0,12;-0,098
"seco";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;8,144;-0,12;-0,133;-0,115;10,46;9,412;-0,094;-0,103;-0,12;-0,098
"sanguin";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;32,371;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;8,954
"révolution";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;7,139;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;7,45;-0,086;-0,094;-0,094;-0,103;-0,12;8,954
"réticence";-0,086;-0,09;-0,098;-0,115;7,784;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;7,139;8,144;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"résulter";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;8,144;-0,103;6,849;-0,133;-0,107;7,139;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"répandre";-0,086;-0,09;-0,098;-0,115;-0,111;6,323;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;7,139;-0,098
"rtssport";-0,086;-0,09;8,954;-0,115;-0,111;-0,133;-0,12;9,912;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"rts2";-0,086;-0,09;8,954;-0,115;-0,111;-0,133;-0,12;43,515;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"roy";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;9,912;-0,094;-0,082;-0,128;7,45;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"rogentin";-0,086;-0,09;92,24;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"revendre";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;9,912;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;8,144;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;7,139;-0,098
"ressortir";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;8,144;-0,098;-0,12;8,144;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;7,45;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"renverser";-0,086;-0,09;-0,098;7,45;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;6,323;-0,115;-0,086;9,412;-0,094;-0,103;-0,12;-0,098
"renseignement";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;11,063;-0,128;-0,115;8,144;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;-0,098
"renaissance";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;9,412;-0,082;6,577;-0,115;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;-0,098
"rdc";-0,086;-0,09;-0,098;-0,115;7,784;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;8,954;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;8,532;-0,12;-0,098
"ravir";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;33,622;-0,107;-0,098;-0,12;-0,107;-0,103;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"rarement";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;6,323;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;8,954
"raisonnable";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;9,412;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;8,144;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;10,46;-0,094;-0,094;-0,103;-0,12;-0,098
