"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13"
"*postLikes_7700";1;1;1;1;1;1;0;1;1;1;0,419;0,19;1
"*postReposts_40";1;1;0;1;1;1;1;1;1;1;1;1;1
"-*mr_chug";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*olvrrpgram";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*maelpgn16";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*mathieu_b_";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*bettyboulier";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*julienrichard666";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*7bio_ch";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*fredelambertxx";1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0174";1;0;0,162;1;0,13;1;0,52;0,624;1;0,903;1;1;0,687
"-*beaugaragevevey";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*kinanika13";1;1;1;1;0;1;1;1;1;1;1;1;1
"-*brigittechahoua";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*saunaboatgeneve";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*miguel1265";1;1;0;1;1;1;1;1;1;1;1;1;1
"-*clelia_vtrs";0,226;1;1;1;1;1;1;1;1;1;1;1;0,251
"-*stef_scud";1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0175";1;0,984;1;1;0;1;0,393;1;0,61;1;1;1;0,452
"-*stef_on_fleek";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*laeticiatornatore";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*giuliandequeirozespinola";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*chacha_koebi";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*goldguz";0,692;1;1;1;0,097;1;1;1;1;1;1;0,033;1
"-*mls_0309";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"*i_0176";1;1;1;0,989;0;1;1;1;1;1;1;1;0
"*postReposts_69";1;1;1;0,989;0;1;1;1;1;1;1;1;0
"-*papillon1242";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*axelledec";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*laeticia_96";1;1;1;1;0;1;1;1;1;1;1;1;1
"-*jsi_mcj";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*nadoutschka";1;1;1;1;0;1;1;1;1;1;1;1;1
"-*steph_blablabla";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*maybeesilky";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*m_a_r_m_e_x";1;1;1;0,01;0,001;1;1;1;1;1;1;0,083;1
"-*ekuklya";1;1;1;1;0;1;1;1;1;1;1;1;1
"-*knockonwood_ch";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*kiretron_";1;0,003;1;1;1;1;1;1;1;0,029;1;1;1
"-*vanishingmoon";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*crl_cnt_";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*philippe_09";1;1;1;0;1;1;1;1;1;1;1;1;1
"-*rono_1218";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*fab_the_brat";1;1;1;1;1;1;1;0,001;1;1;1;0,315;0,507
"-*molleess";1;1;1;1;0,007;1;1;0;1;1;1;1;1
"*i_0177";1;1;1;1;0,746;0,94;1;1;0,628;1;1;1;0
"*postComments_49";1;1;1;1;0;0,503;1;1;1;0,987;1;1;0,001
"-*leo_pold1906";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*nuit_nwar";1;0,023;1;1;1;1;1;1;1;0,106;1;1;0,507
"-*meteora_2060";1;1;1;1;1;1;1;1;1;1;1;1;0,003
"-*dimi3is_koray";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*amine_sbn_";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*fjmoreillon";1;0,023;1;1;1;1;1;1;1;0,106;1;1;0,507
"-*andresleonmartinez3";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*adambernardi5";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*eliano_lut";1;1;1;1;0,097;0,015;1;1;1;1;1;1;0,104
"-*j0_zehp";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*louloug_1400";1;1;1;1;0;1;1;1;1;1;1;1;1
"-*alixrieder";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*desboiscopain";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*leprince_de_syryh";0,226;1;1;1;1;1;0,006;1;1;1;1;1;1
"-*boby_vagene";1;1;1;1;0,007;1;1;1;0,085;1;1;1;1
"*i_0178";1;1;1;1;1;1;1;0,452;0;0;1;1;1
"*postComments_305";1;1;1;1;1;1;1;0,452;0;0;1;1;1
"*postReposts_190";1;1;1;1;1;1;1;0,452;0;0;1;1;1
"-*pauletteakapaupau";0,015;1;1;1;1;1;1;1;0,02;1;1;1;1
"-*ptan_wav";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*sakuraschneider";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*roxiedevil";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*francisgoodfr";1;1;1;1;1;1;1;1;1;1;1;0;1
"-*maelle_gross";1;1;1;1;1;1;1;1;1;0;1;1;1
"-*fuji_roc";1;1;1;0;1;1;1;1;0,085;1;1;1;1
"-*stamatis6";0,106;1;1;1;1;1;1;1;0,062;1;1;0,462;1
"-*zycario_1205";1;0,388;1;1;1;1;1;1;0,038;0;1;1;1
"-*ychpp9";1;1;1;1;1;1;1;1;0,085;0,029;1;1;1
"-*arrighi_e";0,882;1;1;1;1;1;1;1;0,544;0,008;1;0,671;1
"-*senorita_diablesse123";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*duartehugo95";0,185;1;1;1;1;1;0,162;1;1;0,008;1;1;1
"-*dasha_news_";1;1;1;1;1;1;1;1;0,001;1;1;0,671;0,93
"-*anto_du_wood";1;1;1;1;1;1;1;1;1;0;1;1;1
"-*luca_petrillo96";1;1;1;1;1;1;1;1;1;1;0;1;1
"-*7abdirisaq7";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*alex_prsg";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*johanna_barilier";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*e_b_1639";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*444pizarro";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*tschani_senaar";1;1;1;1;1;1;1;1;1;0,029;1;1;0,251
"-*rayson_ptl";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*w_evy225";1;1;1;1;1;1;1;1;0,391;1;1;1;0,004
"-*benklockk";1;1;1;1;1;1;1;1;1;0,106;1;1;0,032
"-*christianedenis98";1;1;1;1;1;0;1;1;0,085;1;1;1;1
"-*jd_schneider_ms";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*karol_pineda35";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*adriiiiand";0,015;0,32;1;1;1;1;1;1;0,921;0,64;1;1;1
"-*nicogiacometti";1;1;1;0;1;1;1;1;1;1;1;1;0,251
"-*_raz77_";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*neyroud_gs";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"*i_0179";1;0,008;1;1;0,409;1;0,397;1;0,225;0,64;1;1;1
"-*maka_1920";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*mr_zoe_07";1;1;1;1;1;1;0;1;1;1;1;1;1
"*i_0180";1;0,803;1;1;0,927;1;0,231;1;0,353;1;0,866;1;0,05
"*postDate_23-10-2025";0,157;0,04;1;1;1;0,76;0,004;1;1;1;1;1;0,025
"-*ninou_s";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*f_siegenthaler";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*albin__noel";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*lara_gds";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*erwan_bu";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*sophie_tlk_";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"*i_0181";1;0,582;1;1;0,102;1;1;1;1;1;0,64;1;0
"-*pablofont_04";1;0,003;1;1;1;1;1;1;1;1;1;1;0,251
"-*christiaan_dbr";1;1;1;1;0,007;1;1;1;1;1;1;0,131;1
"-*gutoluis";1;1;0;1;1;1;1;1;1;1;1;1;0,032
"*i_0182";1;0;1;1;1;1;0,473;1;0,306;1;1;1;0,251
"*postLikes_14300";1;0;1;1;1;1;0,473;1;0,306;1;1;1;0,251
"-*mavie_encouleurs_78";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*laura__bongard";1;0,023;1;1;0,039;1;1;1;1;0,106;1;1;1
"-*arianefurer";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*othellolemaure87";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*samuel_adess";1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0183";1;0,138;1;1;1;0;1;1;0,714;0,401;1;0,14;1
"*postComments_82";0,234;1;0,99;1;1;0;1;1;0,223;0;1;1;1
"*postReposts_108";1;0,138;1;1;1;0;1;1;0,714;0,401;1;0,14;1
"-*leilacatillaz";1;1;1;1;1;0;1;1;1;1;1;1;1
"-*papi_da999";1;1;1;1;1;1;0,006;1;1;1;1;1;0,251
"-*naaaat05";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*la_e_ti";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*___jofck___";1;1;1;1;1;1;0,006;1;1;0,029;1;1;1
"-*caroarnoulet";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*dila190511";1;1;1;1;1;1;1;1;1;1;1;0,131;0,251
"-*llona9654";1;1;1;1;1;1;1;1;0,085;0,029;1;1;1
"-*isabelfacundes";1;1;1;1;1;0;1;1;0,391;1;1;1;0,737
"-*tytel__";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*djamel_rostom";1;1;1;0;1;1;1;1;1;1;1;1;1
"-*kevsdk_";0,469;1;1;1;1;1;1;1;0,231;1;1;0,315;1
"-*vera_odb";1;1;1;1;0,007;1;1;1;0,085;1;1;1;1
"-*schmidfrederic";1;1;1;1;1;0;1;1;1;1;1;1;1
"-*massari_gabrielle";1;1;1;1;1;0;1;1;1;1;1;1;1
"-*isabelmexique";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*gates_atw";1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0184";0,071;0,196;1;0,741;1;1;1;1;1;1;1;1;0,002
"*postReposts_53";0,071;0,196;1;0,741;1;1;1;1;1;1;1;1;0,002
"-*juditefarinha";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*priscilaloiolaclement";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*tonin___7";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*foodbyflore";0,002;1;1;1;1;1;1;1;1;1;1;1;1
"-*benji_nhx";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*do____rian";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*catar1170";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*pld1018";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*benjamin015vd";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*benjamin_mrc";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*celinerudaz";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*a2l_1680";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*edo_bhti";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*denisgayet";0,469;1;1;1;1;1;1;1;1;1;1;0,007;1
"-*skystealer";1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0185";0;1;1;1;1;1;0,005;1;1;1;1;0,62;1
"*postComments_284";0;1;1;1;1;1;0,005;1;1;1;1;0,62;1
"*postReposts_207";0;1;1;1;1;1;0,005;1;1;1;1;0,62;1
"-*nassim_slmkr";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*antlesp2003";1;1;1;1;1;1;1;1;1;1;1;1;0,003
"-*jeunephara7";1;1;1;1;1;1;1;1;1;0,106;1;1;0,032
"-*chariff_98";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*yannick_chapps";0,226;1;1;1;1;1;0,006;1;1;1;1;1;1
"*commentLikes_273";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*speedfox_tattoo";1;1;1;1;1;1;1;1;1;1;1;0,007;0,507
"-*mani_gances";1;1;1;1;1;1;1;0,001;1;1;1;0,315;0,507
"-*_a_marquess_";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*karolynechandra";1;0,063;1;1;1;1;1;1;1;0,211;1;0,502;0,737
"-*yass_sya";0,226;1;1;1;1;1;1;1;0,085;1;1;1;1
"-*p_perritaz";1;1;1;1;1;1;0,006;1;1;1;1;1;0,251
"-*h_jan786";1;1;1;0;1;1;1;1;1;1;1;1;1
"-*adamsan90";0,692;1;1;1;1;1;1;1;1;1;1;0,502;0,104
"-*nena_lowa";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*dontcallmeowen";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*mfw_kv";1;1;1;1;1;0;0,239;1;1;1;1;0,009;1
"-*inboccaalluca";0,185;1;1;1;0,169;1;1;1;0,544;1;1;0,671;1
"-*drystan3000";1;1;1;1;1;1;0;1;1;1;1;1;1
"-*la_mesange_0";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*tina_mb00";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*martine_monnet_123";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*coraline_2w";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"*commentLikes_170";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*gar_yce";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*mo_gret";1;1;1;1;1;1;0,006;1;1;1;1;1;0,251
"-*marcschopfer";0,025;1;1;1;1;1;1;1;0,231;1;1;1;1
"-*christos_chtzi";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*verynicebod";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*aurficke226";1;1;1;1;1;1;0;1;1;1;1;1;0,507
"-*sedkib";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*raffaele0_0";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*liseeuron";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*bbnobsbru";0,002;1;1;1;1;1;1;1;1;1;1;1;0,737
"-*onit_elevate";1;1;1;0,003;1;1;1;1;0,391;1;0,079;0,502;1
"*i_0186";0;1;1;1;1;1;1;1;1;0,435;1;1;1
"*postLikes_708";0;1;1;1;1;1;1;1;1;0,435;1;1;1
"*i_0187";1;0,007;1;1;0,793;1;0,074;1;0,004;1;1;1;0,103
"*postComments_135";1;0,007;1;1;0,793;1;0,074;1;0,004;1;1;1;0,103
"*postReposts_175";1;0,007;1;1;0,793;1;0,074;1;0,004;1;1;1;0,103
"-*sesiom_hightower";1;1;1;1;1;1;1;0;0,085;1;1;1;1
"-*rose_goldeyy";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*lucien_delacretaz";1;0,023;1;1;1;1;1;1;0,003;1;1;1;1
"-*inspirations180";1;1;1;1;1;1;1;1;0,391;0,211;1;0,502;0,737
"-*dtrs_811";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*lamithriller";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*gaellervr";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*js_gnv";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*clarina_hocke";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*tuuutine";0,469;1;1;1;1;1;1;1;1;1;1;1;0,032
"-*michelernst5";1;1;1;1;1;1;0;1;1;1;1;1;1
"-*carineg16";1;1;1;1;1;0;1;1;1;1;1;1;1
"-*helena2024helena";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*the_bigwave";1;1;1;1;1;0;1;1;1;1;1;0,131;1
"-*_annae_s_";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*sakana_ink";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*chloe_baz";1;1;1;1;1;0;1;1;1;1;1;1;1
"-*la_stef83";1;1;1;1;0,007;1;1;1;1;1;1;1;0,251
"-*danae_vtrs";1;1;1;1;1;1;1;1;0;1;1;1;1
"-*roxane_mt98";1;1;1;1;1;1;1;1;0,085;1;0,005;1;1
"-*shoueface";1;1;1;1;1;1;1;1;1;1;1;1;0,003
"-*gioan__o2";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*catherinekrme";0,025;1;1;1;1;1;0,037;1;1;1;1;1;1
"-*deboragen";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*helenelopescodrescu";1;1;1;1;0;1;1;1;1;1;1;1;1
"-*gmaxelleofficiel";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*maitresse_atefe";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*ashanti_s_n";1;1;1;0;1;1;0,037;1;1;1;1;0,315;1
"-*o_rizon_";0,226;1;1;0;1;1;1;1;1;1;1;1;1
"-*sylvettemottier";1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0188";0,813;1;1;0,632;1;1;1;1;0,98;0,005;1;1;0,009
"*postReposts_90";0,813;1;1;0,632;1;1;1;1;0,98;0,005;1;1;0,009
"-*cosmic_girl_1807";1;1;1;1;1;1;0,017;1;0,225;0,002;1;1;1
"-*altin_gxr";1;1;1;1;1;1;1;1;1;0;1;1;0,507
"-*julian_gampert";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*yann_kndsm";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*rlotcha";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*soniabenarab";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*naatnyc";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*mohamad2030ch";1;1;1;1;1;1;1;1;1;0,029;1;1;0,251
"-*takaritchi";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*brigittebarmanzaza";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"*i_0189";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*richoz_b";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*guigz_chardo";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*bastien_maba5";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*matt_mg92";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*ntsparadize";1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0190";1;1;1;1;0;1;0;1;1;1;1;1;0,945
"-*rebecca_tout_court";1;1;1;1;1;1;0;1;1;1;1;1;1
"-*nicogigi";1;1;1;1;1;1;0;1;1;1;1;1;1
"-*firat_okur2020";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*gauxxxy";1;1;1;1;1;1;1;1;1;1;1;1;0,003
"-*florentjardinier";1;1;1;1;0,007;1;1;1;1;1;1;1;0,251
"-*dylan_deroo_";1;1;1;1;1;1;0,006;1;1;1;1;1;0,251
"-*yoli3535";1;1;1;1;0;1;1;1;1;1;1;1;1
"-*hugo__________g";0,002;1;1;1;1;1;1;1;1;1;1;1;1
"-*vinzzz2_0";1;1;1;1;1;1;0;1;1;1;1;1;1
"-*videira_philippe";1;1;1;1;1;1;0;1;1;1;1;1;1
"*i_0191";1;1;1;1;0,039;0,004;1;1;1;1;1;1;0,507
"-*chateaudesaintmaurice";1;1;1;1;0;1;1;1;1;1;1;1;1
"-*edge_cazes";1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0192";1;1;1;1;0,487;0,289;1;1;0,14;0,118;0,006;0,18;1
"*postDate_24-10-2025";1;1;1;1;1;1;0,926;1;0,062;0,626;0;0,173;1
"-*anastasijalubova";1;1;1;1;1;0,015;1;1;1;1;0,079;0,502;0,737
"-*kemalchemists";1;1;1;1;1;1;0,744;1;0,184;1;0;0,069;1
"-*multistrada228";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"*i_0193";1;1;1;1;1;1;1;1;1;1;0;0,168;1
"-*maxx_shmd";1;1;1;1;1;1;1;0,975;1;1;0;0,58;1
"-*teddy_fsk98";0,306;1;1;1;1;1;0,239;0,034;1;1;0,214;0,821;1
"-*lorenzo_a12";1;1;1;0;1;1;1;1;1;1;1;1;0,251
"-*louannmarquis6";1;1;1;1;1;0;1;1;1;1;0,005;1;1
"-*charlottemara899";1;1;1;1;1;1;1;1;1;1;0;1;1
"-*val_tinehp";1;0,023;1;1;1;1;0,037;1;1;0,106;1;1;1
"-*bulledelumiere2950";1;1;1;1;1;0,112;1;0,558;1;0,798;1;0;0,529
"*i_0194";1;0,022;1;1;0,355;1;1;1;0;0,762;1;1;0
"*postLikes_28100";1;0,022;1;1;0,355;1;1;1;0;0,762;1;1;0
"*postComments_225";1;0,022;1;1;0,355;1;1;1;0;0,762;1;1;0
"*postReposts_182";1;0,022;1;1;0,355;1;1;1;0;0,762;1;1;0
"-*courgette_safranee";1;1;1;1;1;1;1;1;0;1;1;1;1
"-*kvrmek";1;1;1;1;1;1;1;1;1;1;1;0,131;0,251
"*commentDate_5-11-2025";1;1;1;0;0,503;1;0;1;1;1;1;1;1
"-*olivier_lassoie";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*kobasili036";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*scg_obscurity";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*k_r_e_s_";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"*commentLikes_347";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*chahdhous";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*miko_gabo";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*validaabasova";1;1;1;1;0,329;1;1;1;1;0,541;1;0,952;0,097
"-*anas_qaysar";0,697;1;1;1;1;1;1;0,303;0;1;1;0,933;1
"-*frer_74";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*rayh424";1;0,003;1;1;1;1;1;1;1;1;1;1;0,251
"-*_____phil2lille_____";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*laurgau55";1;1;1;1;1;0;1;1;1;1;1;1;1
"-*mjbskt";0,226;1;1;1;1;1;1;1;1;1;1;1;0,251
"-*franbecjac";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*lilou_tma_";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*yaschw";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*maxi_pf1";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*n_mory";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*laurent_badoux";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*paillonanne";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*nathalie_b_m";1;1;1;1;1;1;1;1;1;1;1;1;0,003
"-*baby_doll_pinprenelle";1;1;0;1;1;1;1;1;1;1;1;1;1
"-*maxime_spe";1;0,023;1;1;1;1;1;1;1;1;1;0,007;1
"-*pieceonetrue";1;1;1;1;1;1;1;1;1;1;0;1;1
"-*sebago7";1;1;1;1;1;1;1;1;0,231;1;1;1;0,032
"-*futurevibes_mus";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*dknbrrdj";1;1;1;1;1;1;1;1;1;1;1;1;0,003
"-*josua_lmt";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*lauriane_nicole";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*florian_loiodice";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*sibyllejaquerod";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*_julxen_";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*nico_herbert";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*yaano777";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*sparrow_972";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"*i_0195";1;1;0;1;0,248;0,068;1;1;1;1;1;1;0,349
"-*desmoofab";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"*i_0196";1;1;1;0,632;0,201;1;0;0,716;0,98;1;0,587;0,394;1
"-*michelevallelian";1;1;1;1;1;1;0;1;1;1;1;1;1
"-*mattheycristina";0,226;1;1;1;1;1;1;1;1;1;1;0,131;1
"-*loriszamofing";1;1;1;1;1;1;0;1;1;1;1;0,315;1
"-*hafentheodore";1;1;1;1;1;1;0;1;1;1;1;1;1
"*commentDate_3-11-2025";1;0,875;0,722;0;1;1;0;1;1;1;0,937;0;1
"-*laurentkropf";1;1;1;1;1;1;1;0;1;1;1;1;1
"*i_0197";1;0,182;1;1;1;1;0,239;1;1;0,022;1;0,156;1
"-*dufourroxane9";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*barriere_eric";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"*i_0198";0;0,884;1;1;1;1;1;1;0,899;0,038;1;1;0,563
"*postLikes_7400";0;0,086;1;1;1;1;1;1;0,382;0,151;1;1;0,095
"*postComments_168";0;0,884;1;1;1;1;1;1;0,899;0,038;1;1;0,563
"-*matilda_bnchtt";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*lyan_kwh";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*paocut26";1;1;1;1;1;1;1;1;0,001;1;1;1;0,215
"-*dos166828";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*__assan_";0,692;1;1;1;1;1;1;1;1;0,002;1;0,502;1
"-*arie_ldavidowitz";0,046;0,641;0,03;1;1;1;1;1;1;0,045;1;1;1
"-*naomiteszler";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*p_png_";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*a_gks_";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*samyeamar";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*michel_bh00";0,692;1;1;1;1;1;1;1;1;1;1;1;0,004
"-*licea_raw";1;1;1;1;1;0;1;1;0,085;1;1;1;1
"-*fabencouleur";0,087;1;1;1;1;1;0;1;1;1;1;1;1
"-*alessvms";0,136;1;1;1;1;1;1;1;0,921;0,64;1;0,342;1
"-*tlmhogg";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*voice_of_helvetia";0,575;1;1;0,063;1;1;0,017;1;0,921;0,64;1;1;1
"-*tempetesdedouceur";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*koolopoko";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*clarisse_12034";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*laurapetitelibellule";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*rothschildannik";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*bertrand_fiard1";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"*i_0199";1;1;0,001;1;0,009;1;1;1;0,809;1;1;1;0,097
"-*flo226";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*hel_lau";1;1;0;1;1;1;1;1;1;1;1;1;0,251
"*i_0200";1;0,898;1;1;1;0,595;1;1;0,48;0;1;1;1
"-*vladarlt";1;0;1;1;1;1;1;1;1;1;1;1;1
