"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16"
"créature";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;4,164;-0,359;4,033;5,015;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"créativité";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;12,865;-0,183
"criminalité";-0,252;-0,323;-0,282;-0,33;1,36;1,915;-0,18;1,492;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"coûteux";-0,189;-0,242;-0,212;14,869;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;4,218
"courrier";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;1,492;-0,185;-0,156;38,028;-0,252;-0,189;-0,244;-0,377;-0,244
"cotisation";-0,252;-0,323;-0,282;48,541;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"cortina";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;46,238;-0,244;1,368;-0,244
"corriger";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;1,492;19,767;-0,156;-0,228;-0,252;3,908;-0,244;-0,377;-0,244
"copper";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;84,85;-0,244;-0,377;-0,244
"coordination";-0,252;-0,323;-0,282;1,718;-0,378;-0,309;20,301;-0,359;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;-0,244
"contredire";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;1,492;4,033;-0,156;-0,228;-0,252;-0,189;-0,244;8,721;-0,244
"conséquent";-0,189;-0,242;17,627;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"constructeur";2,614;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;1,492;-0,185;-0,156;15,617;-0,252;-0,189;-0,244;-0,377;-0,244
"consensus";-0,252;-0,323;2,209;-0,33;8,687;-0,309;-0,18;-0,359;-0,185;-0,156;3,017;-0,252;-0,189;-0,244;-0,377;-0,244
"confronter";-0,252;-0,323;2,209;-0,33;-0,378;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;-0,252;3,908;-0,244;-0,377;2,74
"conduite";-0,252;1,781;2,209;1,718;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;-0,244
"conclusion";2,614;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;9,253;4,033;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"compromis";-0,252;-0,323;-0,282;-0,33;8,687;1,915;-0,18;-0,359;-0,185;-0,156;3,017;-0,252;-0,189;-0,244;-0,377;-0,244
"comporter";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"compiler";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;1,492;4,033;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;2,74
"compenser";-0,252;-0,323;-0,282;25,823;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;3,017;-0,252;-0,189;-0,244;-0,377;-0,244
"comparis";-0,252;-0,323;-0,282;10,216;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;3,017;-0,252;-0,189;-0,244;-0,377;2,74
"comparaison";2,614;-0,323;-0,282;1,718;-0,378;1,915;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;2,74
"combattre";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;1,492;-0,185;-0,156;3,017;13,957;-0,189;-0,244;-0,377;-0,244
"colonie";-0,189;15,225;-0,212;-0,248;-0,284;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"collège";2,614;-0,323;-0,282;-0,33;-0,378;27,702;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"collecting";-0,252;-0,323;-0,282;-0,33;-0,378;11,046;-0,18;-0,359;-0,185;-0,156;-0,228;13,957;-0,189;-0,244;-0,377;-0,244
"cohen";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;49,24
"clément";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;-0,183;2,333;-0,183
"clin";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;49,24;-0,283;-0,183
"clara";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"cigogne";-0,252;-0,323;-0,282;1,718;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;3,017;13,957;-0,189;-0,244;-0,377;-0,244
"cheffe";-0,252;-0,323;-0,282;-0,33;22,359;1,915;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"chauffeur";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;7,287;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"charlie";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;5,798;-0,183;-0,283;-0,183
"chantier";-0,252;-0,323;-0,282;-0,33;1,36;1,915;-0,18;-0,359;-0,185;-0,156;15,617;-0,252;-0,189;-0,244;-0,377;-0,244
"centime";-0,252;-0,323;-0,282;1,718;-0,378;-0,309;-0,18;1,492;-0,185;5,015;-0,228;2,614;-0,189;-0,244;-0,377;-0,244
"catalan";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;35,453;1,368;-0,244
"carnivore";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;9,253;19,767;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"caritas";2,614;1,781;-0,282;-0,33;-0,378;-0,309;4,164;1,492;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"cardiovasculaires";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;1,492;47,387;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"candidature";-0,252;-0,323;-0,282;-0,33;1,36;-0,309;48,59;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"calme";-0,252;10,481;2,209;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;3,017;-0,252;-0,189;-0,244;-0,377;-0,244
"californie";-0,189;-0,242;-0,212;-0,248;12,819;-0,232;6,143;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"business";-0,252;-0,323;-0,282;-0,33;8,687;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"brouiller";-0,252;-0,323;-0,282;-0,33;1,36;-0,309;4,164;-0,359;-0,185;-0,156;-0,228;-0,252;3,908;-0,244;1,368;-0,244
"branche";-0,252;-0,323;2,209;-0,33;-0,378;-0,309;4,164;1,492;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;2,74
"boy";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;3,908;2,74;8,721;-0,244
"bouger";-0,252;-0,323;-0,282;-0,33;-0,378;1,915;4,164;1,492;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"bouchon";-0,252;-0,323;12,275;-0,33;-0,378;-0,309;-0,18;-0,359;4,033;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"boseman";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;42,514;-0,244
"boréal";2,614;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;4,033;-0,156;-0,228;-0,252;-0,189;2,74;1,368;-0,244
"bonnet";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;46,238;-0,244;1,368;-0,244
"bolivie";-0,252;-0,323;-0,282;-0,33;-0,378;1,915;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;35,453;-0,377;-0,244
"boisson";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;4,164;-0,359;4,033;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;2,74
"boire";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;20,57
"bloc";-0,252;1,781;2,209;-0,33;-0,378;11,046;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"blanchiment";-0,252;-0,323;-0,282;1,718;-0,378;-0,309;-0,18;23,643;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"bern";2,614;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;13,957;-0,189;2,74;-0,377;-0,244
"baromètre";-0,252;-0,323;-0,282;48,541;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"bail";-0,252;-0,323;-0,282;1,718;1,36;-0,309;4,164;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;2,74
"azulejo";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;6,143;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"aya";-0,252;1,781;2,209;-0,33;-0,378;-0,309;4,164;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"aws";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;2,506;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"avérer";-0,252;-0,323;-0,282;1,718;1,36;-0,309;-0,18;-0,359;-0,185;-0,156;3,017;-0,252;-0,189;2,74;-0,377;-0,244
"avs";-0,189;-0,242;-0,212;14,869;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"avit";-0,189;-0,242;-0,212;-0,248;-0,284;3,091;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;4,218
"avance";2,614;-0,323;-0,282;1,718;-0,378;1,915;4,164;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"aurore";2,614;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;4,033;-0,156;-0,228;-0,252;-0,189;2,74;1,368;-0,244
"atténuer";2,614;1,781;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;4,033;-0,156;3,017;-0,252;-0,189;-0,244;-0,377;-0,244
"attractivité";-0,252;-0,323;-0,282;10,216;-0,378;-0,309;-0,18;-0,359;-0,185;5,015;3,017;-0,252;-0,189;-0,244;-0,377;-0,244
"attentif";-0,252;-0,323;2,209;-0,33;1,36;1,915;-0,18;-0,359;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;-0,244
"attacher";-0,252;10,481;2,209;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;-0,244
"atmosphérique";13,957;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;9,253;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"atlas";-0,252;-0,323;2,209;-0,33;-0,378;-0,309;-0,18;-0,359;19,767;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;-0,244
"associer";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;2,333;-0,183
"asf";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;49,24;-0,283;-0,183
"arnaud";-0,189;-0,242;3,494;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;-0,183;-0,283;-0,183
"arguer";-0,252;-0,323;-0,282;-0,33;8,687;-0,309;-0,18;-0,359;-0,185;5,015;3,017;-0,252;-0,189;-0,244;-0,377;-0,244
"archéologique";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;2,333;-0,183
"architecte";-0,252;-0,323;-0,282;1,718;-0,378;-0,309;20,301;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"après_deux";-0,252;26,424;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;2,74;-0,377;-0,244
"apprentissage";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;4,033;-0,156;-0,228;-0,252;-0,189;-0,244;22,436;-0,244
"apprenti";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;4,218
"appartement";-0,189;2,906;-0,212;-0,248;-0,284;15,981;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"anouk";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;-0,183;12,865;-0,183
"androgène";-0,252;-0,323;2,209;-0,33;-0,378;-0,309;-0,18;-0,359;47,387;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"and";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;42,514;-0,244
"amnesty";-0,252;10,481;-0,282;-0,33;-0,378;1,915;-0,18;1,492;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"amazon";4,047;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"alpinisme";2,614;-0,323;2,209;-0,33;-0,378;-0,309;4,164;-0,359;-0,185;-0,156;-0,228;-0,252;3,908;-0,244;-0,377;-0,244
"allié";-0,252;10,481;-0,282;-0,33;8,687;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"alien";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;12,865;-0,183
"alexis";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;84,85;-0,244;-0,377;-0,244
"alarme";2,614;1,781;12,275;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"alarmant";-0,252;-0,323;12,275;-0,33;-0,378;-0,309;-0,18;9,253;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"agresseur";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;44,661;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"africain";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;49,24;-0,283;-0,183
"afghan";-0,252;1,781;-0,282;-0,33;1,36;-0,309;-0,18;-0,359;-0,185;5,015;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"afflux";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"adverse";-0,252;1,781;-0,282;-0,33;-0,378;-0,309;4,164;-0,359;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;2,74
"adoption";-0,252;1,781;-0,282;-0,33;1,36;11,046;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"adolescence";-0,252;-0,323;12,275;-0,33;-0,378;-0,309;-0,18;1,492;4,033;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"admirer";-0,252;-0,323;2,209;-0,33;-0,378;1,915;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;2,74
"adhérer";-0,252;-0,323;-0,282;-0,33;1,36;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;14,477
"activement";-0,252;10,481;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;4,033;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;2,74
"acheminer";-0,252;1,781;-0,282;-0,33;-0,378;-0,309;-0,18;1,492;4,033;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;-0,244
"accumuler";-0,189;-0,242;17,627;-0,248;-0,284;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"accomplir";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;5,798;-0,183;-0,283;-0,183
"absolu";-0,252;-0,323;-0,282;-0,33;-0,378;11,046;-0,18;1,492;-0,185;-0,156;3,017;-0,252;-0,189;-0,244;-0,377;-0,244
"41e";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;5,798;4,218;-0,283;-0,183
"24h";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;19,877;-0,142;-0,183;-0,283;4,218
"10e";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;84,85;-0,244;-0,377;-0,244
"évian";19,877;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"équipage";-0,189;2,906;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;22,095;-0,189;-0,142;-0,183;-0,283;-0,183
"épidémie";-0,189;-0,242;3,494;2,82;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"épicentre";-0,189;37,198;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"épargner";4,047;-0,242;3,494;2,82;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"énormément";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;28,35;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"émaner";-0,189;-0,242;-0,212;-0,248;2,322;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"élevage";-0,189;-0,242;17,627;-0,248;-0,284;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"écosser";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;49,24;-0,283;-0,183
"économiser";-0,189;-0,242;-0,212;36,396;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"éboulement";-0,189;-0,242;-0,212;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;22,095;-0,189;-0,142;-0,183;-0,283;-0,183
"zélande";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;49,24;-0,283;-0,183
"zootopie";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;31,877;-0,183
"zabystran";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;63,621;-0,183;-0,283;-0,183
"z";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;4,218;2,333;-0,183
"yoon";-0,189;2,906;-0,212;-0,248;2,322;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"yanachaga";-0,189;-0,242;42,609;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"xxe";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;66,757;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"winterthour";47,677;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"wildlife";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;4,218;12,865;-0,183
"wawrinka";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;63,621;-0,183;-0,283;-0,183
"végétal";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"vuitton";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;66,757;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"votations";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;7,287;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"viticulture";-0,189;-0,242;-0,212;-0,248;-0,284;3,091;-0,135;-0,269;-0,138;7,287;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"visée";-0,189;2,906;-0,212;2,82;-0,284;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"vinyle";-0,189;-0,242;-0,212;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;12,865;-0,183
"vincent";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;-0,269;-0,138;-0,117;-0,171;-0,189;26,958;-0,183;-0,283;-0,183
"vigilance";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;4,218
"vietnam";-0,189;15,225;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"vice";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;5,798;4,218;-0,283;-0,183
"vibrer";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;4,218;-0,283;-0,183
"vestige";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;4,047;-0,142;-0,183;-0,283;-0,183
"verdict";-0,189;-0,242;-0,212;-0,248;2,322;-0,232;6,143;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"vasculaire";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;27,638;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"vandalisme";4,047;-0,242;-0,212;-0,248;2,322;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"valorisation";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;4,047;-0,142;4,218;-0,283;-0,183
"valaisannes";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;4,047;-0,142;-0,183;-0,283;-0,183
"vaisseau";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;5,966;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"vainqueure";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;26,958;-0,183;-0,283;-0,183
"usb";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"unige";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;27,638;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;4,218
"ultérieurement";-0,189;-0,242;-0,212;2,82;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;4,218
"uber";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;7,287;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"télé";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;7,287;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"truth";-0,189;2,906;-0,212;-0,248;12,819;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"tronçon";19,877;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;4,218
"trompeur";-0,189;-0,242;-0,212;-0,248;2,322;-0,232;-0,135;13,579;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"tri";-0,189;-0,242;-0,212;36,396;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"transplantation";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;13,579;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"transmission";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;4,218
"transaction";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;4,218;-0,283;-0,183
"trait";4,047;-0,242;-0,212;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"training";4,047;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"tragédie";-0,189;-0,242;-0,212;-0,248;2,322;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
