"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16"
"traditionnellement";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;2,333;-0,183
"tolérer";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;7,287;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"tireur";-0,189;15,225;-0,212;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"timon";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;26,958;-0,183;-0,283;-0,183
"tibio";-0,189;15,225;-0,212;2,82;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"thurgovie";4,047;-0,242;17,627;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"thoune";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;-0,183;-0,283;4,218
"theurillat";-0,189;-0,242;-0,212;-0,248;-0,284;15,981;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;-0,183;-0,283;-0,183
"tgv";19,877;2,906;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"tesson";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;7,287;-0,171;-0,189;-0,142;-0,183;-0,283;20,57
"telegram";-0,189;2,906;-0,212;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"tedros";-0,189;2,906;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"taupe";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;65,153;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"tardif";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;2,506;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"tamedia";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;7,287;-0,171;4,047;-0,142;-0,183;-0,283;4,218
"taliban";-0,189;2,906;3,494;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"tabagisme";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;22,095;-0,189;-0,142;-0,183;-0,283;-0,183
"séverine";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;4,218
"sérieux";-0,189;-0,242;-0,212;-0,248;12,819;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"sérieusement";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;4,218;-0,283;-0,183
"sélectionner";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;6,143;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"sécheresse";19,877;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"swisscom";-0,189;-0,242;-0,212;14,869;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"swift";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;26,958;4,218;-0,283;-0,183
"suzane";-0,189;-0,242;-0,212;-0,248;-0,284;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;12,865;-0,183
"surnommer";4,047;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;-0,183;-0,283;-0,183
"sunderland";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;20,57;-0,283;-0,183
"sucre";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;20,57
"successif";-0,189;-0,242;-0,212;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;-0,183;2,333;-0,183
"successeur";-0,189;-0,242;-0,212;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;20,57;-0,283;-0,183
"stèle";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;66,757;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"stone";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;12,865;4,218
"stocker";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"statue";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;28,35;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"starlink";-0,189;-0,242;-0,212;-0,248;2,322;3,091;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"standard";-0,189;-0,242;-0,212;-0,248;-0,284;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;20,57
"stage";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;4,218;-0,283;-0,183
"stadler";19,877;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"stabiliser";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;6,143;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"spray";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"sponsor";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;2,506;-0,138;-0,117;-0,171;-0,189;5,798;-0,183;-0,283;-0,183
"spacex";-0,189;-0,242;-0,212;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;22,095;-0,189;-0,142;-0,183;-0,283;-0,183
"sourire";-0,189;-0,242;3,494;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;4,218;-0,283;-0,183
"souffrance";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;5,798;-0,183;2,333;-0,183
"sorte";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;27,638;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"sortant";-0,189;-0,242;-0,212;-0,248;-0,284;38,902;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"sony";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;31,877;-0,183
"somaliland";-0,189;2,906;-0,212;-0,248;12,819;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"solo";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;-0,183;2,333;-0,183
"solde";-0,189;-0,242;-0,212;2,82;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"soeur";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;12,865;-0,183
"smith";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;4,218;-0,283;-0,183
"sismique";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;27,638;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"simplifier";-0,189;-0,242;-0,212;-0,248;-0,284;3,091;-0,135;-0,269;5,966;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"siess";-0,189;-0,242;-0,212;-0,248;-0,284;15,981;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;-0,183;-0,283;-0,183
"shutdown";-0,189;-0,242;-0,212;-0,248;31,775;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"serveur";-0,189;-0,242;3,494;2,82;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"serré";4,047;-0,242;-0,212;-0,248;-0,284;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"serpent";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;27,638;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"sensoriel";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;2,333;-0,183
"semestre";-0,189;-0,242;-0,212;2,82;-0,284;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"section";4,047;-0,242;-0,212;-0,248;-0,284;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"secouriste";4,047;2,906;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"seco";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;4,047;-0,142;-0,183;-0,283;-0,183
"schmidli";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;49,24
"schertenleib";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;49,24;-0,283;-0,183
"savoir_faire";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;6,143;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"sauvetage";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"sauvegarder";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;12,865;-0,183
"sauvegarde";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;66,757;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"sanguin";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;-0,269;27,638;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"san";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;-0,189;5,798;4,218;-0,283;-0,183
"salon";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;2,333;-0,183
"salarial";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;4,218
"sadurska";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"réticence";-0,189;-0,242;3,494;-0,248;-0,284;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;4,218
"résulter";-0,189;-0,242;-0,212;-0,248;2,322;-0,232;-0,135;13,579;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"répartition";-0,189;-0,242;17,627;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"répandre";-0,189;-0,242;-0,212;-0,248;2,322;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"rémy";-0,189;2,906;-0,212;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;7,287;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"réinventer";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;4,218
"règlement";-0,189;-0,242;-0,212;2,82;-0,284;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"ruiz";-0,189;-0,242;-0,212;-0,248;-0,284;15,981;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"roy";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;4,218;12,865;-0,183
"rouvraie";19,877;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"rosalie";-0,189;-0,242;-0,212;-0,248;-0,284;15,981;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;-0,183;-0,283;-0,183
"ronaldinho";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;49,24;-0,283;-0,183
"romandie";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;5,798;-0,183;-0,283;-0,183
"rolex";-0,189;-0,242;-0,212;-0,248;12,819;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;4,218
"rogentin";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;63,621;-0,183;-0,283;-0,183
"rodrigo";-0,189;-0,242;-0,212;-0,248;-0,284;15,981;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;4,218
"ring";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;26,958;-0,183;2,333;-0,183
"rigueur";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;31,877;-0,183
"reykjavik";4,047;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;4,218;-0,283;-0,183
"reversés";-0,189;2,906;-0,212;-0,248;-0,284;-0,232;6,143;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"revendre";-0,189;-0,242;-0,212;14,869;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"retrancher";-0,189;15,225;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"restaurateur";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;28,35;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"ressembler";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;4,218;-0,283;-0,183
"requête";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;4,218;-0,283;4,218
"représaille";-0,189;15,225;-0,212;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"reproduction";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;12,865;-0,183
"renverser";4,047;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;-0,183;-0,283;-0,183
"renseignement";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;2,333;-0,183
"renouvelables";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;4,047;-0,142;-0,183;-0,283;-0,183
"renaissance";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;20,57;-0,283;-0,183
"remplacement";19,877;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"remarquable";-0,189;-0,242;-0,212;-0,248;-0,284;3,091;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"relâcher";4,047;-0,242;-0,212;-0,248;12,819;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"rejet";-0,189;2,906;-0,212;-0,248;-0,284;15,981;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"reggaeton";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;28,35;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"recréer";-0,189;-0,242;3,494;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"recouvrir";19,877;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"re33";19,877;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;7,287;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"rdc";4,047;-0,242;-0,212;-0,248;2,322;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"ravir";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;5,798;-0,183;2,333;-0,183
"rat";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;65,153;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"ramener";4,047;2,906;-0,212;-0,248;-0,284;-0,232;6,143;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"rallier";-0,189;-0,242;-0,212;-0,248;-0,284;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;19,877;-0,142;-0,183;-0,283;-0,183
"rakuten";4,047;-0,242;-0,212;14,869;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"raisonnable";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;22,095;-0,189;-0,142;-0,183;2,333;-0,183
"rafel";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;49,24;-0,283;-0,183
"rafale";47,677;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"rafah";-0,189;37,198;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"race";4,047;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;-0,183;-0,283;-0,183
"quête";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;12,865;-0,183
"quagga";47,677;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"quadruple";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;63,621;-0,183;-0,283;-0,183
"périple";-0,189;-0,242;-0,212;-0,248;2,322;-0,232;6,143;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;4,218;-0,283;-0,183
"péril";-0,189;2,906;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"pvl";-0,189;-0,242;-0,212;-0,248;-0,284;15,981;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"putzu";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;49,24
"psychique";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;13,579;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"prôner";-0,189;-0,242;-0,212;-0,248;-0,284;3,091;-0,135;2,506;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"prétexte";-0,189;15,225;-0,212;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"prétendre";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;4,218;2,333;-0,183
"présumé";-0,189;2,906;-0,212;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"préliminaire";-0,189;-0,242;3,494;-0,248;-0,284;15,981;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"prélever";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;4,218;-0,283;-0,183
"préféré";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;2,333;-0,183
"prédire";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"précéder";-0,189;-0,242;3,494;-0,248;2,322;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"précipiter";-0,189;2,906;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"pré";-0,189;-0,242;-0,212;36,396;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"prudent";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;4,218
"prothèse";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;5,798;-0,183;-0,283;4,218
"protecteur";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;-0,269;27,638;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"propulser";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;12,865;-0,183
"proposé";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;4,218
"prolifération";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;27,638;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"profit";-0,189;-0,242;-0,212;-0,248;2,322;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"profil";-0,189;-0,242;-0,212;-0,248;2,322;-0,232;-0,135;-0,269;5,966;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"profession";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;28,35;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;4,218;-0,283;-0,183
"pratiquement";4,047;-0,242;-0,212;-0,248;-0,284;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;4,218;-0,283;-0,183
"portable";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;4,047;-0,142;-0,183;2,333;-0,183
"politicien";-0,189;-0,242;-0,212;2,82;12,819;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"plongeur";-0,189;-0,242;3,494;-0,248;-0,284;3,091;-0,135;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"plantation";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;2,506;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"plaider";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"piéton";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;4,218
"piéger";-0,189;2,906;-0,212;-0,248;2,322;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"pillage";-0,189;-0,242;-0,212;-0,248;-0,284;3,091;6,143;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"photographier";-0,189;-0,242;-0,212;-0,248;-0,284;3,091;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;4,218;2,333;-0,183
"pharmacie";4,047;-0,242;-0,212;14,869;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"petit_déjeuner";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;27,638;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"perry";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;66,757;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"performant";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
