"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12"
"*postLikes_1500";1;0,25;0,963;1;0,359;0,486;1;1;1;0,929;1;0,929
"*postComments_11";0,586;0,369;1;1;0,463;1;1;1;0,497;0,357;0,428;1
"*i_0912";1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_60";1;0,051;0,576;1;1;1;0,7;1;0,105;1;1;0,047
"*i_0911";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postComments_297";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postReposts_155";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0910";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_2800";1;0,561;1;0,142;1;1;0,7;1;0,713;0,547;0,073;1
"*postComments_9";0,219;1;1;1;1;0,887;0,147;0,111;0,809;1;1;0,634
"*i_0909";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_76";1;1;1;1;0,118;1;0,129;0,103;1;1;1;1
"*postReposts_80";1;1;1;1;1;1;0,129;1;0,134;1;0,103;1
"*i_0908";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_82";1;0,051;1;1;1;0,142;0,7;1;0,105;1;1;0,547
"*i_0907";1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_2700";1;0,732;0,748;0,976;0,854;0,269;1;0,81;0,896;0,108;1;1
"*i_0906";1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_21-12-2025";0,156;1;0,576;0,789;1;1;1;1;1;0,547;0,633;0,047
"*i_0905";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postComments_21";0,814;0,561;1;0,142;0,674;1;1;1;1;1;0,073;0,547
"*i_0904";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0903";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_727";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_1";0,178;1;1;1;1;1;1;1;0,134;0,075;1;1
"*postReposts_0";1;1;0,481;0,003;1;1;1;0,534;1;0,454;0,534;1
"*i_0902";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_17900";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_225";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0901";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0900";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postComments_48";0,008;1;1;0,301;0,23;1;1;1;1;1;1;1
"*i_0899";1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_5500";0,912;0,08;1;1;0,767;1;1;0,724;0,809;0,634;1;0,074
"*postComments_161";1;1;1;0,054;1;1;1;1;1;1;1;0,018
"*postReposts_172";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0898";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postComments_31";0,025;1;0,278;0,022;1;1;1;1;1;1;1;1
"*i_0897";1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_4400";1;0,369;1;1;1;0,564;0,486;0,428;1;0,357;1;0,357
"*postReposts_158";1;1;1;1;1;1;1;1;1;0;1;1
"*i_0896";1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_5200";1;1;0,481;0,682;0,572;0,682;1;1;1;1;0,043;0,454
"*postComments_135";1;0,08;1;1;1;1;1;1;0,134;1;1;0,075
"*postReposts_130";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0895";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postComments_140";1;1;1;1;1;1;1;1;0;0,075;1;1
"*postDate_20-12-2025";1;1;1;0,564;0,463;1;0,486;0,428;0,497;1;0,428;1
"*i_0894";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0893";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postComments_308";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0892";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0891";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0890";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_63";1;1;0,021;0,054;1;1;1;1;1;1;1;1
"*i_0889";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_11400";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_487";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_28";0,034;0,732;1;1;0,854;1;0,882;0,81;1;1;0,156;0,716
"*i_0888";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0887";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postComments_81";1;1;1;1;1;1;0,038;0,028;1;1;1;1
"*i_0886";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0885";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_56";0,025;0,004;0,278;1;1;1;1;1;1;1;1;1
"*postReposts_54";1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_19-12-2025";0,007;0,88;0,213;1;1;1;1;0,26;1;1;0,961;1
"*i_0884";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postComments_244";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postReposts_83";1;1;1;0,054;1;1;1;1;1;1;0,028;1
"*i_0883";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_27";0,001;1;1;1;0,463;1;1;1;0,497;0,357;1;1
"*i_0882";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0881";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postComments_86";1;1;1;1;1;0,054;1;1;1;1;0,028;1
"*i_0880";1;0;1;1;1;1;1;1;1;1;1;1
"*i_0879";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_7800";0,001;0,08;1;1;1;1;1;1;1;1;1;1
"*i_0878";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0877";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postComments_28";0,156;0,561;0,576;1;1;1;1;1;0,105;0,547;1;0,547
"*i_0876";1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_7";1;1;0,481;0,682;1;0,682;0,06;1;1;0,026;1;1
"*i_0875";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0874";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postComments_80";0,156;1;1;1;0,674;0,789;0,099;0,633;0,713;1;1;1
"*i_0873";1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_379";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0872";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_874";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0871";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_Comment";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0870";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postLikes_13000";1;1;1;1;1;0,054;0,038;1;1;1;1;1
"*postComments_124";1;1;1;1;1;1;0,038;1;0,04;1;1;1
"*postReposts_254";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0869";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postLikes_7500";1;1;1;0,166;1;1;0;1;1;1;1;1
"*postComments_61";1;1;1;1;1;1;0;1;1;1;1;1
"*postReposts_34";1;0,369;1;0,564;0,463;0,564;0,031;1;1;1;1;1
"*postDate_18-12-2025";0,289;1;1;0,976;1;0,976;0,201;0,81;1;0,716;0,81;0,716
"*i_0868";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0867";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postComments_23";0,001;1;1;1;1;1;1;0,428;1;0,357;0,428;1
"*i_0866";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0865";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0864";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postComments_4";0,455;1;1;1;1;1;1;0,008;1;0,258;0,318;1
"*i_0863";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postLikes_947";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0862";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postComments_14";0,007;1;0,213;1;0,297;1;1;1;1;1;0,961;0,863
"*i_0861";1;1;1;1;1;1;1;1;1;0;1;1
"*postReposts_3";1;1;0,001;0,091;1;1;0,265;0,674;1;1;1;1
"*i_0860";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0859";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postReposts_49";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0858";1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_22800";1;1;1;1;1;1;1;1;1;1;1;0
"*postComments_328";1;1;0,021;1;1;1;1;1;1;1;1;0,018
"*postReposts_752";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0857";1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_137";1;1;0;1;1;1;1;1;1;1;1;1
"*postReposts_45";1;1;0,001;0,301;1;1;1;0,206;1;1;1;1
"*postDate_17-12-2025";0,814;1;0,055;1;1;0,789;0,7;0,073;1;1;0,633;1
"*i_0856";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0855";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0854";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0853";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_980";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0852";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0851";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0850";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postComments_170";1;1;1;1;1;1;1;0,103;0,134;0,075;1;1
"*postReposts_75";1;1;1;1;1;1;1;0,028;1;1;0,028;1
"*i_0849";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_8700";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postComments_241";1;1;0;1;1;1;1;1;1;1;1;1
"*postReposts_204";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0848";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0847";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_12300";1;1;1;0,166;0,118;1;1;1;1;1;0,103;1
"*postReposts_168";1;1;1;1;0;1;1;1;1;1;1;1
"*i_0846";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postLikes_4100";1;0,156;1;1;0,933;0,34;1;0,888;0,271;1;1;0,792
"*i_0845";1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_16-12-2025";1;1;1;0,436;0,348;1;1;1;1;0,258;0,318;0,258
"*i_0844";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0843";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_199";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0842";1;1;1;1;1;1;1;1;1;1;1;0
"*postComments_40";1;1;0,278;0,436;1;1;1;1;0,014;1;1;0,258
"*i_0841";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0840";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postComments_303";1;1;1;1;0,034;1;1;0,028;1;1;1;1
"*i_0839";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0838";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0837";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_7100";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postComments_110";1;1;1;1;1;0,054;1;1;0,04;1;1;1
"*postReposts_101";1;1;1;0,001;1;1;1;1;0,134;1;1;1
"*i_0836";1;1;1;1;1;1;1;1;1;0;1;1
"*i_0835";1;1;1;1;1;1;1;1;1;0;1;1
"*postComments_72";1;1;1;1;1;1;1;1;0,04;0,018;1;1
"*postReposts_50";1;1;1;1;1;1;1;1;1;0;1;0,161
"*postDate_15-12-2025";0,705;0,467;1;1;0,572;1;0,597;0,043;1;0,454;1;1
"*i_0834";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postReposts_52";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0833";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_8900";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postComments_78";0,008;1;1;1;1;1;1;1;1;1;0,206;0,161
"*postReposts_57";0;1;1;1;1;1;1;1;1;1;1;1
"*i_0832";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0831";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0830";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0829";1;0;1;1;1;1;1;1;1;1;1;1
"*i_0828";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postLikes_10700";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_73";1;0,268;1;1;1;0,436;0,013;1;1;0,258;1;1
"*postReposts_179";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0827";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0826";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_13800";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_94";1;1;0,021;1;1;1;1;1;1;0,018;1;1
"*i_0825";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postLikes_7400";1;1;1;1;0,118;1;1;1;1;1;0,103;0,075
"*i_0824";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0823";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0822";1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_14-12-2025";0,814;1;0,576;1;0,088;1;0,7;1;0,713;0,547;1;0,547
"*i_0821";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0820";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0819";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postLikes_8200";0,008;1;1;0,301;0,23;1;1;1;1;1;1;1
"*postReposts_169";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0818";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_5000";0,219;0,649;0,665;1;1;0,887;0,795;1;0,809;0,634;0,724;1
"*i_0817";1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_6900";1;1;1;0,436;0,348;1;1;0,318;1;1;0,318;0,258
"*i_0816";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_10";1;1;0,123;1;1;1;0,882;0,81;1;0,716;0,009;0,716
"*i_0815";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postComments_229";1;1;1;1;0,034;1;0,038;1;1;1;1;1
"*i_0814";1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_17200";1;1;1;1;1;1;1;1;1;0,018;0,028;1
"*postReposts_362";1;1;1;1;1;1;1;1;1;0;1;1
"*i_0813";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0812";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postComments_41";1;1;0,381;0,564;1;0,564;0,486;0,428;0,497;1;1;1
"*postReposts_37";1;0,168;1;0,301;1;1;1;1;0,253;0,161;1;1
"*i_0811";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0810";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postComments_29";0,912;1;1;0,887;0,132;1;1;1;0,809;0,634;0,111;0,634
"*postDate_13-12-2025";0,1;1;1;0,003;1;1;1;1;0,61;1;0,534;1
"*i_0809";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0808";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postLikes_11500";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postComments_20";1;1;1;0,436;1;0,436;1;1;1;1;0,008;0,258
"*i_0807";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postLikes_2900";1;1;1;0,001;1;0,56;1;1;0,468;1;1;1
"*i_0806";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0805";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_8400";0,059;0,019;1;1;1;1;1;1;1;1;1;1
"*postComments_44";0,008;1;1;1;1;1;0,245;1;1;0,161;1;1
"*postReposts_77";0,317;1;1;0,301;1;1;1;1;0,253;1;1;0,161
"*i_0804";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postComments_345";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postReposts_84";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0803";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0802";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_7900";1;0,019;1;1;0,034;1;1;1;1;1;1;1
"*postComments_181";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_273";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0801";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_50";1;1;1;0,301;0,23;1;1;1;1;1;0,002;1
"*postReposts_131";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0800";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_18000";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_119";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postDate_12-12-2025";0,156;0,561;1;1;1;1;0,7;0,633;0,713;0,547;1;0,547
"*i_0799";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0798";1;0;1;1;1;1;1;1;1;1;1;1
"*postLikes_8800";1;0,019;1;0,054;1;1;1;1;1;1;1;1
"*postComments_227";1;0;1;1;1;1;1;1;1;1;1;1
"*postReposts_87";1;0;1;1;1;1;1;1;1;1;1;1
"*i_0797";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postComments_2";0,317;1;1;0,301;1;1;1;1;1;0,161;1;0,161
"*i_0796";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0795";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0794";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postReposts_492";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0793";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_403";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postReposts_183";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0792";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0791";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0790";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0789";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0788";1;1;1;1;1;1;1;1;1;0;1;1
"*i_0787";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postLikes_15500";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postComments_618";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postReposts_243";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postDate_11-12-2025";1;1;1;0,34;1;1;0,962;0;0,976;0,792;1;1
"*i_0786";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postReposts_51";0,705;1;1;1;1;1;0,597;0;1;1;0,534;1
"*i_0785";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postComments_224";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postReposts_351";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0784";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postLikes_12100";1;1;1;0,054;1;1;1;0,028;1;1;1;1
"*postComments_268";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0783";0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0782";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_191";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0781";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postComments_42";1;0,268;1;0,436;1;1;1;0,008;1;0,258;1;1
"*i_0780";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0779";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0778";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_11200";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_176";1;1;1;1;1;1;1;0,028;0,04;1;1;1
"*i_0777";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postReposts_68";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0776";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postComments_188";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0775";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0774";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0773";1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_1100";1;1;1;1;1;1;1;0,961;1;0,014;0,961;0,191
"*i_0772";1;0;1;1;1;1;1;1;1;1;1;1
"*postDate_10-12-2025";1;0,005;0,748;0,976;0,854;0,976;0,882;1;1;0,716;0,81;1
"*i_0771";1;0;1;1;1;1;1;1;1;1;1;1
"*postComments_189";1;0,019;1;1;1;1;1;1;1;1;0,028;1
"*i_0770";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0769";1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_53";1;1;0,021;1;1;1;1;1;0,04;1;1;1
"*i_0768";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postComments_353";1;1;1;0,054;0,034;1;1;1;1;1;1;1
"*postReposts_132";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0767";1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_27100";1;1;1;1;1;1;1;1;1;0,018;0,028;1
"*postReposts_187";1;0,019;1;1;1;1;1;1;1;0,018;1;1
"*i_0766";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0765";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_11100";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postComments_149";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0764";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0763";1;0;1;1;1;1;1;1;1;1;1;1
"*i_0762";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_6700";0,178;0,08;0,084;1;1;1;1;1;1;1;1;1
"*i_0761";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postLikes_900";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0760";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0759";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postComments_560";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postReposts_97";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postDate_9-12-2025";1;1;0,748;0,976;1;0,029;0,882;0,009;1;0,716;1;1
"*i_0758";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0757";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postReposts_66";1;1;1;1;1;0,054;1;1;1;0,018;1;1
"*i_0756";1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_202";1;1;0,021;1;1;1;0,038;1;1;1;1;1
"*postReposts_40";0,025;1;0,278;1;0,348;1;0,367;1;1;1;1;1
"*i_0755";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0754";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postLikes_958";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0753";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0752";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0751";1;1;1;1;1;1;1;1;1;0;1;1
"*i_0750";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0749";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_215";1;1;0,021;1;1;1;0,038;1;1;1;1;1
"*i_0748";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postReposts_134";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0747";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0746";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_67";1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_8-12-2025";1;0,649;1;0,016;1;1;0,795;1;1;0,074;0,111;1
"*i_0745";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_287";1;1;1;1;1;1;0,001;1;1;1;1;1
"*i_0744";1;1;1;1;1;1;1;1;1;0;1;1
"*i_0743";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postComments_367";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0742";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postLikes_6100";0,025;1;1;0,436;1;1;1;1;0,377;1;0,318;1
"*i_0741";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postComments_156";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0740";1;1;1;1;1;1;1;1;1;0;1;1
"*i_0739";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0738";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0737";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0736";1;0;1;1;1;1;1;1;1;1;1;1
"*postLikes_19000";1;0;1;1;1;1;1;1;1;1;1;1
"*postComments_502";1;0;1;1;1;1;1;1;1;1;1;1
"*postReposts_855";1;0;1;1;1;1;1;1;1;1;1;1
"*i_0735";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0734";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_12900";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0733";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postDate_7-12-2025";0,317;1;1;0,301;1;1;1;1;0,253;1;1;0,161
"*i_0732";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0731";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_155";1;0,019;1;1;1;1;1;0,028;1;1;1;1
"*i_0730";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_22900";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postReposts_414";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0729";1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_2000";1;0,467;1;0,682;1;0,682;1;1;0,61;0,454;1;0,026
"*i_0728";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0727";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0726";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_54";1;1;1;0,301;1;0,301;1;0,206;1;1;1;0,161
"*i_0725";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0724";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0723";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postComments_69";1;1;1;0,166;1;1;1;1;0,134;1;0,103;1
"*postDate_6-12-2025";1;1;0,014;0,564;1;1;1;1;0,497;1;0,428;0,357
"*i_0722";1;1;1;1;1;1;1;1;1;1;1;0
"*i_0721";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0720";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_14400";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_107";1;0,019;1;1;1;0,054;1;1;1;1;1;1
"*postReposts_121";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0719";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_6500";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0718";1;1;1;1;1;1;1;1;0,001;1;1;1
"*i_0717";1;1;0;1;1;1;1;1;1;1;1;1
"*postReposts_78";1;1;0,021;1;1;0,054;1;1;1;1;1;1
"*i_0716";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postLikes_606";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0715";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_8300";0,008;0,168;1;1;0,23;1;1;1;1;1;1;1
"*postReposts_33";0,178;1;1;0,166;1;1;1;1;1;1;1;0,075
"*postDate_5-12-2025";0,705;1;1;1;0,572;1;1;0,043;1;1;0,043;0,454
"*i_0714";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postComments_79";0,178;1;1;0,166;1;1;1;0,103;1;1;1;1
