"";"*rts_a";"*rts_i"
"éducatif";8;11
"strict";11;29
"châtiment";14;0
"corporel";17;14
"tolérer";7;12
"consister";7;13
"provoquer";22;27
"radical";8;8
"cannabis";6;5
"copain";81;27
"employé";41;104
"bonhomme";12;1
"voiler";17;15
"moule";9;11
"espagne";32;23
"pâtisserie";38;1
"camarade";21;5
"arabe";32;21
"blague";32;63
"stériliser";20;1
"appellation";14;3
"negre";19;0
"associé";6;8
"nègre";47;0
"chocolat";35;16
"choco";16;0
"offusquer";19;9
"africain";19;44
"92";12;5
"coms";8;4
"couille";11;10
"foncer";7;11
"ouin";11;11
"intellectuel";21;24
"minorité";13;56
"oeuf";21;17
"dirigeant";7;55
"polémique";5;23
"roman";14;11
"boule";7;8
"chier";30;33
"typique";9;20
"moquer";45;32
"boulangerie";11;19
"bannir";5;17
"sous_entendre";7;4
"répartie";10;4
"côtoyer";9;4
"traduire";8;8
"intention";30;33
"bonbon";11;1
"qualification";1;29
"indigne";8;7
"parcontre";6;4
"chrétien";23;10
"pet";6;7
"juif";8;6
"héritage";10;128
"territoire";13;42
"synonyme";10;9
"maigre";1;9
"menu";4;6
"évident";18;32
"sexe";32;41
"blesser";16;39
"prétexte";11;14
"débile";40;26
"supérieur";33;47
"médiocre";12;9
"prononcer";15;11
"gauchisme";1;10
"discrimination";13;33
"combattre";1;20
"com";14;14
"minoritaire";2;12
"majoritaire";8;17
"boiter";14;15
"grand_père";18;0
"plonger";7;8
"vs";18;30
"émettre";8;27
"minimiser";6;24
"gravité";2;8
"pcq";10;31
"punir";16;29
"aucunement";4;20
"tienne";8;7
"flemme";3;12
"pavé";3;7
"dictionnaire";7;5
"apporter";44;88
"désoler";40;31
"détendre";12;4
"tjr";10;18
"salir";4;7
"dessert";7;9
"absurde";13;46
"commander";12;29
"coucou";6;8
"race";63;26
"latin";12;6
"généralement";26;31
"mamie";26;2
"ancrer";5;6
"connotation";12;0
"but";61;128
"américain";19;116
"attention";68;100
"gaucho";6;39
"ba";13;28
"v";16;22
"vielle";11;1
"hérisson";23;2
"défaire";4;6
"espagnol";13;20
"association";24;46
"débarquer";6;7
"sombre";13;9
"puce";11;4
"pêche";7;6
"abaisser";6;5
"profondément";11;32
"strictement";12;28
"fabriquer";23;50
"tqt";5;6
"néant";6;4
"fatigue";12;13
"stade";35;30
"migros";54;25
"rayon";21;13
"chéri";9;5
"tkt";14;10
"éteindre";12;14
"invasion";6;5
"arreter";4;9
"braquer";3;11
"probleme";4;19
"limité";7;15
"victimisation";10;7
"réparation";3;8
"auprès_des";4;9
"accompagner";24;50
"démontrer";18;57
"ptdr";13;11
"contenir";13;53
"provenir";5;24
"colonisation";2;10
"concentrer";15;30
"lambda";2;16
"asiatique";8;14
"maghrébin";6;4
"propager";3;9
"jaune";15;3
"surprendre";21;29
"fidèle";11;8
"embauche";9;5
"logement";17;75
"taire";8;19
"canada";17;4
"profil";22;55
"pro";15;47
"piège";23;9
"énoncé";7;4
"définition";34;53
"argumentation";4;12
"défenseur";2;10
"continu";7;14
"adn";3;21
"diffamation";1;16
"acceptable";7;12
"projection";8;6
"médicament";10;37
"sol";31;49
"gouverner";4;18
"orthographe";32;13
"christ";27;5
"emji_homme_qui_hausse_les_épaules_peau_légèrement_mate";25;17
"collectif";11;53
"procédure";6;20
"emji_visage_de_geek";27;37
"dix";19;12
"intervention";12;47
"quelconque";5;15
"and";8;10
"beurre";11;17
"oiseau";35;25
"factuel";7;24
"sauveur";7;9
"tt";38;26
"language";12;3
"dérive";2;15
"privilégié";11;27
"ttes";7;3
"emji_visage_neutre";26;15
"1990";18;4
"motiver";10;14
"conception";6;6
"associer";12;15
"particulier";39;40
"purement";7;24
"hypocrite";16;27
"religion";51;39
"singulier";7;6
"emji_moai";6;4
"exprès";8;11
"nerveux";4;6
"membre";10;57
"stock";3;10
"retirer";15;48
"paire";18;7
"algérien";4;7
"cibler";1;20
"géographique";5;6
"xénophobie";9;14
"frapper";34;37
"affirmation";5;10
"quant";22;36
"racial";5;11
"considération";9;12
"bronzé";10;2
"méfier";4;7
"cesser";16;24
"extrémiste";5;21
"militer";2;11
"emporter";9;15
"privatisation";1;9
"rapidement";16;43
"gendarme";10;2
"gratter";5;10
"amusant";16;8
"ineptie";4;10
"ème";11;7
"presser";10;6
"munition";1;35
"arme";16;87
"équipement";4;7
"trou";18;18
"front";7;17
"grandement";4;11
"débuter";7;8
"chasse";30;10
"sorcier";11;2
"commenter";39;54
"étouffer";9;17
"douteux";6;16
"bizarrement";9;13
"pfff";8;8
"spécifique";7;19
"alimentaire";24;43
"perdurer";7;5
"verbal";6;10
"problématique";19;63
"procurer";9;7
"posséder";22;49
"17";16;36
"ouvertement";2;9
"qi";14;6
"attaque";13;45
"clown";4;13
"premièrement";3;8
"déni";11;23
"serieux";6;8
"ennui";10;4
"rde";3;7
"péter";11;18
"compréhensible";7;13
"archi";4;9
"dénigrer";13;13
"tabou";5;5
"abruti";9;3
"nier";11;26
"impact";28;73
"lunaire";10;9
"humilier";8;12
"performance";12;11
"socialiste";16;77
"dominer";7;13
"généralité";19;10
"occidental";10;32
"rabaisser";12;16
"serrer";12;20
"plaque";9;93
"stigmatiser";4;7
"low";4;7
"réduire";34;130
"chômage";5;74
"pauvreté";20;49
"lui_même";11;16
"progressiste";2;10
"nazi";8;4
"banc";4;7
"rigueur";6;16
"gène";7;3
"jsuis";12;9
"destiner";5;14
"celui_ci";8;18
"q";5;9
"jsp";5;16
"insinuer";2;8
"ptit";7;4
"emballage";7;4
"citadin";8;3
"enfoncer";5;7
"section";6;23
"râler";14;13
"entendeur";5;8
"contredire";4;24
"champion";31;34
"verbe";20;5
"nulle";16;25
"rédiger";3;10
"31";5;9
"rationnel";4;10
"appuyer";4;13
"clavier";7;18
"valable";14;27
"cliché";10;18
"opposé";18;14
"naïveté";5;9
"lecteur";3;10
"auteur";5;22
"humaniste";1;10
"installer";14;45
"dialogue";6;14
"biais";10;35
"mal_être";3;8
"guérir";9;8
"woke";11;22
"barrage";4;23
"culpabiliser";5;10
"semblant";10;19
"olala";8;3
"plafond";7;16
"1ère";8;9
"2eme";6;5
"remise";14;17
"maîtrise";9;19
"bataille";2;10
"méchanceté";13;5
"revendiquer";7;13
"au_delà";7;19
"empailler";10;0
"bouquin";3;7
"percevoir";5;26
"censurer";7;24
"mépriser";6;9
"inférieur";4;12
"emji_homme_qui_hausse_les_épaules";11;23
"roue";16;27
"vol";37;92
"dossier";7;34
"lot";18;8
"64";9;3
"2004";17;2
"web";5;5
"infrastructure";6;48
"favoriser";6;51
"400";9;18
"tester";19;23
"passeport";3;29
"chauffer";6;16
"tissu";6;5
"froid";24;31
"gâter";16;5
"identifier";6;28
"sommeil";9;19
"encourager";14;56
"ligue";4;10
"valoriser";9;18
"assister";9;17
"appauvrir";1;11
"fréquent";3;9
"complémentaire";4;19
"fiable";10;13
"engin";5;5
"répartition";4;21
"importance";11;27
"dessin";15;7
"planche";2;8
"nickel";5;8
"barrière";22;8
"pencher";2;14
"coincer";11;11
"crâne";8;6
"laver";20;11
"baisser";55;211
"made_in";4;12
"chiner";3;7
"emji_yeux";15;37
"emji_visage_qui_pleure_à_chaudes_larmes";64;58
"balader";13;6
"emji_ok_peau_moyennement_claire";9;7
"engager";28;93
"décidément";4;16
"cash";5;90
"hormis";4;11
"port";8;10
"accessible";5;35
"the";11;28
"trump";7;153
"tronche";8;6
"louper";10;11
"horaire";11;45
"frontière";21;82
"douane";3;23
"tpg";4;9
"gaspiller";3;13
"sympathique";10;6
"entreprendre";2;10
"gent";6;6
"disposer";7;22
"harceler";5;13
"agresseur";3;26
"sein";14;36
"merdique";5;6
"plomb";1;28
"spécialement";6;7
"valider";6;12
"ajd";10;6
"oppression";3;8
"vestimentaire";7;12
"christian";12;2
"mnt";9;9
"poulet";19;14
"diagnostic";2;14
"investir";18;89
"statut";8;23
"misère";42;43
"fabuleux";11;3
"revue";6;7
"fondateur";8;2
"animer";10;3
"recyclage";15;12
"décembre";9;18
"décalage";8;7
"celui_là";3;9
"x";29;34
"relancer";5;5
"hello";5;8
"bombarder";2;9
"ennuyer";40;15
"essentiel";44;78
"fêter";15;11
"élection";10;42
"municipal";3;7
"régional";13;4
"juin";7;4
"végétal";8;10
"emji_visage_avec_une_main_sur_la_bouche";17;12
"lobbies";3;12
"fournisseur";5;5
"emji_crâne";22;29
"honnêtement";24;40
"lgbt";9;15
"emji_visage_déguisé";8;10
"homophobe";3;11
"yen";6;5
"hétéro";5;8
"union";3;18
"impossibilité";9;2
"promouvoir";6;16
"nn";7;6
"confort";27;63
"ignorant";10;24
"chatgpt";6;14
"performant";8;8
"mail";3;11
"automatique";18;6
"robot";11;29
"vecu";5;6
"wikipedia";3;12
"ia";30;185
"multitude";6;6
"élite";9;16
"réduction";3;45
"innovation";6;16
"technologique";6;4
"correcteur";7;3
"51";4;11
"bug";5;17
"papi";11;2
"faveur";9;22
"simplicité";59;2
"presse";7;21
"félicitation";5;11
"compétence";9;42
"domaine";21;75
"soignant";7;18
"honteux";20;64
"stopper";10;19
"visibilité";2;18
"médian";1;26
"partiel";1;9
"écart";12;30
"accès";21;101
"précaire";5;19
"liste";16;51
"vendeur";15;18
"précarité";6;19
"étatique";2;9
"injuste";8;31
"invisible";4;9
"régner";7;10
"1975";10;1
"parlement";5;19
"5000";2;13
"annuel";3;23
"nonante";14;0
"bijoux";6;28
"huile";11;6
"diplôme";9;22
"facilement";17;60
"conscient";14;29
"examen";2;23
"cotiser";4;16
"promotion";6;19
"applaudir";4;17
"mercredi";13;4
"75";15;18
"club";36;35
"récré";23;2
"a2";2;21
"conducteur";6;32
"valaisans";7;9
"mystère";16;1
"poule";83;20
"financer";8;130
"réfugié";2;12
"gaver";7;10
"montreux";6;17
"emji_point_d_exclamation_rouge";6;4
"primordial";6;9
"piscine";4;8
"température";7;27
"degré";36;53
"adopter";38;24
"affiche";4;14
"genou";13;7
"gamelle";8;3
"emji_personne_qui_hausse_les_épaules_peau_claire";6;7
"juillet";7;4
"cinq";5;9
"26";4;15
"emji_applaudissements_peau_claire";12;23
"emji_femme_qui_hausse_les_épaules_peau_moyennement_claire";10;13
"événement";16;43
"dinosaure";2;9
"bronzer";13;1
"quelles";15;42
"évènement";7;4
"24";18;23
"ravager";5;8
"couteau";23;16
"spécial";18;26
"traverser";45;32
"n_est_ce_pas";11;19
"vôtre";11;23
"imagination";12;10
"tonne";10;23
"etaient";8;5
"fiscal";6;95
"impots";2;9
"37";7;4
"pilule";10;10
"testostérone";8;2
"dealer";2;27
"hâte";9;27
"droguer";2;11
"thune";2;19
"taf";9;14
"fainéant";7;7
"ultime";7;6
"suffisant";12;38
"manifester";10;93
"gagnant";4;25
"8h";4;6
"augmentation";14;122
"vih";9;2
"licenciement";3;15
"2x";4;14
"déménager";8;22
"débrouiller";15;7
"détail";9;22
"pleurnicher";3;21
"incompréhensible";7;12
"emji_coeur_cartes";18;0
"tournée";4;7
"mixte";17;2
"noter";17;10
"attentif";7;8
"météorite";1;9
"écraser";17;14
"prédire";10;1
"technologie";29;40
"témoin";7;8
"bernois";2;11
"sociétal";3;7
"souche";3;11
"nationalité";14;87
"coût";17;159
"naturalisation";2;15
"prestation";2;17
"ex";9;49
"objectivement";3;20
"erroné";7;11
"compréhension";13;31
"rejet";8;6
"net";18;25
"véritablement";7;4
"décrédibiliser";3;7
"valide";11;12
"gauchiste";24;76
"généraliste";3;14
"patriote";8;10
"marre";18;50
"drapeau";11;22
"savoie";8;8
"là_bas";7;27
"progresser";7;12
"burn";3;8
"abusif";6;9
"qualifié";5;34
"traitement";25;49
"cliquer";10;4
"symptôme";11;15
"test";21;40
"définitif";4;6
"whatsapp";3;8
"significatif";4;6
"emji_mains_qui_forment_un_coeur_peau_moyennement_claire";5;6
"lent";8;22
"calculer";33;28
"restant";4;11
"fantastique";12;7
"sagesse";21;4
"exercer";6;22
"habiller";38;54
"permanent";6;11
"supermarché";22;19
"habituel";5;11
"rage";7;10
"commercial";6;31
"pitoyable";12;4
"flic";10;37
"achat";12;64
"gen";9;1
"ordinaire";9;12
"escalier";6;5
"roulant";4;7
"biensur";7;10
"prétendre";16;48
"jaloux";10;8
"rn";4;6
"immigré";11;41
"délinquant";7;14
"cnews";7;5
"méditer";11;3
"matraque";3;7
"location";3;7
"vitre";5;6
"foot";67;59
"comparable";16;14
"classement";5;19
"moi_même";11;11
"issu";14;15
"immeuble";17;14
"artifice";7;24
"bienne";3;20
"manifestation";3;104
"punk";8;3
"ridiculiser";5;7
"surveiller";17;25
"banal";5;5
"exploiter";12;39
"lutte";14;49
"précision";18;15
"adolescence";15;6
"panne";6;8
"chantier";3;24
"m2";7;5
"supprimer";43;78
"étage";10;10
"rame";2;8
"stratégie";6;29
"ong";1;9
"lamal";2;27
"rembourser";7;42
"monopole";2;13
"certificat";7;8
"mouton";22;3
"administration";6;30
"fonctionnement";8;19
"endetter";2;8
"exorbitant";4;17
"assureur";1;18
"distribuer";4;20
"dividende";3;33
"coûteux";4;18
"lobby";3;22
"lune";3;23
"bonus";4;7
"lobbys";5;17
"udc";6;158
"représentant";5;20
"responsabiliser";2;10
"emji_ogre";6;7
"département";5;10
"inadmissible";6;19
"plr";3;28
"vrm";3;10
"lamentable";10;25
"chute";20;28
"là_dessus";3;11
"poche";10;68
"poursuite";3;22
"hausse";6;51
"parlementaire";1;9
"oeuvrer";5;9
"pharmaceutique";1;10
"régler";10;50
"contrôle";18;83
"solo";3;9
"conséquence";25;81
"cercle";9;17
"outre";7;18
"convaincre";26;32
"urne";4;7
"2e";4;9
"subside";1;29
"3x";1;9
"2030";11;8
"infini";20;12
"13h";1;11
"boucher";7;9
"milliardaire";6;103
"frigo";4;8
"maltraitance";19;21
"tendre";21;24
"cheville";6;5
"star";8;2
"communiquer";5;15
"grec";9;2
"conséquent";3;14
"vital";4;19
"descendant";3;9
"miracle";12;15
"mortalité";6;7
"salariales";2;23
"f";9;21
"artisan";5;16
"témoigner";13;10
"formidable";16;8
"revendication";5;6
"orienter";11;24
"bof";6;13
"élu";7;33
"basta";6;6
"3h";4;13
"sienne";6;7
"dinguerie";13;12
"york";5;30
"notion";23;30
"luxe";20;46
"succession";4;21
"planifier";3;8
"employeur";6;26
"exigeant";10;6
"filer";16;14
"époux";24;3
"amener";26;51
"29";9;6
"emji_visage_qui_fait_un_salut_militaire";37;20
"dédier";4;9
"docteur";10;1
"restauration";4;14
"41";5;10
"cancer";33;34
"age";17;7
"sondage";4;21
"réussite";6;33
"crack";5;8
"bouchon";3;22
"redevance";6;6
"contribuable";4;46
"pognon";8;11
"menteur";5;6
"prêter";7;5
"bns";1;9
"enfaite";2;14
"manipulation";2;19
"ravir";14;24
"parce";4;7
"catégorie";10;23
"abonnement";3;40
"balle";26;44
"baiser";4;7
"rythme";21;27
"cheffe";6;4
"cabine";3;11
"zürich";2;9
"sensation";9;4
"artistique";5;9
"confortable";3;39
"explosion";3;11
"emji_visage_expirant";9;22
"militant";4;20
"joueur";29;32
"bfm";6;4
"plateau";8;11
"délire";8;9
"four";9;8
"délirer";4;8
"ballon";12;7
"39";5;21
"littéralement";17;44
"bouteille";36;2
"évidement";8;12
"chasser";33;9
"portugal";11;29
"emji_femme_avec_la_paume_sur_le_visage_peau_claire";4;9
"trafiquant";1;13
"reconnaissant";11;14
"milice";1;11
"ordure";6;5
"flux";1;53
"quota";2;9
"parquer";5;8
"sec";5;7
"lettre";34;25
"affecter";3;12
"embrasser";9;2
"rivière";9;6
"perturber";6;14
"boycotter";1;19
"genevoise";7;14
"naturalisé";3;11
"automobile";7;10
"généreux";7;13
"album";19;12
"recycler";5;20
"disparu";7;6
"emji_mains_levées_peau_claire";2;8
"eux_mêmes";14;32
"révolutionnaire";5;6
"brevet";6;7
"iphone";24;4
"emji_applaudissements_peau_moyennement_claire";7;14
"délirant";5;8
"linguistique";8;15
"mobiliser";3;14
"formule";5;10
"injonction";3;7
"helvétique";7;11
"restreindre";3;14
"jouet";32;10
"perception";6;8
"outil";4;41
"imaginaire";10;7
"puissant";21;21
"soi_même";6;16
"feuille";7;9
"château";12;4
"ange";20;2
"alpage";15;0
"tourisme";4;16
"fifa";8;34
"joint";5;9
"sportif";22;24
"ignoble";7;5
"jo";16;5
"vétérinaire";10;11
"psychiatrie";6;6
"lait";5;19
"foie";4;9
"authentique";12;4
"fixe";4;16
"emji_notes_de_musique";15;5
"mission";8;19
"mont";6;4
"circonstance";8;8
"spectateur";9;9
"architecte";4;18
"organisme";9;15
"my";6;10
"bad";14;11
"emji_mains_qui_forment_un_coeur";10;10
"manipuler";13;19
"mensuel";2;11
"refléter";5;21
"pull";2;11
"observer";25;27
"distribution";4;16
"légume";22;30
"trafiquer";5;8
"environnement";25;55
"agriculture";6;19
"pharmacie";5;10
"alarme";5;6
"pesticide";9;16
"dignement";5;13
"53";4;7
"insecte";12;6
"universel";7;8
"chaleur";25;24
"local";11;99
"dénoncer";8;58
"in";11;24
"of";10;17
"hommage";4;10
"ministre";6;35
"cv";5;9
"embêter";7;14
"ficher";12;29
"pervers";14;4
"tolérant";4;10
"open";4;7
"exercice";30;8
"gardien";7;4
"angoisse";16;6
"300";19;26
"entretenir";10;16
"pomme";10;17
"primaire";61;10
"am";1;15
"bienvenue";10;16
"emji_mains_levées_peau_moyennement_claire";4;6
"broyer";8;5
"tas";10;22
"rive";4;8
"brésil";10;54
"portugais";4;16
"au_dessus";1;18
"tram";3;21
"revendre";10;12
"passager";5;10
"annuler";2;11
"aujourd";16;4
"hui";19;4
"val";8;2
"postuler";2;11
"salon";9;10
"emji_homme_avec_la_paume_sur_le_visage_peau_légèrement_mate";2;12
"bagnole";8;8
"bercer";5;5
"navrant";5;9
"fixer";6;17
"1994";10;0
"commission";4;8
"surprenant";7;20
"décadence";7;3
"avocat";7;18
"taxe";7;211
"couche";3;13
"17h";8;4
"mouais";6;8
"puer";7;8
"moustique";4;6
"chauffage";2;34
"saison";10;29
"55";5;17
"42";5;6
"répandre";10;8
"déprimant";8;7
"algérie";9;4
"emji_visage_souriant_avec_des_cornes";4;6
"carence";3;17
"cauchemar";9;9
"riz";80;3
"norvège";3;24
"44";13;4
"inconvénient";4;7
"recrutement";1;9
"maroc";23;5
"48";2;16
"quart";5;13
"format";2;11
"progressivement";6;4
"tragédie";4;10
"fun";5;5
"fact";2;9
"ç";6;6
"documenter";5;18
"privilège";11;35
"consensus";6;10
"swisscom";2;20
"saturer";4;8
"application";12;41
"usager";3;24
"donnée";10;39
"frontalier";8;262
"shui";10;1
"wokisme";8;25
"120";7;18
"portant";6;4
"jupe";13;3
"pantalon";14;23
"uniforme";4;38
"montage";12;16
"complotistes";5;7
"pigeon";45;5
"vente";14;38
"paresse";4;8
"cuire";9;7
"invité";10;2
"plateforme";2;11
"dent";15;12
"stressant";7;6
"1000";12;28
"parer";10;14
"loup";16;12
"âne";16;4
"pudeur";27;4
"capitalisme";9;75
"récit";3;15
"berger";3;7
"confondu";2;9
"influenceurs";5;10
"souffle";7;7
"lapin";59;5
"horizon";4;7
"training";2;82
"emji_poing_levé";5;6
"max";14;21
"creux";7;5
"inexistant";5;11
"disney";10;5
"potentiel";7;21
"crime";4;22
"francais";14;13
"taxi";5;13
"basique";8;20
"flipper";9;8
"habitat";17;5
"financièrement";3;27
"angleterre";8;9
"irlande";3;17
"comité";6;5
"atroce";8;5
"masculinistes";1;13
"recruter";7;16
"tech";1;10
"initial";4;11
"chine";8;68
"résoudre";10;45
"2026";4;39
"nucléaire";10;19
"négocier";4;36
"ruiner";4;14
"global";9;38
"extinction";7;4
"disparition";10;16
"morceau";8;10
"o";14;17
"pluie";5;6
"nuage";19;5
"sécheresse";8;5
"particule";9;3
"université";7;22
"australie";3;7
"modification";4;13
"mouche";3;8
"meuble";6;8
"shein";4;52
"1960";15;3
"désastre";9;6
"subvenir";2;9
"satellite";7;8
"caler";9;2
"km";17;35
"800";2;19
"65";5;14
"copie";5;8
"clore";3;7
"accumuler";4;22
"lecture";24;27
"ts";6;5
"chimique";4;14
"38";4;8
"alerte";4;9
"tri";9;14
"sélectif";5;11
"2025";104;122
"là_dedans";1;10
"vous_même";7;8
"argumentaire";5;9
"fusée";3;8
"civilisation";9;8
"dark";2;30
"drame";15;27
"capacité";13;47
"équivalent";16;32
"suicide";7;39
"pétition";3;10
"mensonger";4;7
"avaler";9;7
"foule";7;22
"desservir";3;13
"faillir";3;8
"dérouler";3;12
"mobilité";4;17
"cyclable";2;15
"singapour";1;14
"équiper";5;15
"corruption";3;61
"envahir";8;8
"autorisation";11;18
"reconnaissance";9;27
"pause";8;15
"rattraper";3;15
"contenu";9;27
"idéologique";1;28
"inutilement";5;8
"apport";4;8
"concret";7;54
"incident";6;10
"complot";3;7
"crédible";1;10
"intellectuellement";3;10
"aigri";15;8
"fouiller";7;6
"salarié";8;34
"réclamer";5;20
"crainte";8;13
"utopie";5;6
"slogan";5;13
"endoctrinement";9;3
"prôner";5;25
"mélange";10;23
"éveiller";7;5
"tante";5;7
"évidence";17;27
"dégrader";6;20
"poumon";3;8
"révéler";12;18
"charité";7;10
"scientifique";54;87
"raisonnable";2;12
"capter";11;12
"ombre";6;11
"interdit";5;5
"bilan";3;14
"carbone";2;22
"2006";11;1
"luxembourg";1;12
"emji_doigts_croisés";3;16
"solaire";17;17
"emji_personne_qui_hausse_les_épaules";10;21
"footballeur";6;4
"bien_être";8;21
"électronique";6;21
"brûler";17;40
"diverses";3;10
"smic";8;2
"200";15;63
"engagement";7;38
"loisir";7;17
"belgique";18;8
"gpt";6;11
"passionné";10;6
"authenticité";6;5
"inquiétant";16;19
"aboutir";9;12
"u";13;10
"postal";9;4
"éleveur";9;2
"collectivité";1;18
"zoug";1;15
"eme";5;11
"marelle";10;0
"médaille";5;12
"entraîner";27;19
"coutume";7;6
"requin";1;22
"seine";10;0
"athlète";7;4
"baigner";11;3
"handicaper";3;8
"emji_colombe";9;9
"debout";9;10
"intégration";2;29
"sensibilité";16;12
"échec";5;38
"trouble";9;31
"continent";5;90
"spoiler";4;7
"proportion";1;26
"composer";10;15
"95";12;2
"emji_pouce_vers_le_bas";12;6
"honnêteté";5;10
"dégoûter";5;10
"disque";4;11
"riponne";1;20
"gentillesse";16;1
"motivation";6;8
"emji_personne_avec_la_paume_sur_le_visage_peau_claire";8;7
"convertir";9;5
"globalement";7;10
"contraint";4;19
"virtuel";4;7
"guillemet";2;13
"exposition";6;10
"modérer";1;11
"plage";9;5
"cancérigène";4;8
"factuellement";3;11
"alerter";4;8
"vif";7;14
"modération";4;10
"bronzage";12;0
"indice";5;6
"nocif";8;12
"glorifier";6;7
"avancée";4;6
"hormone";9;6
"coupable";5;12
"signifier";14;45
"danse";35;4
"dab";3;19
"musical";7;7
"28";4;6
"jambe";7;12
"éventuellement";5;20
"marginal";3;8
"qqun";8;20
"récréation";24;1
"na";8;5
"gloire";6;6
"frustrer";8;7
"trahir";4;10
"géant";1;17
"entraider";6;5
"scooter";8;13
"boy";17;4
"orientation";5;11
"vd";6;8
"répression";2;33
"enjeu";6;26
"design";5;13
"divertissement";3;9
"rapprocher";14;8
"blaireau";9;9
"magie";13;3
"psychique";2;10
"engendrer";14;28
"alpha";9;3
"domicile";7;27
"surveillance";5;8
"substance";3;22
"ambulancier";2;8
"actif";5;42
"multi";3;15
"théâtre";4;21
"champignon";14;14
"prière";4;6
"civique";7;5
"exclusivement";6;4
"unité";3;8
"fondamental";6;32
"rassembler";5;7
"bénéficier";9;38
"décharge";2;9
"diable";10;5
"éradiquer";5;5
"déclin";7;9
"elles_mêmes";3;8
"rejeter";6;15
"transporter";8;17
"cm2";17;1
"présentation";5;8
"surement";8;13
"cabane";10;0
"propriété";6;19
"interpeller";7;14
"paisible";9;1
"automatiquement";5;11
"panier";12;21
"toxique";21;29
"emji_drapeau_états";3;11
"emji_bouton_coché";3;7
"romance";1;35
"oeillère";2;8
"poison";9;7
"chasseur";71;4
"photographe";2;13
"londres";6;5
"sauce";7;12
"faille";3;9
"géopolitique";1;12
"fréquence";7;7
"subjectif";5;18
"football";23;24
"analyser";10;11
"femelle";6;5
"waouh";8;3
"naturellement";12;13
"tache";16;8
"contrainte";3;16
"démon";11;3
"croyant";26;2
"autrefois";13;5
"célibataire";12;45
"respectable";8;7
"netflix";6;31
"célibat";3;11
"millionnaire";5;58
"préférence";6;11
"gorge";6;4
"masculinisme";3;35
"mascu";5;6
"daube";5;7
"bot";2;16
"malaise";9;6
"h24";5;8
"amazon";4;27
"asseoir";13;27
"affolant";7;3
"papy";14;3
"enft";4;8
"gratuité";2;11
"briser";16;4
"lesquelles";5;10
"soumission";19;11
"dégueulasse";6;10
"souverain";1;9
"blessé";4;18
"k";5;11
"bâtir";3;8
"islam";15;3
"couronne";1;12
"constat";18;33
"chialer";3;12
"copier";7;17
"vicieux";6;4
"pointer";9;28
"humoriste";5;24
"dessous";16;33
"accusation";1;14
"exiger";10;26
"traditionnel";8;10
"discret";12;6
"delà";11;18
"identique";7;9
"absence";10;19
"émotionnel";9;21
"rechercher";6;14
"doubler";6;8
"stable";5;10
"instable";2;9
"convenir";19;27
"quil";4;7
"débilité";4;10
"accuser";8;34
"canard";23;3
"raccourci";8;29
"telephone";6;6
"longévité";4;7
"durable";4;9
"coran";17;6
"psychologique";6;30
"prier";7;6
"câble";3;7
"simpliste";7;14
"environnemental";4;11
"noble";3;10
"solide";11;20
"relayer";4;10
"aucunes";4;6
"corée";7;10
"rentabilité";5;6
"épaule";8;6
"red";4;13
"ponctuation";4;7
"complice";3;7
"hériter";7;78
"tribunal";2;9
"musulman";12;19
"étudier";17;44
"migration";3;12
"redire";6;9
"refuge";13;13
"royaume";5;6
"nobel";4;8
"sidérer";3;7
"interprétation";6;13
"haineux";7;9
"découper";3;10
"progressif";2;9
"aggraver";2;13
"vilain";7;4
"obsession";6;10
"trauma";11;8
"avancé";6;15
"branche";6;8
"combler";9;21
"existant";6;22
"conduite";6;27
"option";8;30
"emji_symbole_d_avertissement";14;21
"patience";5;10
"2ème";5;10
"francophone";8;11
"collaborateur";3;12
"condamnation";2;19
"trompeur";5;12
"emmener";13;15
"apprenti";8;5
"soi_disant";2;8
"gaffe";3;10
"errant";14;4
"courrier";4;8
"sel";8;11
"bail";5;10
"sable";8;7
"intense";5;7
"compassion";9;12
"cassé";2;10
"démarche";8;19
"affreux";7;6
"nombril";5;5
"emji_visage_aux_yeux_en_spirales";14;7
"agent";12;22
"halluciner";5;9
"emji_femme_avec_la_paume_sur_le_visage";9;15
"découler";3;11
"univers";26;8
"bye";2;13
"bible";11;0
"curiosité";8;8
"représentation";4;15
"agressivité";9;10
"hurler";7;11
"égard";6;12
"flagrant";6;13
"1978";10;1
"priver";5;27
"corde";27;5
"cp";9;8
"concentration";2;15
"saut";9;5
"74";13;2
"recréer";7;4
"accrocher";14;13
"russie";5;7
"2010";10;10
"57";5;7
"emji_visage_qui_regarde_entre_ses_doigts";13;12
"exploit";7;16
"etais";13;7
"douer";14;10
"pénurie";2;24
"favori";3;7
"dentiste";6;8
"colombie";2;9
"déborder";5;8
"odeur";7;6
"auxquels";2;8
"cou";5;5
"instit";15;0
"pedo";2;12
"criminel";6;34
"pologne";3;9
"obésité";7;3
"ras";4;14
"tablette";14;1
"ce2";18;0
"ce1";15;0
"subtilité";11;3
"rome";12;4
"pyramide";1;9
"caillou";4;7
"enfermer";5;17
"terrain";24;63
"combinaison";14;3
"serré";3;8
"détailler";3;8
"amateur";2;8
"tutoyer";8;2
"oral";10;25
"élire";7;13
"deal";1;15
"intégrité";2;11
"sketch";5;9
"élégant";11;2
"littérature";6;9
"amplifier";2;8
"carré";7;7
"lacune";6;12
"romands";7;21
"bagage";2;15
"constituer";3;9
"pile";8;8
