"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13"
"*postReposts_21";40,485;-0,017;-10,456;-0,083;-2,114;-0,11;-1,844;-1,684;0,094;0,295;-0,707;11,929;-0,933
"*postDate_19-11-2025";0,502;-2,207;-2,986;-3,988;0,127;0,276;3,643;0,364;1,514;-0,524;0,352;-3,31;0,465
"*a_0972";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;25,85;-0,121;-0,268
"*postLikes_339";-0,277;-0,121;-0,372;3,325;-0,2;-0,362;-0,355;-0,124;-0,328;-0,115;15,928;-0,182;-0,403
"*postComments_23";22,363;6,864;0,197;8,536;-2,87;-3,198;-1,856;0,013;0;-2,767;-2,058;-0,298;-2,649
"*a_0971";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postLikes_1400";-6,133;-3,306;0,364;0,746;0,635;-1,069;2,772;-1,912;-1,781;-0,632;30,998;-0,22;-0,658
"*postComments_25";-3,966;-2,62;2,497;-0,461;0,274;-0,129;8,752;-0,119;-0,945;-0,061;9,721;-3,93;-1,003
"*a_0970";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postLikes_7300";0,018;-1,343;-0,837;-0,748;1,963;9,434;-0,715;2,295;4,827;-1,277;-2,57;-2,015;-1,06
"*postComments_90";-0,924;-0,405;-0,011;-0,733;-0,667;-0,006;16,473;-0,413;0;1,114;-0,775;0,34;-1,344
"*postReposts_127";-0,461;3,476;0,41;-0,366;-0,333;4,458;0,471;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"*postDate_17-11-2025";-3,435;22,523;-2,635;-2,724;6,338;-2,518;0,341;-0,155;-0,829;2,027;0,735;-2,261;1,794
"*a_0969";-0,184;-0,081;3,094;-0,146;-0,133;3,209;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*postComments_73";-2,595;-1,139;-1,597;-0,466;11,099;3,339;-3,327;-0,011;0,024;-0,001;4,809;1,301;-1,841
"*postReposts_24";2,97;-0,337;-2,008;-1,507;-0,25;0,314;-0,136;0,872;-0,047;3,422;-1,675;-2,754;4,697
"*postDate_16-11-2025";16,472;-2;-2,435;-1,774;-1,49;-3,913;0,721;0,002;-0,158;-0,383;-3,827;-3,001;29,399
"*a_0968";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postComments_19";-5,501;1,335;1,082;1,058;0,03;-3,373;-0,278;-0,051;-0,127;1,583;0,149;-1,793;4,139
"*postDate_14-11-2025";-3,062;2,405;-2,167;-2,428;-0,585;13,213;0,736;10,924;0,193;0,518;-0,859;-2,015;-2,465
"*a_0967";21,505;-0,284;-0,869;-0,512;-0,466;-0,845;-0,829;-0,289;0,155;2,201;-0,542;-0,425;0,04
"*postLikes_5700";3,495;2,155;-0,079;-1,91;-0,011;-0,455;-0,406;0;0,871;0,007;-0,822;1,591;-0,785
"*postComments_223";5,831;-0,894;-2,74;-1,615;-1,47;0,191;-2,611;-0,911;0,357;0,044;37,681;-1,34;-1,124
"*postReposts_45";1,243;-1,139;-3,491;-0,466;-0,343;13,409;0,001;-1,161;-0,232;3,88;-0,551;0,105;-0,593
"*postDate_13-11-2025";0,378;0,327;-3,211;-2,253;-3,766;0;7,054;-0,023;0,448;0,434;-1,107;4,821;-0,457
"*a_0966";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;14,91
"*postLikes_513";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;14,91
"*postComments_6";22,363;-1,184;21,515;11,531;-4,788;-3,198;-1,856;-1,233;-4,008;-2,767;-5,569;-4,366;0,925
"*postReposts_5";4,056;5,338;-12,326;-3,922;1,005;-1,007;-4,116;-1,435;0,544;-0,033;0,241;7,632;3,053
"*postDate_11-11-2025";-0,013;2,283;-1,303;-3,69;2,862;2,758;1,573;0;2,15;-0,41;-3,906;-3,063;-0,162
"*a_0965";-0,092;-0,04;-0,124;13,679;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postLikes_34700";-0,092;-0,04;-0,124;13,679;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postComments_247";-0,277;-0,121;-0,372;3,325;-0,2;-0,362;-0,355;-0,124;-0,328;7,39;3,078;-0,182;-0,403
"*postReposts_801";-0,092;-0,04;-0,124;13,679;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postDate_9-11-2025";-2,534;14,824;-6,007;-1,707;-1,43;-0,296;0,824;-0,449;0,018;-1,862;17,978;0,025;0,352
"*a_0964";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;-0,268
"*postLikes_857";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;-0,268
"*postDate_7-11-2025";-4,185;0,038;-5,629;-1,507;1,841;8,855;6,514;-0,361;0,62;1,118;-0,511;-2,754;-0,377
"*a_0963";13,42;-0,243;-0,745;-0,439;-0,4;-0,724;0,236;-0,248;0,314;-0,231;-0,465;-0,365;0,135
"*postLikes_4500";2,755;0,026;-2,113;-3,392;0,006;0,961;2,282;0,799;0,054;0,054;-0,56;-2,815;-0,041
"*postComments_27";-0,26;-0,393;-0,308;-0,014;0,418;-0,945;5,746;0,011;-0,096;-1,823;-1,818;-1,135;6,088
"*postReposts_66";7,357;-0,568;-1,741;-1,026;-0,934;-1,692;-0,175;-0,579;0,311;-0,54;17,135;-0,852;0,081
"*postDate_6-11-2025";0,047;-2,207;-6,766;-2,115;-0,6;0,935;-0,099;0,364;0,595;0;1,262;8,362;0,067
"*a_0962";-0,092;-0,04;-0,124;13,679;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postLikes_5400";1,736;-1,384;-0,925;-0,808;-0,636;1,692;0,618;0,332;0,909;-1,316;1,077;-2,076;-0,297
"*postComments_196";1,42;-0,162;-0,497;2,085;-0,266;-0,483;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;0,665
"*postReposts_88";-1,758;-0,771;-2,365;0,414;-1,269;8,611;4,999;-0,787;0,757;-0,733;-1,476;-1,157;0,286
"*postDate_5-11-2025";-1,841;13,315;-4,999;-1,181;0,109;3,586;-0,014;-0,226;1,204;-0,164;-1,326;10,366;-3,364
"*a_0961";-0,092;-0,04;-0,124;13,679;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postLikes_22900";-0,554;-0,243;-0,745;6,653;-0,4;-0,724;-0,71;-0,248;-0,656;14,789;0,81;-0,365;0,135
"*postComments_232";-0,092;-0,04;-0,124;13,679;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postReposts_1100";-0,092;-0,04;-0,124;13,679;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postDate_3-11-2025";1,319;4,025;-4,808;-2,184;17,984;-0,703;-4,504;1,6;1,38;-2,137;0,303;1,17;-2,166
"*a_0960";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postLikes_39500";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postComments_745";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postReposts_662";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postDate_2-11-2025";0,573;-0,574;-2,875;-3,914;2,362;7,875;1,158;-0,606;0,68;-0,495;0,406;0;-5,074
"*a_0959";-0,184;-0,081;-0,248;27,363;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*postLikes_1100";-0,206;0,33;-0,028;14,776;-0,065;1,971;-0,794;-3,28;-6,171;1,395;3,327;-5,621;-0,024
"*postDate_31-10-2025";-0,213;0,229;-5,301;1,058;-2,106;0,488;-1,9;-0,806;0,273;0,319;-0,394;13,942;0,67
"*a_0958";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postLikes_5600";-3,249;-0,1;-2,4;-2,576;-2,344;0,017;1,609;0,284;0,781;-0,071;24,168;-2,138;0,203
"*postComments_78";30,121;0,026;0,152;-1,615;-0,108;-2,663;-0,849;-0,911;0,357;-0,849;-0,231;-1,34;0,069
"*postReposts_53";-0,831;-0,365;0;9,986;3,936;0,001;-1,066;-0,372;0,016;1,387;-0,698;-0,547;-1,21
"*postDate_29-10-2025";1,442;-2,207;-4,685;-3,988;-3,63;0,276;-1,452;7,326;-0,021;0,525;28,735;0,288;-1,023
"*a_0957";0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_1300";-2,342;-0,031;4,096;1,63;-2,479;0,086;0,13;-2,832;-1,669;0,878;6,613;-0,335;-0,924
"*postDate_27-10-2025";-2,799;4,822;-6,386;-0,678;-1,611;2,546;-1,198;2,038;0;0,007;3,304;23,972;-4,809
"*a_0956";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postComments_39";-0,29;-0,082;-0,925;-2,502;-0,007;-0,133;-2,107;-1,412;-0,607;6,236;-0,087;20,117;2,515
"*postReposts_60";-2,782;3,016;-0,586;-2,206;-2,008;2,685;1,185;0,58;3,5;-1,16;-2,335;11,403;-4,048
"*postDate_26-10-2025";5,584;3,358;-2,151;-4,362;0,03;-0,324;-1,9;-0,806;1,962;-0,675;0,797;0,838;0
"*a_0955";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;-0,268
"*postComments_54";-2,13;-0,934;-1,052;-0,221;15,553;-0,988;1,136;0,009;1,479;1,615;-1,788;-1,402;0,033
"*postReposts_16";15,965;-1,096;-4,189;-3,994;9,454;-1,038;0,417;-1,159;2,497;-0,942;-0,318;1,691;-3,736
"*postDate_24-10-2025";0,353;-1,042;-8,415;-3,025;-0,008;18,337;0,134;0,719;-0,061;-0,098;1,084;1,316;-3,517
"*a_0954";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postLikes_2300";-5,501;-0,768;-3,551;-1,101;8,286;-0,021;2,566;-0,806;0,924;-0,016;-1,288;0,838;2,654
"*postComments_29";-0,098;-0,009;-0,214;-0,883;6,552;-0,703;3,403;-0,671;0,07;-0,001;-0,249;-1,569;0,043
"*postDate_22-10-2025";6,818;-0,637;-1,763;-4,063;-1,857;-0,161;13,017;3,841;-0,036;4,524;-2,399;-0,448;-2,166
"*a_0953";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postReposts_17";0,049;0,77;-5,299;-2,905;-2,406;6,829;-0,208;-0,671;3,698;-0,022;-4,907;-3,486;14,872
"*postDate_20-10-2025";9,775;-1,112;-6,542;-5,11;-0,428;0,051;0,452;7,021;1,697;-0,996;0;1,146;-1,408
"*lang_other";2,841;-0,324;12,391;0,408;-0,533;-0,966;-0,947;-0,331;-0,875;-0,308;0,34;-0,486;-1,075
"*a_0952";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postComments_53";-2,316;0,001;2,056;-1,836;-1,671;2,235;-0,176;1,076;-0,097;0,006;0,874;1,836;-1,477
"*postReposts_23";-0,005;-0,03;-6,631;-6,314;1,485;-0,003;3,178;0,126;0,357;2,727;2,718;-0,165;-0,485
"*postDate_18-10-2025";4,26;1,604;-3,211;-2,253;0,079;-0,77;-1,628;1,504;0,448;-0,003;9,668;-3,434;-0,068
"*a_0951";-0,184;-0,081;3,094;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*postLikes_2400";0,042;3,186;-2,714;-1,047;0,322;-1,479;-0,181;1,315;0,026;-0,268;-1,266;10,623;0,1
"*postReposts_47";-1,665;-0,731;-0,552;0,525;-1,202;0,002;0,71;-0,745;0,945;-0,694;-1,398;-0,001;8,005
"*postDate_17-10-2025";-3,334;-0,022;-3,324;1,251;-0,094;6,36;-0,77;-2,377;-0,52;0,393;-0,319;31,179;-1,28
"*a_0950";-0,184;-0,081;3,094;-0,146;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;-0,268
"*postLikes_3100";-1,333;2,554;-4,051;-2,325;0,683;1,26;0,133;-0,441;0,008;0,711;7,113;-0,124;-0,84
"*postReposts_43";-3,716;4,028;0,088;-1,181;-2,682;5,788;-1,323;0,114;1,204;0,19;0,006;-2,445;0,388
"*postDate_15-10-2025";-3,435;4,778;-1,203;-0,992;-0,797;0;2,745;8,932;0,563;-0,105;-2,884;-0,629;0,687
"*a_0949";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postLikes_26700";-0,184;-0,081;16,13;-0,146;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*postComments_488";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postReposts_357";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postDate_13-10-2025";-2,185;-0,31;-3,469;-0,359;0,025;-0,128;16,891;0,04;1,834;-0,254;-0,009;2,618;-3,885
"*a_0948";0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_33200";0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_266";0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_591";0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_12-10-2025";6,301;0,661;-1,216;0,142;-3,291;-1,106;-0,007;-2,04;0,007;-0,383;-0,714;0,547;3,487
"*a_0947";-0,184;-0,081;-0,248;5,877;-0,133;3,209;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*postLikes_2500";-3,03;0,015;-5,068;-3,382;0,547;1,553;1,709;-0,269;-0,694;2,15;7,17;0,923;-0,311
"*postComments_56";7,872;-1,548;-4,747;0,07;-2,547;-2,632;-4,524;-0,178;-0,165;-1,472;27,185;3,924;0,575
"*postDate_10-10-2025";1,859;4,822;-6,386;-1,91;7,854;-0,049;-1,198;0;3,525;0,007;0,034;0,43;-4,809
"*a_0946";-0,092;-0,04;-0,124;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;12,922;-0,061;-0,134
"*postDate_8-10-2025";-1,362;0,548;-2,654;-1,91;-0,011;-2,506;1,424;0;0;2,475;8,454;0,002;0,177
"*a_0945";-0,092;24,724;-0,124;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postLikes_19300";-0,092;24,724;-0,124;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postComments_316";-0,092;24,724;-0,124;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postReposts_381";-0,092;24,724;-0,124;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postDate_6-10-2025";-0,092;24,724;-0,124;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*a_0944";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;-0,268
"*postLikes_26900";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;-0,268
"*postComments_295";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;-0,268
"*postReposts_597";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;-0,268
"*postDate_5-10-2025";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;-0,268
"*a_0943";-0,184;-0,081;3,094;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*postLikes_808";-0,277;-0,121;9,463;3,325;-0,2;-0,362;-0,355;-0,124;-0,328;-0,115;-0,232;-0,182;-0,403
"*postReposts_8";-0,094;-2,47;-11,088;-2,64;0,348;0,74;-0,001;-1,191;-0,013;0,337;-1,829;35,257;2,896
"*postDate_3-10-2025";-0,184;-0,081;3,094;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*a_0942";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;3,29;-0,083;-0,219;-0,077;5,501;-0,121;-0,268
"*postLikes_14500";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;3,29;-0,083;-0,219;-0,077;5,501;-0,121;-0,268
"*postComments_69";-1,573;2,831;-0,461;-0,023;3,793;0,018;3,028;-0,704;1,168;-0,656;-0,043;-1,035;-2,288
"*postReposts_413";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;3,29;-0,083;-0,219;-0,077;5,501;-0,121;-0,268
"*postDate_1-10-2025";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;3,29;-0,083;-0,219;-0,077;5,501;-0,121;-0,268
"*a_0941";8,943;-0,162;-0,497;-0,293;-0,266;0,846;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;0,665
"*postLikes_453";6,447;-0,202;-0,621;-0,366;-0,333;0,445;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;3,807
"*postComments_1";0,047;-0,005;4,842;0,514;-3,63;-4,506;0,017;-2,25;-1,133;-0,524;-0,991;-3,31;24,176
"*postDate_30-9-2025";8,943;-0,162;-0,497;-0,293;-0,266;0,846;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;0,665
"*a_0940";-0,184;-0,081;-0,248;-0,146;30,065;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*postLikes_22500";-0,184;-0,081;-0,248;-0,146;30,065;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*postComments_424";-0,184;-0,081;-0,248;-0,146;30,065;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*postReposts_298";-0,184;-0,081;-0,248;-0,146;30,065;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*postDate_29-9-2025";-0,184;-0,081;-0,248;-0,146;30,065;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*a_0939";-0,184;-0,081;3,094;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*postLikes_964";-0,184;-0,081;3,094;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*postComments_17";-4,238;-1,096;4,25;0,566;3,41;-0,489;-1,655;-0,004;-1,989;-0,942;-4,401;0,764;10,752
"*postDate_28-9-2025";-0,184;-0,081;3,094;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*a_0938";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;2,794
"*postLikes_729";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;2,794
"*postDate_26-9-2025";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;2,794
"*a_0937";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;2,794
"*postLikes_44000";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;2,794
"*postComments_1200";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;2,794
"*postReposts_607";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;2,794
"*postDate_24-9-2025";-0,277;-0,121;-0,372;-0,219;-0,2;1,594;-0,355;-0,124;-0,328;7,39;-0,232;-0,182;1,33
"*a_0936";-0,092;-0,04;-0,124;-0,073;-0,067;8,298;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postLikes_3200";0,23;-2,413;-0,398;-1,101;0,03;-0,021;1,383;-0,806;0,007;-2,294;0,149;13,942;-0,644
"*postComments_124";-0,831;-0,365;-1,118;-0,659;11,312;4,786;-1,066;1,211;1,554;-0,347;-0,698;-0,547;-1,21
"*postReposts_50";-0,038;0,899;-1,486;-0,413;-0,298;1,703;0,517;-0,005;-0,182;0;0,628;-1,647;0,232
"*a_0935";3,674;-0,284;0,075;0,616;-0,466;-0,845;-0,829;-0,289;-0,766;2,201;-0,542;0,953;0,04
"*postLikes_9500";0,342;-0,649;0,035;-0,008;-1,068;-1,934;1,135;-0,662;0,127;0,292;0,68;1,367;-0,479
"*postComments_193";3,61;-0,527;5,169;0,016;-0,867;-0,128;-1,541;-0,538;-1,424;4,987;-1,009;0,094;-0,214
"*postReposts_141";3,674;-0,284;0,075;0,616;-0,466;-0,845;-0,829;-0,289;-0,766;2,201;-0,542;0,953;0,04
"*postDate_22-9-2025";2,841;-0,324;0,018;0,408;-0,533;-0,966;-0,947;-0,331;-0,875;10,191;-0,62;0,683;0,003
"*a_0934";-0,092;-0,04;-0,124;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;26,01;-0,077;-0,061;-0,134
"*postLikes_1600";-2,602;0,003;-0,956;-3,718;-0,874;-2,402;0,02;-1,031;-0,083;-0,829;94,103;10,008;-7,617
"*postComments_42";-2,689;-1,18;-0,509;-2,132;-0,388;1,277;0,32;0,66;0,008;3,607;-2,257;0,075;4,233
"*a_0933";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;2,794
"*postComments_59";-1,48;-0,649;-0,374;0,817;0;-1,934;0,063;0,221;0,127;-0,617;-1,242;5,05;2,668
"*postReposts_41";-2,782;-1,22;-1,823;0,482;9,764;-0,526;2,836;-1,245;3,5;-1,16;-0,671;0,05;-0,097
"*postDate_21-9-2025";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;2,794
"*a_0932";-0,184;-0,081;-0,248;27,363;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*postLikes_3600";20,758;2,835;-4,39;-0,421;0;-0,341;-0,028;0,23;1,391;-0,33;-4,288;0,042;-1,46
"*postComments_81";-0,924;-0,405;-1,243;2,744;9,668;0,892;-0,003;-0,413;0;1,114;-0,775;-0,608;-1,344
"*postDate_19-9-2025";-0,184;-0,081;-0,248;27,363;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*a_0931";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;-0,268
"*postLikes_195100";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;-0,268
"*postComments_880";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;-0,268
"*postReposts_4900";-0,369;-0,162;-0,497;11,758;-0,266;-0,483;-0,473;-0,165;-0,437;24,061;-0,31;-0,243;-0,537
"*postDate_17-9-2025";-0,184;-0,081;-0,248;5,877;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;-0,268
"*a_0930";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postLikes_563";-0,184;-0,081;16,13;-0,146;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*postDate_15-9-2025";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*a_0929";0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_83";-0,554;-0,243;-0,745;-0,439;7,537;0,218;3,291;-0,248;-0,656;-0,231;-0,465;-0,365;0,135
"*postDate_14-9-2025";0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0928";-0,277;-0,121;1,52;-0,219;-0,2;-0,362;-0,355;-0,124;-0,328;7,39;-0,232;-0,182;1,33
"*postLikes_2000";-3,604;14,484;-1,179;0,97;0,455;-2,095;2,384;3,047;0,829;0,286;-4,696;-1,849;-0,195
"*postComments_66";24,463;-0,074;-0,564;-1,272;-0,974;-0,076;-2,181;2,774;0,147;-0,768;-0,517;1,82;-1,74
"*postReposts_11";0,791;1,143;-4,757;-1,449;-0,054;-0,394;0,108;2,209;0,84;-0,063;0,007;0,162;0,026
"*postDate_12-9-2025";-0,277;-0,121;1,52;-0,219;-0,2;-0,362;-0,355;-0,124;-0,328;7,39;-0,232;-0,182;1,33
"*a_0927";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postLikes_3900";-3,876;1,033;-0,623;-4,661;1,175;0,25;0,02;-2,63;-0,263;-0,05;0,523;45,751;-3,054
"*postComments_206";-0,461;-0,202;0,41;-0,366;-0,333;-0,603;0,471;-0,206;-0,547;3,728;-0,387;-0,304;3,807
"*postReposts_37";-2,689;-0,015;-0,509;-0,52;2,844;-0,005;3,157;-0,02;0,511;-0,005;-2,257;-0,279;0,818
"*postDate_10-9-2025";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*a_0926";0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_8000";-0,277;-0,121;-0,372;-0,219;-0,2;-0,362;-0,355;-0,124;1,864;-0,115;-0,232;20,67;-0,403
"*postReposts_81";-0,461;17,464;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;0,581;-0,192;-0,387;10,902;-0,672
"*postDate_8-9-2025";0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0925";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postLikes_29700";-0,092;-0,04;8,064;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*postComments_403";-0,277;-0,121;1,52;-0,219;-0,2;1,594;-0,355;-0,124;1,864;-0,115;-0,232;-0,182;-0,403
