"";"classe 1";"classe 2"
"situer";0,097;1
"singapour";0,199;1
"simplifier";0,01;1
"sexuel";0,097;1
"score";0,097;1
"saison";1;0,051
"révolution";0,097;1
"résilience";0,448;1
"réparation";0,01;1
"rural";0,448;1
"royalement";1;0,051
"ridiculiser";0,097;1
"rh";0,784;1
"revue";0,097;1
"retraite";1;0,885
"reproduire";0,448;1
"repenser";1;0,051
"repartir";1;0,051
"reparler";1;0,051
"rente";1;0,295
"renier";0,199;1
"relâcher";1;0,295
"relativement";1;0,295
"rejeter";0,097;1
"rat";0,01;1
"raisonner";1;0,295
"raclette";1;0,081
"pyramide";0,097;1
"puéril";0,097;1
"purée";1;0,295
"psychopathe";0,01;1
"psychique";0,448;1
"présentateur";1;0,462
"prématuré";1;0,051
"provenir";0,01;1
"protocole";1;0,295
"proportionnalité";0,097;1
"proportion";0,097;1
"prompt";0,01;1
"projection";0,01;1
"prof";1;0,885
"productif";0,01;1
"primordial";1;0,295
"prier";1;0,295
"poursuite";1;0,081
"pourri";1;0,295
"pourcentage";0,448;1
"potentiellement";0,097;1
"postuler";1;0,885
"posts";0,01;1
"populisme";1;0,051
"pollution";0,097;1
"polir";1;0,295
"pluie";1;0,081
"plier";1;0,885
"plateforme";0,097;1
"pirater";1;0,051
"pilule";1;0,051
"pessimisme";0,097;1
"perturber";0,01;1
"perception";0,022;1
"pedophilie";0,01;1
"patience";1;0,051
"parisien";1;0,295
"parier";1;0,051
"pardonner";1;0,295
"paragraphe";0,448;1
"paradoxal";0,448;1
"paradis";1;0,295
"outrance";0,097;1
"one";1;0,885
"office";1;0,885
"occident";1;0,295
"négociateur";1;0,051
"néfaste";0,448;1
"noyer";0,448;1
"next";1;0,051
"nettoyage";1;0,295
"nati";1;0,051
"médiocre";1;0,885
"médecine";1;0,885
"mythomane";0,01;1
"mtv";1;0,73
"monstre";0,784;1
"migratoire";0,097;1
"midi";1;0,051
"merdique";0,097;1
"mensonger";0,01;1
"maîtrise";0,01;1
"matraque";1;0,885
"marx";0,01;1
"marginal";1;0,885
"malheureux";1;0,295
"maire";1;0,885
"maigreur";1;0,081
"mai";1;0,885
"léger";0,097;1
"lâche";0,01;1
"louable";0,01;1
"londres";1;0,051
"laxiste";0,448;1
"latin";1;0,885
"kosovo";0,448;1
"kebab";0,022;1
"justification";1;0,885
"jogging";1;0,081
"japonais";1;0,462
"issu";0,097;1
"israélien";1;0,885
"intégrité";0,01;1
"intégration";1;0,051
"intimité";1;0,051
"intense";1;0,295
"insinuer";0,01;1
"insensé";0,097;1
"inoxtag";0,01;1
"inintéressant";1;0,295
"indécent";0,097;1
"industriel";1;0,051
"industrie";0,01;1
"incompréhension";0,01;1
"incomplet";0,01;1
"incendie";1;0,295
"incarner";1;0,295
"incapacité";0,01;1
"inapproprié";0,01;1
"impacte";1;0,885
"immobilier";0,097;1
"hôtel";1;0,051
"héros";0,448;1
"humilité";0,01;1
"humanisme";1;0,051
"huile";0,097;1
"horlogerie";1;0,295
"homophobe";0,01;1
"hiérarchiser";1;0,885
"gérant";1;0,885
"génératif";0,01;1
"good";0,448;1
"glisser";0,097;1
"gitan";1;0,885
"gay";0,784;1
"gauchisme";0,097;1
"galer";1;0,051
"féminisme";0,448;1
"fuite";1;0,885
"foule";1;0,885
"fonds";0,01;1
"flux";0,01;1
"flipper";1;0,051
"flamme";1;0,295
"fiscal";1;0,885
"filer";1;0,051
"fidèle";0,01;1
"fichier";0,01;1
"feuille";1;0,295
"feminicides";1;0,885
"favorable";0,01;1
"factuelle";0,01;1
"fact";0,022;1
"faciliter";1;0,885
"exécutif";1;0,885
"expulser";1;0,081
"excellence";0,199;1
"etres";1;0,051
"essai";1;0,462
"escalade";1;0,462
"entrée";1;0,885
"entretenir";1;0,051
"entièreté";0,448;1
"enseignant";1;0,885
"enregistrement";0,01;1
"emji_étincelles";1;0,295
"emji_visage_souriant_avec_de_grands_yeux";1;0,295
"emji_visage_déguisé";1;0,885
"emji_visage_avec_un_doigt_sur_la_bouche";1;0,051
"emji_tête_de_fou";0,412;1
"emji_tas_de_crotte";0,412;1
"emji_point_d_interrogation_rouge";0,412;1
"emji_mains_en_prière_peau_claire";0,448;1
"emji_drapeau_brésil";1;0,051
"emji_applaudissements_peau_moyennement_claire";1;0,131
"em";1;0,295
"efficacité";0,01;1
"effectuer";1;0,885
"détenir";0,01;1
"désaccord";0,01;1
"dépression";1;0,051
"démissionner";1;0,295
"dégueulasse";1;0,885
"déformer";0,01;1
"défenseur";0,097;1
"décrédibiliser";0,01;1
"dysfonctionnement";1;0,295
"durée";1;0,051
"durer";1;0,081
"douter";0,448;1
"douleur";1;0,051
"domination";0,01;1
"dominant";1;0,295
"domicile";1;0,885
"document";0,01;1
"disposition";0,01;1
"disposer";0,097;1
"discernement";0,097;1
"directeur";0,448;1
"différemment";0,01;1
"diffamation";0,01;1
"dessin";1;0,051
"dessert";1;0,885
"célèbre";1;0,295
"cure";1;0,885
"culot";1;0,051
"créatif";1;0,885
"croix";1;0,885
"crasse";1;0,295
"coutume";0,097;1
"cordialement";1;0,885
"contraint";0,097;1
"contestation";0,01;1
"constant";0,01;1
"connecter";1;0,885
"condamnable";0,097;1
"comédie";1;0,885
"complotistes";0,01;1
"complice";0,199;1
"complexité";0,448;1
"commandant";1;0,081
"collectivité";0,097;1
"coincer";1;0,051
"cohésion";1;0,081
"clore";1;0,051
"classique";1;0,885
"classement";0,097;1
"claque";0,097;1
"cité";1;0,885
"cirque";1;0,051
"circulation";1;0,295
"circonstance";1;0,885
"chialer";1;0,051
"checker";0,097;1
"champignon";1;0,295
"capital";0,448;1
"cancérigène";1;0,885
"canapé";1;0,295
"calmement";0,01;1
"calcul";0,01;1
"caissier";1;0,131
"bénéfique";0,01;1
"bruyant";0,097;1
"brin";0,097;1
"bombarder";1;0,051
"bodycam";0,448;1
"blond";1;0,051
"bijoux";1;0,885
"biaisées";0,01;1
"bernois";0,448;1
"bataille";1;0,462
"banque";1;0,051
"bannir";0,448;1
"bande";1;0,051
"bancaire";1;0,73
"avs";0,01;1
"aveugler";1;0,885
"aventure";1;0,051
"avancée";1;0,051
"autorisation";0,022;1
"au_delà";0,01;1
"attentif";1;0,885
"asseoir";1;0,051
"asiatique";1;0,295
"artisan";1;0,885
"apprentissage";1;0,295
"app";0,01;1
"anéantir";1;0,051
"anxiogène";0,097;1
"anti_démocratique";0,01;1
"ancrer";0,448;1
"amoureux";1;0,051
"ambition";1;0,295
"alternative";0,01;1
"alpinisme";0,097;1
"aire";0,784;1
"aggraver";0,448;1
"afghan";1;0,051
"admiration";1;0,885
"acide";0,01;1
"accueillant";1;0,295
"absurdité";0,448;1
"abonner";0,097;1
"abandon";0,784;1
"île";0,199;1
"évoquer";0,022;1
"étiquette";0,199;1
"épuiser";1;0,081
"épuisement";0,784;1
"éloigner";0,199;1
"élever";1;0,462
"écart";0,784;1
"ème";1;0,462
"zombie";1;0,131
"zero";0,784;1
"yaourt";0,199;1
"xénophobie";0,199;1
"wue";1;0,081
"weekend";1;0,081
"véritablement";0,022;1
"vérification";0,022;1
"vulgaire";0,199;1
"volant";0,784;1
"vitrine";1;0,081
"violer";1;0,73
"vieillissement";0,022;1
"vicieux";1;0,081
"vengeance";1;0,131
"vape";1;0,462
"valoriser";0,199;1
"validé";0,022;1
"vachement";0,784;1
"utilité";1;0,462
"utilisateur";0,022;1
"usager";0,199;1
"urss";0,022;1
"univers";1;0,462
"télécharger";0,022;1
"turquie";1;0,462
"tricher";1;0,73
"tri";0,022;1
"traumatisme";1;0,462
"transformation";0,199;1
"tranquillement";1;0,462
"training";1;0,131
"tqt";1;0,081
"toxique";1;0,462
"tournée";0,784;1
"tournure";0,199;1
"thérapie";0,199;1
"thaï";1;0,081
"terrorisme";0,412;1
"temp";1;0,462
"taupe";0,047;1
"séparation";0,199;1
"syrie";1;0,462
"suède";1;0,081
"surreprésentés";0,022;1
"sud";1;0,73
"stipuler";0,784;1
"stat";0,784;1
"standard";0,022;1
"st";1;0,081
"spécifiquement";0,412;1
"souverain";0,784;1
"sous_estimer";0,022;1
"soi_disant";0,199;1
"soeur";0,412;1
"sociétal";1;0,462
"singulier";0,022;1
"serrer";0,199;1
"serieux";1;0,081
"sensibiliser";0,784;1
"sensation";1;0,081
"sdf";1;0,462
"sauvage";0,784;1
"satellite";0,022;1
"sarcastique";0,784;1
"salir";1;0,081
"saisonnier";0,022;1
"rösti";1;0,081
"révélateur";0,199;1
"révolte";0,022;1
"réviser";0,022;1
"rétablir";1;0,462
"résister";1;0,462
"résidence";0,022;1
"réputation";0,022;1
"rédaction";0,199;1
"russie";1;0,462
"ruiner";1;0,131
"rouler";1;0,462
"romandie";0,199;1
"risquer";1;0,081
"rhône";1;0,131
"revendiquer";0,022;1
"revendication";1;0,081
"restreindre";0,022;1
"restaurer";0,784;1
"ressource";0,784;1
"rentabilité";1;0,081
"renouveau";0,784;1
"rempli";1;0,081
"relater";0,784;1
"relais";1;0,081
"regrouper";1;0,081
"reformuler";0,022;1
"redonner";1;0,081
"redevenir";1;0,462
"ranger";1;0,081
"random";0,784;1
"rageux";1;0,462
"radicalement";0,022;1
"radar";0,199;1
"racisée";1;0,73
"queue";1;0,462
"quelqu";0,022;1
"qlq";1;0,131
"q";1;0,462
"pétition";1;0,462
"pénible";0,784;1
"puissant";0,199;1
"puce";1;0,081
"psychologue";1;0,081
"psycho";0,199;1
"psk";1;0,131
"prétexte";1;0,462
"préparation";1;0,462
"préoccuper";0,784;1
"prénom";0,022;1
"préjudice";1;0,081
"précaution";0,199;1
"précaire";0,022;1
"provocation";0,784;1
"provocateur";0,022;1
"protester";0,784;1
"protagoniste";1;0,131
"proportionnel";1;0,081
"pronom";0,047;1
"profit";1;0,081
"profession";0,199;1
"procéder";1;0,462
"prière";1;0,462
"prisonnier";1;0,462
"pratiquement";0,022;1
"poêle";1;0,081
"pourrir";1;0,081
"positionner";0,022;1
"poreux";1;0,081
"pop";0,199;1
"pologne";1;0,081
"poliment";0,022;1
"po";0,199;1
"plr";0,784;1
"platistes";1;0,462
"peser";0,784;1
"permanence";0,784;1
"percer";1;0,081
"paysage";0,199;1
"pavé";1;0,73
"patriotisme";1;0,462
"passeport";0,784;1
"participation";0,199;1
"parmis";0,022;1
"parkinson";0,022;1
"parfum";0,022;1
"parental";0,047;1
"parc";1;0,131
"papa";1;0,462
"paniquer";1;0,462
"pain";0,199;1
"paille";0,022;1
"pacifiquement";0,784;1
"oups";0,784;1
"orientation";0,022;1
"orgueil";0,784;1
"organisme";0,784;1
"oppression";1;0,081
"nucléaire";1;0,081
"nuancer";0,784;1
"normalité";1;0,462
"nord";0,199;1
"nombril";1;0,081
"new";1;0,462
"nazi";0,022;1
"météo";0,022;1
"méritocratie";0,022;1
"médiatiser";0,022;1
"médian";0,022;1
"méchanceté";0,784;1
"musical";0,022;1
"municipal";0,784;1
"multi";0,022;1
"mp";1;0,462
"motivation";1;0,462
"more";0,022;1
"montant";0,784;1
"modérateur";0,199;1
"moderne";1;0,081
"misérable";1;0,081
"miss";1;0,081
"minable";1;0,462
"millionnaire";0,199;1
"meuf";0,784;1
"merveilleux";0,784;1
"menteur";0,022;1
"mdrrr";1;0,081
"maximum";0,199;1
"max";1;0,462
"maturité";1;0,081
"massif";0,199;1
"masquer";1;0,462
"masculin";1;0,081
"marrer";0,199;1
"maquiller";1;0,081
"maltraitance";1;0,462
"malfaiteur";0,784;1
"maigrir";1;0,081
"maigre";1;0,081
"magouille";1;0,462
"légiférer";0,022;1
"lá";1;0,462
"lunette";1;0,081
"lucide";0,199;1
"lointain";1;0,081
"logement";1;0,462
"libération";0,022;1
"leuser_utilisateurice";1;0,081
"lapin";1;0,73
"lait";0,784;1
"laine";1;0,462
"lacune";0,199;1
"kruger";0,022;1
"kilo";0,199;1
"jésus";0,022;1
"justicier";1;0,081
"just";1;0,081
"juron";0,412;1
"jurisprudence";0,022;1
"jouir";0,784;1
"joindre";1;0,081
"investissement";1;0,462
"inutilement";0,412;1
"intégrant";0,784;1
"intuition";0,022;1
"interdir";1;0,462
"instruit";0,784;1
"instantanément";0,199;1
"inquiétude";1;0,081
"inonder";1;0,081
"infraction";0,199;1
"infirmier";1;0,131
"infiltrer";0,199;1
"inexact";0,022;1
"indigne";0,784;1
"inciter";0,784;1
"inaction";1;0,462
"inaccessible";0,199;1
"implacable";0,199;1
"immoral";0,784;1
"immatriculation";0,784;1
"illégalement";1;0,081
"identification";0,022;1
"hériter";1;0,462
"hostel";0,022;1
"helvétique";0,022;1
"harceler";1;0,081
"habituel";0,022;1
"géographie";1;0,462
"généreux";0,784;1
"généraliser";1;0,081
"gravité";1;0,462
"graver";0,199;1
"grace";1;0,081
"gorge";1;0,081
"globalement";1;0,462
"glace";1;0,081
"gazer";1;0,081
"gaz";1;0,081
"gardien";0,199;1
"gang";1;0,462
"game";1;0,081
"fêter";1;0,081
"féminicides";0,022;1
"fumée";1;0,081
"frustrer";1;0,462
"francophone";0,199;1
"foutu";1;0,462
"fouiller";1;0,462
"foudre";0,022;1
"fonctionnaire";0,199;1
"foncer";0,784;1
"focus";0,199;1
"flou";0,022;1
"fixer";0,784;1
"financement";0,047;1
"fer";0,199;1
"fautif";1;0,462
"fatigue";1;0,462
"falsification";0,784;1
"fair";0,199;1
"faille";0,784;1
"exécuter";1;0,73
"explorer";0,412;1
"explicite";0,022;1
"exhaustif";0,022;1
"exemplaire";1;0,462
"exceptionnel";0,784;1
"example";0,199;1
"etaient";1;0,462
"establishment";0,022;1
"esquiver";0,199;1
"esclave";0,022;1
"enquêter";0,022;1
"encourir";0,784;1
"emprisonner";0,022;1
"empirique";0,022;1
"emji_visage_triste_mais_soulagé";1;0,73
"emji_visage_avec_une_main_sur_la_bouche";1;0,462
"emji_tête_qui_explose";0,199;1
"emji_signe_de_la_main_peau_claire";1;0,131
"emji_mains_en_prière_peau_moyennement_claire";1;0,081
"emji_femme_qui_hausse_les_épaules_peau_moyennement_claire";1;0,081
"emji_dans_le_mille";0,022;1
"emji_coeur_battant";1;0,73
"ecoute";1;0,462
"dévoiler";0,022;1
"détermination";1;0,462
"détacher";1;0,462
"désigner";0,022;1
"désastre";0,199;1
"désagréable";1;0,462
"dérégler";1;0,462
"dépourvu";0,199;1
"déplorer";1;0,462
"dénonciation";0,022;1
"délinquance";0,199;1
"délicat";0,199;1
"déguiser";0,022;1
"dégoûtant";1;0,462
"déforestation";0,784;1
"défavorisé";1;0,081
"défaite";1;0,081
"défaire";1;0,081
"décès";1;0,081
"déchiffrer";0,022;1
"débarquer";1;0,73
"dynamique";0,022;1
"duper";1;0,462
"dupe";1;0,462
"dunning";0,022;1
"ducoup";1;0,462
"donald";0,022;1
"divorce";0,047;1
"divin";1;0,081
"distribuer";0,199;1
"distinction";0,022;1
"discriminatoire";0,412;1
"discret";1;0,081
"dictionnaire";0,022;1
"dicter";0,199;1
"diagnostique";0,784;1
"destiner";0,199;1
"designer";0,022;1
"câble";1;0,081
"cqfd";0,022;1
"coûteux";0,199;1
"couverture";0,199;1
"courbe";0,784;1
"cortège";1;0,081
"contraindre";1;0,081
"conservation";0,199;1
"consacrer";0,784;1
"confondu";1;0,462
"condoléance";1;0,081
"conception";1;0,081
"compréhensible";0,199;1
"composer";0,199;1
"communiqué";0,784;1
"comique";0,784;1
"combattre";0,199;1
"colonisation";0,199;1
"collaborer";0,784;1
"co";1;0,081
"civique";1;0,462
"chou";1;0,462
"chinois";0,784;1
"chiant";1;0,462
"chevalier";0,022;1
"chaussure";1;0,081
"chauffage";1;0,462
"chantier";1;0,081
"chanter";1;0,462
"chahut";0,199;1
"cf";0,784;1
"cervin";0,022;1
"centrer";0,199;1
"casque";0,022;1
"caractère";1;0,462
"calculer";0,022;1
"caisse";0,047;1
"buzz";0,199;1
"bureaucrate";1;0,081
"brûlant";1;0,081
"boy";0,199;1
"bouton";1;0,131
"bousculer";0,784;1
"boucle";1;0,462
"bonheur";1;0,081
"bombe";1;0,081
"blindé";0,412;1
"blessé";1;0,081
"blaireau";1;0,081
"biologique";0,022;1
"bilatérales";0,022;1
"bienvenu";1;0,462
"bienveillant";0,784;1
"biaisés";0,199;1
"bern";1;0,081
"bein";1;0,081
"banquier";1;0,081
"bancal";0,199;1
"balader";1;0,462
"baisser";1;0,73
"avancé";0,022;1
"avaler";1;0,462
"autoroute";1;0,462
"automobiliste";1;0,462
"authentique";1;0,462
"attirer";0,199;1
"assurance";0,784;1
"assistant";1;0,462
"assimiler";0,784;1
"artistique";1;0,462
"arrestation";0,784;1
"après_des";1;0,081
"antisocial";0,199;1
"annemasse";0,199;1
"amérique";1;0,462
"amplifier";0,784;1
"amitié";0,784;1
"ambulance";0,784;1
"allié";1;0,081
"aliénation";0,199;1
"alerter";1;0,462
"aise";1;0,462
"aile";0,022;1
"ahhh";0,022;1
"afghanistan";0,784;1
"affilier";1;0,462
"afficher";0,784;1
"affecter";0,199;1
"affaiblir";0,784;1
"adorable";1;0,081
"addition";0,022;1
"addicts";0,784;1
"addiction";1;0,462
"adaptation";0,784;1
"accrocher";0,199;1
"abominable";1;0,081
"abject";0,784;1
"éveil";1;0,73
"évaluer";0,412;1
"étroit";1;0,73
"étaler";1;0,73
"étalage";0,412;1
"étage";1;0,73
"établissement";1;0,131
"éradiquer";1;0,131
"épurer";0,047;1
"épargner";0,412;1
"énoncé";0,412;1
"élevage";0,412;1
"égout";0,412;1
"éducatif";0,412;1
"écosystème";1;0,131
"économiquement";0,047;1
"écologiste";0,047;1
"éclairé";0,412;1
"échéant";0,412;1
"whataboutisme";0,047;1
"vétérinaire";1;0,131
"végétaliens";0,047;1
"végétal";0,412;1
"vs";0,412;1
"vrmt";1;0,73
"vouvoiement";0,047;1
"virus";0,047;1
"virtuel";1;0,73
"virgule";0,412;1
"vif";1;0,131
"victimisation";1;0,73
"viande";1;0,73
"vi";1;0,131
"veste";0,412;1
"verrouiller";1;0,73
"vente";1;0,73
"veille";1;0,131
"vanter";1;0,73
"usurpation";0,412;1
"universitaire";1;0,131
"universel";0,412;1
"témoigner";1;0,131
"triple";1;0,73
"traumatiser";1;0,131
"transparent";0,047;1
"trancher";0,412;1
"traditionnel";0,412;1
"tomate";1;0,73
"timing";0,412;1
"théoriquement";1;0,73
"tangible";0,047;1
"sénégalais";1;0,131
"synthétique";0,412;1
"surestimer";0,412;1
"suer";1;0,73
"story";0,412;1
"statistiquement";0,047;1
"squid";1;0,131
"spéculer";1;0,73
"spécialiser";1;0,73
"spoiler";1;0,131
"spectaculaire";0,412;1
"soute";1;0,131
"sourire";1;0,73
"sonner";0,412;1
"solide";0,047;1
"soignant";1;0,73
"smartphone";0,412;1
"slide";0,047;1
"ski";1;0,131
"sketch";0,412;1
"sion";0,412;1
"signification";1;0,73
"sexiste";0,412;1
"serpent";0,412;1
"seringue";1;0,131
"sense";1;0,131
"securité";1;0,131
"sectaire";0,412;1
"savoyard";1;0,131
"sapin";1;0,73
"sagesse";0,412;1
"sage";1;0,131
"saccager";0,412;1
"sable";1;0,73
"réussite";0,412;1
"rétablissement";1;0,131
"répressif";1;0,73
"répandre";0,412;1
"réinsérer";1;0,73
"réguler";1;0,73
"réfuter";0,047;1
"réfugier";1;0,73
"réduction";1;0,73
"récupérer";1;0,73
"réclamation";1;0,73
"réapprendre";1;0,73
"réalisme";0,412;1
"réactionnaire";1;0,73
"règlement";1;0,73
"russe";0,412;1
"rumeur";0,412;1
"rtsinfo";0,047;1
"royal";0,412;1
"routier";0,047;1
"rose";1;0,73
"rn";0,047;1
"rio";0,412;1
"retrancher";1;0,131
"retraité";1;0,131
"retoucher";0,412;1
"restriction";0,047;1
"restreint";0,412;1
"restauration";1;0,73
"ressort";1;0,73
"représentation";1;0,73
"repasser";1;0,73
"renseignement";1;0,73
"renouveler";1;0,131
"renoncer";0,412;1
"relier";0,412;1
"regrettable";0,412;1
"regagner";1;0,73
"reflet";0,412;1
"recours";0,412;1
"reconstruire";1;0,73
"rde";0,412;1
"rater";0,412;1
"rassembler";1;0,131
"rallier";1;0,73
"ralentir";1;0,73
"rail";1;0,131
"radical";0,412;1
"racoleur";1;0,73
"racheter";0,412;1
"quête";1;0,73
"questionnement";0,412;1
"qd";1;0,73
"pôle";0,412;1
"ptit";1;0,73
"psychologie";0,412;1
"psq";1;0,73
"prétentieux";0,412;1
"prétendu";0,047;1
"préoccupant";0,412;1
"préférence";1;0,73
"proximité";1;0,131
"prospérité";1;0,131
"propice";1;0,131
"proférer";0,047;1
"professionnalisme";1;0,73
"production";0,412;1
"proclamer";1;0,131
"prochainement";0,412;1
"priser";1;0,73
"prime";1;0,131
"prestation";0,412;1
"pratiquer";0,047;1
"pq";0,412;1
"poussin";1;0,131
"poursuivre";1;0,131
"posture";0,412;1
"possiblement";0,412;1
"porno";0,047;1
"policeactivity";0,047;1
"poison";0,412;1
"pointe";0,047;1
"plumer";1;0,131
"pitoyable";1;0,73
"pion";0,412;1
"piller";1;0,131
"photoshop";0,047;1
"photographie";0,412;1
"pharmacie";1;0,73
"pffff";1;0,73
"peter";1;0,131
"persister";1;0,131
"permission";0,047;1
"permanent";1;0,131
"perdu";0,412;1
"percher";1;0,73
"pedocriminalité";1;0,73
"pause";1;0,73
"patte";0,412;1
"patrouille";1;0,73
"patriarcal";0,412;1
"passionné";0,047;1
"passionner";0,412;1
"partiel";1;0,73
"particulièrement";1;0,73
"participant";0,412;1
"parsque";0,412;1
"paresseux";0,412;1
"parcequ";1;0,73
"parallèle";1;0,73
"panneau";1;0,131
"paire";1;0,131
"pagani";0,047;1
"oú";1;0,73
"ours";1;0,131
"otan";1;0,131
"orthographe";0,047;1
"organe";0,047;1
"opter";1;0,131
"oppresseur";1;0,73
"oppresser";1;0,73
"ooh";1;0,73
"oncle";0,412;1
"oiseau";1;0,131
"officier";1;0,73
"off";1;0,73
"odieux";1;0,73
"obtention";1;0,73
"obscurantisme";1;0,73
"obscur";1;0,73
"nuisance";1;0,73
"nuage";1;0,73
"nourriture";1;0,131
"not";0,412;1
"nommer";0,412;1
"nobel";0,412;1
"nicotine";1;0,131
"neutraliser";0,412;1
"nest";1;0,131
"nazisme";0,047;1
"nationalisme";0,412;1
"nasse";1;0,73
"méfier";0,412;1
"médicament";0,412;1
"méconnaissance";0,047;1
"musicien";1;0,131
"multimillionnaire";0,412;1
"moyen_âge";1;0,131
"moulin";1;0,73
"motif";0,412;1
"mossad";0,412;1
"moss";1;0,131
"mortel";0,412;1
"moraliser";0,412;1
"moralisateur";0,412;1
"monument";1;0,131
"mobilisations";1;0,73
"mmmh";0,047;1
"milliard";0,412;1
"migros";0,412;1
"migration";0,412;1
"micro_ondes";1;0,131
"mexique";0,412;1
"meurtrier";1;0,131
"merino";1;0,131
"menotte";1;0,131
"medias";0,412;1
"maths";0,412;1
"massivement";0,047;1
"maroc";1;0,73
"marionnette";1;0,73
"mariage";0,047;1
"marginaliser";1;0,73
"manche";1;0,73
"manager";0,412;1
"mamdani";0,047;1
"malveillant";1;0,73
"maillot";1;0,131
"maghrébin";1;0,73
"macron";1;0,73
"légume";0,412;1
"législation";0,047;1
"législatif";0,412;1
"lucidité";1;0,73
"loyer";1;0,73
"loup";1;0,73
"louis";1;0,73
"louche";0,412;1
"lot";1;0,73
"longueur";0,412;1
"logiciel";0,412;1
"lobbying";0,047;1
"ll";0,047;1
"linguistique";1;0,73
"lingot";0,412;1
"lever";0,047;1
"lentille";1;0,131
"lentement";1;0,73
"league";1;0,73
"language";0,412;1
"lac";1;0,131
"king";0,412;1
"justesse";0,412;1
"juridiquement";0,047;1
"juif";0,047;1
"joint";1;0,131
"john";1;0,73
"jenish";1;0,73
"jazz";0,412;1
"javier";0,412;1
"it";1;0,73
"islamisme";0,047;1
"irréprochable";1;0,131
"irrespect";0,412;1
"ip";1;0,73
"inversement";1;0,73
"invasif";1;0,73
"intimider";0,412;1
"intime";1;0,73
"instruction";0,412;1
"institutionnel";0,412;1
"inhabituel";0,412;1
"informatif";0,047;1
"influenceur";1;0,73
"infiniment";0,047;1
"inexistant";1;0,73
"indépendance";1;0,73
"indéniable";1;0,73
"incriminer";0,047;1
"incompétence";0,412;1
"inclusivité";0,047;1
"incel";1;0,73
"impulsif";0,047;1
"implication";0,412;1
"impacté";1;0,131
"immédiatement";0,047;1
"immunité";1;0,131
"imiter";0,412;1
"illogique";1;0,131
"idem";1;0,73
"hypothétique";1;0,73
"hunters";0,412;1
"homophobie";0,047;1
"hommage";1;0,131
"hiérarchisation";0,412;1
"historiquement";0,047;1
"hibernation";1;0,131
"heurter";1;0,131
"herbe";1;0,73
"hausse";1;0,73
"habitation";1;0,73
"générées";0,047;1
"généralisation";0,047;1
"gène";0,047;1
"gâteau";1;0,73
"guérir";1;0,131
"guide";1;0,73
"grossier";1;0,131
"grimpeur";0,412;1
"gravissime";0,412;1
"gratuitement";0,047;1
"grand_mère";1;0,131
"grammaire";0,412;1
"gore";0,412;1
"go";0,412;1
"girl";0,412;1
"gestion";0,412;1
"garde";1;0,73
"garantir";0,412;1
"galérer";0,412;1
"galère";0,047;1
"gaffe";0,412;1
"félicitation";1;0,131
"fusil";1;0,131
"fur_et_à_mesure";0,412;1
"fruit";0,412;1
"frr";1;0,73
"frigo";1;0,131
"franchir";1;0,73
"fragment";0,412;1
"fracture";0,412;1
"fr";1;0,73
"formidable";1;0,73
"for";1;0,131
"footballistique";1;0,73
"fonctionnel";1;0,131
"foireux";0,412;1
"financées";0,412;1
"finalité";0,412;1
"filet";1;0,73
"fesse";1;0,73
"fermé";1;0,131
"fe";1;0,73
"façonner";0,047;1
"fantastique";1;0,131
"fantasme";1;0,73
"fallacieux";0,047;1
"faillir";1;0,73
"facture";1;0,73
"fachiste";0,412;1
"extrapoler";0,412;1
"extinction";1;0,131
"exposition";1;0,73
"exploiter";1;0,73
"exercice";1;0,73
"exceptionnellement";0,047;1
"exagérer";1;0,73
"esquisse";0,412;1
"espagnol";1;0,73
"entraver";1;0,131
"entourage";1;0,73
"enseignement";1;0,73
"enquêteur";0,412;1
"ennuyeux";1;0,73
"enfaite";1;0,73
"encyclopédie";0,412;1
"encontre";1;0,73
"emoji";0,412;1
"emji_visage_qui_rougit";1;0,131
"emji_visage_neutre";0,412;1
"emji_visage_grimaçant";1;0,131
"emji_visage_festif";1;0,131
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";1;0,131
"emji_symbole_d_avertissement";0,412;1
"emji_drapeau_états_unis";0,047;1
"emji_drapeau_israël";0,047;1
"emji_crâne";1;0,131
"emji_colombe";1;0,73
"emji_argent_dans_les_yeux_et_la_bouche";0,047;1
"embaucher";1;0,73
"embauche";1;0,131
"détracteur";0,047;1
"détenu";0,412;1
"déprimer";1;0,73
"dépense";0,412;1
"dénuer";1;0,131
"démonter";0,412;1
"démesurer";0,412;1
"démentir";1;0,73
"délire";1;0,73
"délirant";0,412;1
"dégradation";1;0,73
"défunt";0,412;1
"définir";0,412;1
"défi";1;0,73
"découdre";1;0,73
"décimer";1;0,131
"déchet";1;0,73
"déception";1;0,73
"décembre";1;0,73
"débarrasser";1;0,131
"drastiquement";1;0,73
"doucher";1;0,131
"doucement";1;0,73
"doter";1;0,73
"dominer";1;0,73
"division";0,412;1
"diverger";0,412;1
"distinguer";0,047;1
"distinct";0,047;1
"dissonance";0,412;1
"disponibilité";0,047;1
"disparu";1;0,131
"diplomatie";1;0,73
"digital";1;0,73
"dictat";1;0,73
"diaboliser";0,047;1
"destination";1;0,73
"democrates";0,047;1
"debile";0,412;1
"danse";1;0,73
"céder";0,412;1
"cyclique";0,412;1
"cueillette";1;0,131
"cst";0,047;1
"crédit";1;0,73
"créature";1;0,131
"crâne";0,047;1
"croissant";0,412;1
"cristo";1;0,73
"crack";1;0,131
