"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21"
"*postComments_123";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_19-5-2024";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0633";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_861";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_17-5-2024";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0632";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_340";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_15-5-2024";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0631";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_862";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postDate_13-5-2024";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*a_0630";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_12-5-2024";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0629";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_939";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_10-5-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0628";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_390";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_8-5-2024";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0627";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_6-5-2024";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0626";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_23200";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_278";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_4-5-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0625";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_338";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_1-5-2024";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0624";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_30-4-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0623";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_255";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postDate_29-4-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*a_0622";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_27-4-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0621";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_483";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_26-4-2024";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0620";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_24-4-2024";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0619";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_22-4-2024";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0618";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postLikes_30500";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postComments_285";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postDate_21-4-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*a_0617";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_958";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_19-4-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0616";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_610";0,002;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_17-4-2024";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0615";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_15-4-2024";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0614";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postDate_14-4-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*a_0613";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postLikes_597";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postDate_11-4-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*a_0612";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_10-4-2024";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0611";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_285";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0610";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_565";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_8-4-2024";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0609";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_7-4-2024";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0608";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_5-4-2024";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0607";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_359";1;1;0;0,005;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_3-4-2024";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0606";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_1-4-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0605";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postLikes_634";1;1;1;1;1;0;1;1;1;1;1;1;0,006;1;1;1;1;1;1;1;1
"*postDate_31-3-2024";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*a_0604";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postLikes_734";1;1;1;1;0,009;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postDate_29-3-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*a_0603";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_484";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_27-3-2024";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0602";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_25-3-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0601";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postDate_24-3-2024";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*a_0600";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_22-3-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0599";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_141";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_20-3-2024";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0598";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postDate_19-3-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*a_0597";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_119800";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postDate_18-3-2024";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*a_0596";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_525";1;0,001;1;1;1;1;1;1;1;1;0,002;1;1;1;1;1;1;1;1;1;1
"*postDate_17-3-2024";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0595";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_15-3-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0594";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_789";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_13-3-2024";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0593";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postLikes_735";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postDate_11-3-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*a_0592";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_10-3-2024";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0591";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postDate_8-3-2024";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*a_0590";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_692";1;1;0;1;1;1;1;1;0,002;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_6-3-2024";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0589";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_443";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_4-3-2024";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0588";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_588";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_3-3-2024";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0587";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_929";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_29-2-2024";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0586";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_811";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_28-2-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0585";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postDate_26-2-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*a_0584";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postLikes_654";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,006;1
"*postDate_25-2-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*a_0583";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_57";1;1;1;1;1;1;0,008;1;1;1;1;1;1;0,004;1;1;1;1;1;1;1
"*postDate_23-2-2024";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0582";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_846";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postDate_22-2-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*a_0580";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_18-2-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0579";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_109";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_16-2-2024";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0578";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_14-2-2024";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0577";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_477";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_12-2-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0576";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postDate_11-2-2024";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*a_0575";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_9-2-2024";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0574";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_7-2-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0573";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postDate_5-2-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*a_0572";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_4-2-2024";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0571";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_394";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postDate_2-2-2024";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*a_0570";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_31-1-2024";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0569";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postDate_29-1-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*a_0568";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_697";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_28-1-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0567";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_447";1;1;1;0,005;1;1;1;1;0,002;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_26-1-2024";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0566";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_866";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_24-1-2024";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0565";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postDate_22-1-2024";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*a_0564";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_5900";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_21-1-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0563";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_609";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postDate_19-1-2024";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*a_0561";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_976";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_15-1-2024";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0560";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postComments_44";1;1;1;1;1;1;1;1;1;0,05;1;0,054;1;0,028;1;1;1;1;1;1;1
"*postDate_14-1-2024";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*a_0559";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_12-1-2024";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0558";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postDate_10-1-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*a_0557";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_411";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_8-1-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0556";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postDate_7-1-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*a_0555";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postDate_5-1-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*a_0554";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_3-1-2024";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0553";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_751";1;1;1;1;0,009;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postDate_1-1-2024";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0552";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_497";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postDate_31-12-2023";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*a_0551";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_29-12-2023";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0549";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_863";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_25-12-2023";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0548";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_611";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_24-12-2023";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0547";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postLikes_425";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postDate_22-12-2023";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*a_0546";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_548";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_20-12-2023";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0545";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_701";1;1;1;1;1;0,016;1;1;1;1;0,047;0,124;1;1;1;1;1;1;0,068;1;1
"*postDate_18-12-2023";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*a_0544";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_63";1;1;1;0,031;1;1;1;1;1;0,05;1;0,054;1;1;1;1;1;1;1;1;1
"*postDate_17-12-2023";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0543";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_625";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postDate_15-12-2023";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*a_0542";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_13-12-2023";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0541";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0540";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_11-12-2023";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0539";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_10-12-2023";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0538";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_8-12-2023";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0537";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_6-12-2023";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0536";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_286";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_4-12-2023";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0535";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_724";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_3-12-2023";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0534";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_914";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_1-12-2023";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0533";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_665";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_29-11-2023";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0532";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_837";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_27-11-2023";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0531";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_119";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0530";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_823";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_55";1;1;0;1;1;1;1;1;1;1;0,002;1;1;1;1;1;1;1;1;1;1
"*postDate_26-11-2023";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0529";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_24-11-2023";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0528";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postLikes_28200";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
