"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21"
"*a_0733";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_549";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_28-10-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0732";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_27-10-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0731";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_573";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_25-10-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0730";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_539";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_23-10-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0729";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postLikes_830";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postComments_91";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postDate_21-10-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*a_0728";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_560400";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_2900";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_86";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_20-10-2024";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0727";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_737";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;0;1;1;1;1
"*postDate_18-10-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0726";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postDate_16-10-2024";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*a_0725";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_545";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postDate_14-10-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*a_0724";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_13-10-2024";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0723";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_781";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_12-10-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0722";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_541";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_9-10-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0721";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_7-10-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0720";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_7200";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_79";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postDate_6-10-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0719";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_4-10-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0718";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0717";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_241";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_3-10-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0716";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_686";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_2-10-2024";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0715";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_629";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_30-9-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0714";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postComments_84";1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1;1;1;1;1;0,006
"*postDate_29-9-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*a_0713";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_27-9-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0712";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_25-9-2024";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0711";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_83";1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postDate_23-9-2024";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0710";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postLikes_632";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postDate_22-9-2024";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*a_0709";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_235";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_20-9-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0708";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_575";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_18-9-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0707";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_564";0,002;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;1
"*postDate_16-9-2024";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0706";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_718";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_15-9-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0705";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postDate_13-9-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*a_0704";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_913";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_11-9-2024";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0703";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_128";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_2";1;1;0,358;1;1;0,384;0,143;0,457;0,574;0,164;1;1;0,743;0,095;1;1;1;1;0,086;1;1
"*postDate_9-9-2024";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0702";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postDate_8-9-2024";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*a_0701";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_6-9-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0700";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_4-9-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0699";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_204";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_2-9-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0698";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postDate_1-9-2024";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*a_0697";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_844";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_30-8-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0696";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postLikes_263";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postDate_29-8-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*a_0695";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postLikes_445";1;1;1;0,031;1;1;1;1;1;1;1;1;1;0,028;1;1;1;1;0,025;1;1
"*postDate_28-8-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*a_0694";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_437";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_26-8-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0693";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postDate_25-8-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*a_0692";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_23-8-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0691";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_314";1;1;1;1;1;1;0,008;1;1;1;1;0,011;1;1;1;1;1;1;1;1;1
"*postDate_21-8-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0690";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_933";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postComments_40";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postDate_19-8-2024";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0689";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_978";1;1;0;1;1;1;1;1;1;1;0,002;1;1;1;1;1;1;1;1;1;1
"*a_0688";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_596";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006
"*postDate_18-8-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*a_0687";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_381";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_16-8-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0686";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_14-8-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0685";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_13-8-2024";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0684";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_10-8-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0683";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postLikes_8300";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postComments_68";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postDate_8-8-2024";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*a_0682";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_653";1;1;1;1;1;0;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_7-8-2024";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0681";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_643";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_5-8-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0680";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postDate_4-8-2024";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*a_0679";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_670";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_2-8-2024";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0678";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_50";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_1-8-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0677";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postComments_95";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postDate_29-7-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*a_0676";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_480";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_28-7-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0675";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_883";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postDate_26-7-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*a_0674";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_760";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_24-7-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0673";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_22-7-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0672";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_20-7-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0671";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postDate_19-7-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*a_0670";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_911";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_17-7-2024";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0669";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_256";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_15-7-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0668";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_244";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_14-7-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0667";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postDate_12-7-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*a_0666";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postDate_11-7-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*a_0665";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_8-7-2024";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0664";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_761";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postDate_7-7-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0663";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_826";1;0,012;1;1;0,047;1;1;1;1;1;1;0,054;1;1;1;1;1;1;1;1;1
"*postDate_5-7-2024";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*a_0662";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_3-7-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0661";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postDate_1-7-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*a_0659";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_585";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_28-6-2024";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0658";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_4800";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_26-6-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0657";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_488";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_24";1;1;1;0,641;1;0,337;0,718;1;0,04;1;0,517;1;1;1;0,001;1;1;0,36;0,064;1;1
"*postDate_24-6-2024";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0656";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_562";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_23-6-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0655";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_926";1;1;1;0,005;1;1;1;1;1;0,01;1;1;1;1;1;1;1;1;1;1;1
"*postDate_21-6-2024";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*a_0654";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_36900";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_348";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_19-6-2024";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0653";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postComments_71";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postDate_17-6-2024";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*a_0652";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postComments_62";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postDate_16-6-2024";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*a_0651";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postDate_14-6-2024";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*a_0650";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_881";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_12-6-2024";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;1
"*a_0649";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_787";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0648";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_733";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_10-6-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0647";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_444";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postDate_8-6-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*a_0646";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_6-6-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0645";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_117";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postDate_5-6-2024";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*a_0643";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_1-6-2024";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0642";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_31-5-2024";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0641";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_405";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_30-5-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0640";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_29-5-2024";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0639";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postLikes_13400";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postComments_297";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postDate_27-5-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*a_0638";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_348";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postDate_25-5-2024";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*a_0637";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_18400";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postComments_194";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postDate_24-5-2024";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*a_0636";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_722";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_22-5-2024";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0635";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postDate_20-5-2024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*a_0634";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
