"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21"
"rester";-0,543;14,72;-0,373;-0,63;0,183;-0,39;0,205;0,86;0,55;-0,736;0,55;0,145;0,254;-0,612;0,379;-0,323;-0,423;-0,407;-0,595;-0,647;-0,665
"reportage";-0,644;-0,582;-0,442;-0,747;-0,851;-0,462;-0,83;-0,522;0,315;-0,872;10,653;-0,893;-0,788;-0,726;-0,705;61,653;0,614;-0,482;-0,705;7,922;-0,788
"présent";0,28;0,397;0,843;-0,747;-0,851;-0,462;7,039;-0,522;3,659;-0,872;-0,623;-0,893;-0,788;0,167;-0,705;19,925;-0,502;-0,482;0,192;-0,767;-0,788
"piste";-0,694;-0,628;-0,477;-0,805;0,031;-0,498;-0,895;0,439;-0,672;-0,941;-0,672;102,246;-0,85;-0,783;0,13;-0,413;-0,541;-0,52;0,13;-0,828;-0,85
"oublier";-0,543;14,72;1,228;-0,63;-0,718;-0,39;9,195;-0,44;0,55;-0,736;-0,526;2,655;-0,665;-0,612;-0,595;-0,323;-0,423;1,027;-0,595;-0,647;-0,665
"maison";6,379;-0,401;-0,304;0,602;-0,586;-0,318;-0,571;-0,359;-0,429;4,046;0,93;-0,615;0,519;-0,5;-0,485;-0,263;-0,345;-0,332;-0,485;0,559;0,519
"lausannois";-0,593;4,69;-0,407;-0,688;0,113;-0,426;0,13;-0,481;-0,574;-0,804;-0,574;-0,823;-0,727;-0,669;-0,65;-0,353;74,524;6,235;-0,65;-0,707;-0,727
"journaliste";0,203;3,59;-0,477;-0,805;-0,918;-0,498;0,04;-0,563;3,19;0,023;-0,672;-0,963;-0,85;-0,783;-0,761;0,982;-0,541;0,556;-0,761;2,14;6,733
"haut";-0,543;14,72;-0,373;0,312;-0,718;-0,39;-0,7;0,86;0,55;-0,736;-0,526;-0,754;-0,665;0,344;-0,595;9,671;0,939;-0,407;-0,595;0,282;-0,665
"fêter";28,699;-0,446;-0,339;-0,572;0,28;-0,354;10,613;-0,4;-0,477;-0,668;-0,477;-0,684;-0,604;-0,556;0,516;-0,293;-0,384;-0,369;0,516;-0,588;-0,604
"droit";-0,443;1,075;-0,304;-0,514;-0,586;-0,318;-0,571;-0,359;0,93;0,382;6,674;-0,615;13,205;-0,5;-0,485;-0,263;1,442;-0,332;-0,485;-0,528;-0,543
"dernier";0,203;0,304;-0,477;-0,805;-0,918;0,624;-0,895;-0,563;-0,672;-0,941;19,287;-0,963;-0,85;7,637;0,13;-0,413;-0,541;4,893;0,13;-0,828;-0,85
"course";-0,393;-0,356;-0,27;-0,456;-0,52;-0,282;-0,507;-0,319;39,033;-0,533;-0,381;-0,546;-0,482;-0,444;-0,431;-0,234;1,8;-0,294;0,934;0,771;0,723
"couper";-0,196;-0,177;-0,134;-0,227;-0,259;-0,14;-0,252;-0,159;-0,189;2,457;-0,189;-0,271;-0,239;-0,22;16,926;-0,116;5,211;-0,146;-0,214;-0,233;-0,239
"conseil";0,661;0,841;-0,339;4,316;-0,652;1,368;-0,636;-0,4;-0,477;20,009;0,716;-0,684;-0,604;-0,556;-0,54;-0,293;-0,384;-0,369;-0,54;-0,588;-0,604
"compte";-0,593;-0,537;-0,407;-0,688;-0,785;-0,426;0,13;-0,481;-0,574;-0,804;-0,574;-0,823;-0,727;-0,669;-0,65;-0,353;-0,463;-0,444;0,273;142,898;-0,727
"commencer";56,831;0,513;-0,407;-0,688;0,113;-0,426;-0,765;-0,481;-0,574;-0,804;0,419;-0,823;0,17;0,244;-0,65;1,364;-0,463;-0,444;-0,65;-0,707;-0,727
"art";-0,493;-0,446;-0,339;-0,572;0,28;-0,354;21,248;-0,4;0,716;-0,668;0,716;-0,684;-0,604;-0,556;-0,54;1,921;-0,384;8,139;-0,54;-0,588;-0,604
"appeler";-0,593;-0,537;-0,407;-0,688;-0,785;-0,426;-0,765;-0,481;0,419;2,315;-0,574;0,084;-0,727;-0,669;51,359;8,586;-0,463;-0,444;-0,65;-0,707;-0,727
"animal";42,118;-0,491;1,228;-0,63;-0,718;-0,39;-0,7;0,86;-0,526;-0,736;0,55;-0,754;-0,665;-0,612;11,487;-0,323;-0,423;-0,407;-0,595;-0,647;-0,665
"événement";-0,393;-0,356;-0,27;-0,456;-0,52;2,07;-0,507;-0,319;-0,381;0,557;-0,381;-0,546;-0,482;-0,444;-0,431;-0,234;1,8;-0,294;0,934;30,977;-0,482
"sortir";1,132;-0,356;-0,27;-0,456;0,595;11,621;-0,507;-0,319;-0,381;-0,533;-0,381;-0,546;-0,482;-0,444;0,934;2,783;1,8;-0,294;0,934;-0,469;-0,482
"sembler";-0,593;-0,537;-0,407;-0,688;-0,785;0,923;-0,765;-0,481;23,65;0,098;-0,574;2,207;0,17;-0,669;-0,65;-0,353;0,76;0,838;0,273;-0,707;-0,727
"santé";0,502;-0,491;-0,373;3,649;-0,718;-0,39;0,205;0,86;-0,526;0,163;-0,526;2,655;0,254;-0,612;0,379;-0,323;-0,423;-0,407;0,379;-0,647;-0,665
"saison";-0,593;-0,537;-0,407;-0,688;0,113;-0,426;8,023;-0,481;-0,574;-0,804;-0,574;25,756;-0,727;-0,669;0,273;1,364;-0,463;-0,444;-0,65;-0,707;0,17
"saint";-0,543;-0,491;-0,373;0,312;18,105;-0,39;-0,7;0,86;-0,526;-0,736;-0,526;-0,754;-0,665;-0,612;4,01;-0,323;-0,423;1,027;0,379;0,282;-0,665
"plateau";-0,593;-0,537;1,017;-0,688;2,429;-0,426;-0,765;0,69;-0,574;-0,804;-0,574;-0,823;-0,727;0,244;-0,65;1,364;0,76;6,235;3,427;0,192;-0,727
"jeunesse";-0,294;-0,266;-0,202;1,537;1,204;-0,211;1,264;-0,239;-0,285;-0,399;-0,285;-0,408;-0,36;-0,332;-0,322;-0,175;-0,229;3,091;1,699;1,463;-0,36
"froid";-0,644;-0,582;-0,442;-0,747;-0,851;-0,462;38,656;-0,522;-0,623;-0,872;-0,623;13,369;-0,788;-0,726;0,192;-0,383;-0,502;-0,482;2,943;-0,767;-0,788
"fille";-0,443;-0,401;-0,304;-0,514;-0,586;-0,318;-0,571;-0,359;0,93;-0,6;0,93;-0,615;4,74;-0,5;0,696;-0,263;1,442;-0,332;-0,485;0,559;4,74
"face";-0,493;-0,446;-0,339;-0,572;0,28;8,611;-0,636;19,095;-0,477;-0,668;-0,477;0,232;3,957;-0,556;-0,54;-0,293;-0,384;1,26;-0,54;-0,588;-0,604
"comédien";-0,294;-0,266;-0,202;-0,341;-0,389;-0,211;1,264;-0,239;-0,285;-0,399;-0,285;-0,408;-0,36;-0,332;10,079;4,256;2,913;3,091;-0,322;-0,351;-0,36
"coeur";-0,593;-0,537;1,017;18,936;-0,785;-0,426;0,13;-0,481;39,292;-0,804;-0,574;-0,823;-0,727;-0,669;-0,65;1,364;-0,463;-0,444;-0,65;-0,707;-0,727
"automne";0,203;-0,628;-0,477;-0,805;-0,918;-0,498;-0,895;-0,563;-0,672;-0,941;-0,672;0,016;-0,85;-0,783;131,05;0,982;-0,541;-0,52;-0,761;-0,828;0,063
"témoignage";-0,593;4,69;18,505;-0,688;-0,785;-0,426;-0,765;-0,481;0,419;-0,804;0,419;0,084;-0,727;-0,669;-0,65;8,586;-0,463;-0,444;-0,65;0,192;0,17
"tsr";-0,493;-0,446;-0,339;-0,572;-0,652;-0,354;-0,636;1,071;-0,477;0,255;48,93;-0,684;-0,604;0,475;-0,54;-0,293;1,162;-0,369;-0,54;0,401;-0,604
"terre";-0,493;-0,446;-0,339;-0,572;-0,652;-0,354;-0,636;1,071;-0,477;-0,668;-0,477;-0,684;0,367;41,326;-0,54;-0,293;7,705;-0,369;-0,54;0,401;-0,604
"soirée";-0,393;-0,356;-0,27;-0,456;0,595;-0,282;5,318;-0,319;-0,381;-0,533;-0,381;0,522;-0,482;-0,444;0,934;-0,234;1,8;-0,294;-0,431;0,771;0,723
"simple";-0,644;4,094;-0,442;-0,747;0,064;-0,462;-0,83;-0,522;-0,623;-0,872;3,659;-0,893;-0,788;8,593;0,192;7,671;-0,502;-0,482;0,192;0,125;-0,788
"rêve";-0,443;-0,401;-0,304;-0,514;-0,586;-0,318;-0,571;-0,359;-0,429;0,382;6,674;3,893;4,74;-0,5;-0,485;-0,263;-0,345;-0,332;-0,485;4,936;-0,543
"revenir";-0,543;-0,491;1,228;-0,63;-0,718;-0,39;-0,7;0,86;-0,526;-0,736;-0,526;-0,754;-0,665;-0,612;4,01;9,671;6,704;1,027;-0,595;3,483;-0,665
"rendre";-0,593;-0,537;-0,407;-0,688;0,113;17,531;-0,765;-0,481;-0,574;0,098;-0,574;2,207;-0,727;9,716;-0,65;-0,353;-0,463;0,838;0,273;-0,707;-0,727
"quotidien";0,378;25,645;-0,407;-0,688;-0,785;0,923;0,13;-0,481;-0,574;-0,804;0,419;-0,823;-0,727;-0,669;0,273;-0,353;-0,463;-0,444;-0,65;2,951;0,17
"mois";-0,294;-0,266;-0,202;-0,341;-0,389;3,284;-0,379;-0,239;-0,285;62,125;-0,285;-0,408;-0,36;-0,332;-0,322;-0,175;-0,229;-0,22;-0,322;-0,351;-0,36
"manquer";-0,493;-0,446;-0,339;0,436;-0,652;-0,354;-0,636;-0,4;0,716;-0,668;-0,477;32,683;0,367;-0,556;-0,54;-0,293;-0,384;1,26;-0,54;-0,588;0,367
"lac";-0,443;-0,401;-0,304;-0,514;-0,586;-0,318;0,446;-0,359;-0,429;0,382;-0,429;11,234;0,519;0,647;-0,485;2,301;-0,345;-0,332;-0,485;0,559;-0,543
"corps";-0,644;-0,582;-0,442;43,666;-0,851;-0,462;-0,83;0,552;0,315;-0,872;-0,623;-0,893;-0,788;0,167;0,192;-0,383;-0,502;-0,482;-0,705;0,125;2,382
"choisir";-0,543;-0,491;-0,373;-0,63;-0,718;-0,39;-0,7;-0,44;0,55;-0,736;-0,526;2,655;0,254;-0,612;4,01;-0,323;-0,423;-0,407;0,379;0,282;9,881
"chat";-0,443;-0,401;1,811;-0,514;-0,586;1,677;-0,571;-0,359;-0,429;4,046;17,661;-0,615;-0,543;-0,5;-0,485;-0,263;-0,345;-0,332;-0,485;0,559;0,519
"chanson";-0,443;-0,401;-0,304;-0,514;4,207;-0,318;-0,571;-0,359;-0,429;23,019;0,93;0,353;-0,543;-0,5;-0,485;-0,263;-0,345;-0,332;-0,485;0,559;-0,543
"canton";0,378;-0,537;1,017;0,217;0,113;-0,426;-0,765;-0,481;4,213;0,098;0,419;-0,823;-0,727;-0,669;0,273;-0,353;-0,463;6,235;-0,65;0,192;-0,727
"adepte";-0,543;0,659;-0,373;3,649;0,183;1,122;3,037;-0,44;-0,526;0,163;-0,526;-0,754;-0,665;-0,612;-0,595;-0,323;-0,423;-0,407;-0,595;-0,647;9,881
"vraiment";-0,344;-0,311;-0,236;-0,399;-0,454;-0,247;-0,443;-0,279;-0,333;6,114;9,548;-0,477;-0,421;1,185;-0,376;-0,204;-0,268;2,422;-0,376;1,059;-0,421
"vieux";-0,393;-0,356;-0,27;-0,456;-0,52;-0,282;0,635;1,682;7,926;-0,533;-0,381;-0,546;-0,482;-0,444;0,934;-0,234;-0,307;-0,294;-0,431;0,771;5,732
"témoigner";-0,543;0,659;-0,373;0,312;-0,718;-0,39;-0,7;-0,44;26,436;-0,736;-0,526;-0,754;0,254;-0,612;-0,595;9,671;0,939;-0,407;-0,595;0,282;-0,665
"train";0,661;-0,446;-0,339;-0,572;0,28;41,779;-0,636;-0,4;-0,477;3,341;-0,477;-0,684;0,367;-0,556;-0,54;-0,293;1,162;-0,369;-0,54;-0,588;-0,604
"spécial";0,661;-0,446;-0,339;-0,572;-0,652;-0,354;-0,636;-0,4;-0,477;0,255;0,716;0,232;-0,604;-0,556;4,718;1,921;-0,384;1,26;-0,54;4,131;-0,604
"seul";-0,493;-0,446;-0,339;-0,572;0,28;-0,354;-0,636;1,071;-0,477;0,255;5,681;-0,684;-0,604;24,937;0,516;-0,293;-0,384;-0,369;-0,54;-0,588;-0,604
"servir";1,132;-0,356;12,266;-0,456;-0,52;-0,282;-0,507;-0,319;-0,381;26,796;-0,381;-0,546;-0,482;-0,444;-0,431;-0,234;1,8;-0,294;-0,431;-0,469;-0,482
"semaine";28,699;-0,446;9,124;-0,572;-0,652;-0,354;-0,636;1,071;0,716;0,255;-0,477;-0,684;0,367;-0,556;-0,54;-0,293;-0,384;-0,369;-0,54;-0,588;-0,604
"romands";-0,493;-0,446;-0,339;-0,572;-0,652;-0,354;-0,636;1,071;-0,477;3,341;-0,477;0,232;22,612;-0,556;-0,54;-0,293;-0,384;1,26;-0,54;0,401;-0,604
"recette";-0,443;-0,401;-0,304;-0,514;4,207;-0,318;-0,571;-0,359;0,93;-0,6;-0,429;0,353;-0,543;-0,5;-0,485;2,301;1,442;-0,332;-0,485;13,661;-0,543
"projection";-0,443;-0,401;-0,304;-0,514;-0,586;-0,318;-0,571;1,338;-0,429;0,382;-0,429;-0,615;-0,543;-0,5;-0,485;-0,263;-0,345;-0,332;0,696;65,917;-0,543
"permettre";0,502;-0,491;-0,373;-0,63;2,903;1,122;-0,7;-0,44;-0,526;0,163;-0,526;-0,754;0,254;-0,612;-0,595;-0,323;6,704;1,027;0,379;-0,647;0,254
"ouvrir";-0,493;-0,446;-0,339;-0,572;-0,652;-0,354;53,48;-0,4;-0,477;-0,668;-0,477;-0,684;-0,604;0,475;-0,54;-0,293;1,162;-0,369;-0,54;4,131;-0,604
"nature";-0,344;-0,311;2,764;-0,399;-0,454;2,586;-0,443;-0,279;9,548;0,801;-0,333;-0,477;-0,421;-0,388;1,254;-0,204;-0,268;-0,257;-0,376;-0,41;1,002
"mort";3,774;-0,177;-0,134;-0,227;-0,259;5,778;-0,252;-0,159;-0,189;-0,265;-0,189;-0,271;-0,239;-0,22;-0,214;-0,116;5,211;-0,146;-0,214;2,961;-0,239
"montagne";-0,493;-0,446;-0,339;0,436;-0,652;-0,354;-0,636;-0,4;-0,477;0,255;0,716;3,206;-0,604;0,475;0,516;-0,293;-0,384;-0,369;0,516;0,401;0,367
"moment";12,954;0,659;-0,373;-0,63;-0,718;-0,39;-0,7;-0,44;-0,526;-0,736;-0,526;0,145;-0,665;36,755;-0,595;-0,323;0,939;-0,407;-0,595;-0,647;-0,665
"long";-0,443;1,075;-0,304;-0,514;-0,586;-0,318;-0,571;-0,359;-0,429;-0,6;0,93;-0,615;-0,543;0,647;-0,485;2,301;1,442;-0,332;5,595;4,936;-0,543
"liberté";-0,393;22,212;-0,27;-0,456;-0,52;11,621;-0,507;-0,319;-0,381;-0,533;-0,381;-0,546;-0,482;-0,444;-0,431;-0,234;10,481;-0,294;-0,431;-0,469;0,723
"inviter";-0,245;-0,221;-0,168;-0,284;-0,324;-0,176;-0,316;3,626;-0,237;-0,332;2,82;-0,34;-0,3;-0,276;-0,268;5,451;-0,191;-0,183;-0,268;2,051;1,964
"hiver";-0,493;0,841;-0,339;-0,572;0,28;-0,354;-0,636;1,071;0,716;-0,668;-0,477;32,683;-0,604;-0,556;-0,54;-0,293;-0,384;-0,369;0,516;-0,588;-0,604
"fribourg";-0,393;-0,356;-0,27;-0,456;-0,52;-0,282;0,635;-0,319;-0,381;-0,533;-0,381;-0,546;5,732;-0,444;0,934;-0,234;1,8;1,93;0,934;0,771;-0,482
"florilège";-0,245;-0,221;21,778;2,143;-0,324;-0,176;-0,316;3,626;-0,237;-0,332;-0,237;1,592;-0,3;-0,276;-0,268;-0,146;-0,191;-0,183;-0,268;-0,292;-0,3
"film";-0,196;-0,177;-0,134;-0,227;-0,259;5,778;2,644;-0,159;-0,189;2,457;-0,189;-0,271;-0,239;-0,22;-0,214;-0,116;-0,152;-0,146;3,333;-0,233;-0,239
"feu";-0,443;-0,401;-0,304;0,602;-0,586;47,212;0,446;-0,359;-0,429;-0,6;-0,429;-0,615;-0,543;-0,5;-0,485;2,301;8,935;-0,332;-0,485;-0,528;-0,543
"fan";1,132;-0,356;-0,27;-0,456;0,595;2,07;-0,507;-0,319;-0,381;0,557;-0,381;-0,546;-0,482;-0,444;-0,431;2,783;10,481;-0,294;-0,431;0,771;-0,482
"esprit";19,772;-0,356;-0,27;6,192;-0,52;-0,282;-0,507;1,682;-0,381;-0,533;-0,381;-0,546;-0,482;-0,444;0,934;2,783;-0,307;-0,294;-0,431;-0,469;-0,482
"drôle";-0,344;-0,311;-0,236;-0,399;-0,454;-0,247;-0,443;-0,279;-0,333;-0,466;-0,333;-0,477;1,002;7,84;21,043;-0,204;-0,268;-0,257;-0,376;-0,41;1,002
"cuisine";-0,593;-0,537;1,017;-0,688;2,429;-0,426;-0,765;0,69;-0,574;-0,804;-0,574;-0,823;-0,727;-0,669;0,273;-0,353;-0,463;-0,444;-0,65;0,192;45,343
"changer";0,865;-0,401;-0,304;-0,514;4,207;-0,318;-0,571;-0,359;0,93;-0,6;-0,429;-0,615;-0,543;-0,5;-0,485;31,109;1,442;1,554;-0,485;-0,528;-0,543
"chance";-0,294;-0,266;-0,202;-0,341;-0,389;3,284;-0,379;-0,239;-0,285;20,04;11,724;-0,408;-0,36;-0,332;-0,322;-0,175;-0,229;-0,22;-0,322;-0,351;-0,36
"carrière";-0,245;-0,221;-0,168;-0,284;-0,324;-0,176;-0,316;-0,198;-0,237;1,659;-0,237;1,592;-0,3;-0,276;31,665;-0,146;-0,191;-0,183;-0,268;-0,292;-0,3
"bonheur";-0,543;-0,491;-0,373;-0,63;-0,718;-0,39;0,205;-0,44;91,043;-0,736;-0,526;0,145;-0,665;3,824;-0,595;-0,323;-0,423;-0,407;-0,595;-0,647;-0,665
"attendre";1,132;-0,356;-0,27;0,822;-0,52;2,07;-0,507;-0,319;1,208;-0,533;-0,381;-0,546;5,732;-0,444;-0,431;-0,234;1,8;-0,294;-0,431;-0,469;0,723
"adolescent";-0,543;-0,491;-0,373;-0,63;-0,718;-0,39;-0,7;0,86;0,55;2,776;0,55;-0,754;-0,665;0,344;0,379;9,671;-0,423;-0,407;-0,595;3,483;-0,665
"époque";0,661;-0,446;-0,339;-0,572;-0,652;-0,354;-0,636;-0,4;0,716;-0,668;-0,477;-0,684;-0,604;-0,556;4,718;51,386;-0,384;-0,369;4,718;-0,588;-0,604
"vélomoteur";-0,493;-0,446;-0,339;-0,572;-0,652;-0,354;-0,636;-0,4;-0,477;0,255;-0,477;-0,684;-0,604;-0,556;-0,54;1,921;1,162;64,7;-0,54;0,401;0,367
"style";-0,393;-0,356;2,224;0,822;-0,52;-0,282;-0,507;-0,319;-0,381;-0,533;-0,381;4,768;-0,482;-0,444;-0,431;-0,234;-0,307;-0,294;-0,431;5,956;5,732
"rétro";-0,543;-0,491;274,762;-0,63;-0,718;-0,39;-0,7;0,86;-0,526;-0,736;-0,526;-0,754;-0,665;-0,612;-0,595;-0,323;-0,423;-0,407;-0,595;-0,647;-0,665
"route";-0,443;-0,401;-0,304;-0,514;-0,586;1,677;4,375;-0,359;-0,429;-0,6;0,93;0,353;-0,543;-0,5;-0,485;-0,263;1,442;1,554;0,696;-0,528;0,519
"regard";-0,294;2,325;-0,202;-0,341;-0,389;-0,211;-0,379;-0,239;-0,285;-0,399;-0,285;1,094;1,393;1,616;-0,322;-0,175;-0,229;-0,22;-0,322;1,463;1,393
"rassembler";-0,344;1,777;-0,236;-0,399;-0,454;-0,247;-0,443;-0,279;24,239;-0,466;-0,333;-0,477;-0,421;-0,388;-0,376;-0,204;2,272;-0,257;1,254;-0,41;1,002
"programme";-0,344;-0,311;-0,236;-0,399;16,888;-0,247;-0,443;-0,279;-0,333;-0,466;1,579;-0,477;-0,421;-0,388;-0,376;-0,204;-0,268;-0,257;1,254;7,282;-0,421
"profiter";-0,493;-0,446;9,124;-0,572;-0,652;-0,354;-0,636;-0,4;0,716;3,341;5,681;-0,684;-0,604;4,511;-0,54;-0,293;-0,384;-0,369;-0,54;0,401;-0,604
"prix";-0,294;-0,266;-0,202;-0,341;-0,389;3,284;-0,379;-0,239;2,089;-0,399;-0,285;1,094;-0,36;-0,332;-0,322;-0,175;2,913;3,091;-0,322;1,463;-0,36
"parent";-0,443;-0,401;-0,304;-0,514;-0,586;-0,318;0,446;1,338;-0,429;0,382;-0,429;-0,615;42,87;-0,5;-0,485;-0,263;-0,345;-0,332;-0,485;-0,528;0,519
"oeil";-0,493;-0,446;-0,339;-0,572;0,28;-0,354;35,537;-0,4;-0,477;-0,668;-0,477;-0,684;-0,604;-0,556;-0,54;-0,293;1,162;8,139;-0,54;0,401;-0,604
"nuit";-0,443;7,325;-0,304;-0,514;-0,586;-0,318;-0,571;-0,359;-0,429;0,382;-0,429;0,353;-0,543;-0,5;-0,485;-0,263;-0,345;-0,332;48,423;-0,528;-0,543
"mondial";1,982;-0,266;-0,202;-0,341;-0,389;3,284;-0,379;-0,239;-0,285;-0,399;11,724;-0,408;-0,36;-0,332;1,699;-0,175;-0,229;-0,22;1,699;-0,351;-0,36
"jouer";-0,393;1,377;2,224;-0,456;-0,52;-0,282;0,635;-0,319;-0,381;-0,533;-0,381;0,522;0,723;-0,444;-0,431;-0,234;1,8;-0,294;6,704;-0,469;-0,482
"international";-0,543;-0,491;-0,373;-0,63;-0,718;-0,39;-0,7;-0,44;-0,526;8,574;43,67;-0,754;-0,665;-0,612;-0,595;-0,323;-0,423;-0,407;4,01;0,282;-0,665
"image";-0,393;-0,356;-0,27;-0,456;-0,52;-0,282;-0,507;-0,319;1,208;-0,533;-0,381;-0,546;-0,482;-0,444;34,045;-0,234;-0,307;-0,294;-0,431;16,025;-0,482
"helvétique";-0,344;-0,311;-0,236;7,554;-0,454;-0,247;-0,443;2,134;-0,333;-0,466;-0,333;-0,477;-0,421;-0,388;8,143;-0,204;2,272;-0,257;1,254;-0,41;-0,421
"fou";-0,294;-0,266;-0,202;-0,341;-0,389;-0,211;-0,379;-0,239;-0,285;-0,399;-0,285;-0,408;-0,36;-0,332;10,079;-0,175;15,152;-0,22;10,079;-0,351;-0,36
"créer";1,132;-0,356;-0,27;-0,456;-0,52;-0,282;0,635;-0,319;-0,381;13,689;1,208;-0,546;-0,482;0,876;0,934;-0,234;-0,307;-0,294;-0,431;-0,469;-0,482
"cours";-0,443;-0,401;-0,304;-0,514;-0,586;-0,318;-0,571;21,804;-0,429;-0,6;-0,429;-0,615;25,915;-0,5;0,696;2,301;-0,345;-0,332;-0,485;-0,528;-0,543
"chien";-0,344;-0,311;2,764;7,554;-0,454;-0,247;-0,443;-0,279;-0,333;-0,466;-0,333;-0,477;18,489;-0,388;-0,376;-0,204;-0,268;-0,257;-0,376;-0,41;1,002
"chanter";-0,294;-0,266;-0,202;-0,341;1,204;3,284;1,264;-0,239;-0,285;1,148;-0,285;-0,408;-0,36;-0,332;10,079;-0,175;-0,229;-0,22;-0,322;-0,351;-0,36
"cas";-0,393;-0,356;-0,27;-0,456;-0,52;-0,282;-0,507;25,198;-0,381;-0,533;-0,381;43,13;-0,482;-0,444;-0,431;-0,234;-0,307;-0,294;-0,431;-0,469;-0,482
"émotion";-0,393;1,377;-0,27;-0,456;-0,52;-0,282;-0,507;-0,319;-0,381;-0,533;-0,381;-0,546;-0,482;-0,444;0,934;2,783;-0,307;-0,294;34,045;-0,469;0,723
"âgé";-0,443;-0,401;-0,304;0,602;-0,586;-0,318;-0,571;8,486;-0,429;-0,6;0,93;-0,615;-0,543;-0,5;29,459;-0,263;-0,345;-0,332;-0,485;0,559;-0,543
"vrai";0,865;-0,401;-0,304;-0,514;-0,586;9,945;-0,571;-0,359;-0,429;0,382;6,674;-0,615;-0,543;-0,5;-0,485;-0,263;-0,345;-0,332;0,696;4,936;-0,543
"valaisan";-0,344;-0,311;-0,236;-0,399;0,847;-0,247;-0,443;-0,279;-0,333;-0,466;-0,333;-0,477;-0,421;-0,388;8,143;3,411;-0,268;-0,257;-0,376;1,059;7,025
"val";-0,245;-0,221;-0,168;-0,284;-0,324;-0,176;1,804;-0,198;-0,237;9,934;-0,237;-0,34;-0,3;-0,276;-0,268;5,451;-0,191;-0,183;-0,268;-0,292;1,964
"soir";-0,443;-0,401;-0,304;-0,514;0,413;-0,318;-0,571;-0,359;-0,429;-0,6;-0,429;-0,615;-0,543;-0,5;0,696;-0,263;69,796;9,419;-0,485;-0,528;-0,543
"société";-0,393;-0,356;-0,27;-0,456;-0,52;127,449;-0,507;-0,319;-0,381;-0,533;-0,381;-0,546;-0,482;0,876;-0,431;2,783;-0,307;-0,294;-0,431;-0,469;-0,482
"salle";-0,443;-0,401;-0,304;-0,514;-0,586;-0,318;-0,571;1,338;-0,429;0,382;0,93;-0,615;-0,543;-0,5;-0,485;-0,263;1,442;9,419;5,595;0,559;-0,543
"rêver";-0,443;-0,401;-0,304;-0,514;-0,586;-0,318;24,398;41,29;-0,429;-0,6;-0,429;-0,615;-0,543;-0,5;-0,485;-0,263;-0,345;-0,332;-0,485;0,559;-0,543
"répondre";-0,493;-0,446;-0,339;-0,572;-0,652;-0,354;-0,636;87,83;-0,477;0,255;-0,477;-0,684;-0,604;0,475;-0,54;-0,293;-0,384;1,26;-0,54;0,401;-0,604
"retraite";1,132;-0,356;-0,27;0,822;-0,52;-0,282;0,635;-0,319;-0,381;-0,533;1,208;-0,546;-0,482;-0,444;0,934;-0,234;1,8;-0,294;0,934;0,771;-0,482
"préférer";-0,344;-0,311;-0,236;61,122;-0,454;-0,247;-0,443;-0,279;-0,333;-0,466;-0,333;-0,477;-0,421;-0,388;-0,376;-0,204;-0,268;-0,257;-0,376;-0,41;7,025
"offrir";-0,443;-0,401;-0,304;5,144;23,692;-0,318;-0,571;-0,359;-0,429;-0,6;-0,429;0,353;-0,543;-0,5;-0,485;-0,263;1,442;-0,332;0,696;-0,528;-0,543
"occuper";1,132;-0,356;-0,27;-0,456;-0,52;-0,282;-0,507;-0,319;-0,381;-0,533;39,033;-0,546;-0,482;-0,444;0,934;-0,234;-0,307;-0,294;-0,431;0,771;0,723
"nouvelle";-0,294;31,431;-0,202;-0,341;1,204;-0,211;-0,379;-0,239;-0,285;-0,399;-0,285;1,094;-0,36;-0,332;-0,322;-0,175;-0,229;-0,22;-0,322;-0,351;1,393
"national";-0,146;-0,133;-0,101;-0,17;3,955;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;5,018;-0,087;-0,114;-0,11;5,018;-0,175;-0,179
"milieu";-0,344;-0,311;-0,236;-0,399;-0,454;-0,247;-0,443;-0,279;1,579;0,801;-0,333;15,939;-0,421;-0,388;1,254;-0,204;-0,268;-0,257;1,254;-0,41;-0,421
"lever";-0,245;-0,221;4,53;-0,284;-0,324;-0,176;-0,316;-0,198;-0,237;-0,332;-0,237;-0,34;-0,3;-0,276;-0,268;-0,146;3,825;4,041;12,808;-0,292;-0,3
"journal";-0,294;-0,266;3,495;9,387;-0,389;-0,211;-0,379;2,749;-0,285;-0,399;-0,285;-0,408;-0,36;1,616;-0,322;-0,175;-0,229;-0,22;-0,322;1,463;-0,36
"installer";-0,245;-0,221;4,53;-0,284;-0,324;-0,176;-0,316;-0,198;-0,237;1,659;2,82;-0,34;-0,3;-0,276;-0,268;-0,146;-0,191;-0,183;2,342;-0,292;1,964
"génération";-0,443;-0,401;-0,304;-0,514;-0,586;-0,318;-0,571;-0,359;-0,429;-0,6;-0,429;22,376;-0,543;-0,5;5,595;-0,263;1,442;-0,332;-0,485;0,559;0,519
"glisser";-0,493;0,841;-0,339;0,436;0,28;-0,354;-0,636;-0,4;-0,477;-0,668;-0,477;49,361;-0,604;-0,556;-0,54;-0,293;-0,384;-0,369;-0,54;0,401;-0,604
