"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25";"classe 26";"classe 27";"classe 28";"classe 29";"classe 30";"classe 31";"classe 32";"classe 33";"classe 34";"classe 35";"classe 36";"classe 37";"classe 38";"classe 39";"classe 40";"classe 41";"classe 42";"classe 43";"classe 44";"classe 45";"classe 46";"classe 47";"classe 48";"classe 49";"classe 50";"classe 51";"classe 52";"classe 53"
"prometteur";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;37,223;-0,081;9,188;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;12,804;-0,1
"proie";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;11,758;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;22,092;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;12,109
"progressiste";-0,057;-0,06;-0,068;14,614;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;39,395;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;10,936;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"progressif";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;10,173;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;59,729;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;8,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"profondément";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;13,361;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;10,936;10,173;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;8,618
"problématique";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;9,825;-0,081;-0,078;-0,097;10,173;-0,084;-0,1;-0,052;-0,07;13,361;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;14,614;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"probable";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;10,173;8,355;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;13,361;13,962;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"priver";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;14,187;-0,077;-0,061;12,871;-0,063;-0,055;-0,051;-0,065;17,699;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"prier";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;9,188;-0,084;-0,073;13,361;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;59,729;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"pratiquant";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;18,443;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;14,187;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;19,245;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"posthume";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;84,448;-0,086;-0,108;-0,089;-0,073;12,287;-0,07;-0,1
"portugais";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;13,361;-0,052;-0,068;-0,097;9,825;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;10,936;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;8,618
"portable";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;17,699;-0,061;-0,047;15,207;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;22,092;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"popularité";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;44,529;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;10,936;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;8,618
"pleul";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;9,825;-0,081;-0,078;8,895;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;37,223;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"plafond";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;13,361;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;8,618;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;13,361;-0,097;-0,105;-0,086;-0,108;9,825;-0,073;-0,073;-0,07;-0,1
"piquer";-0,057;-0,06;-0,068;-0,062;122,246;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;8,355;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"piquant";-0,057;-0,06;13,361;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;7,641;-0,065;-0,065;-0,084;11,805;-0,052;-0,057;-0,068;8,895;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"philosophie";-0,043;-0,045;-0,051;20,115;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;62,627;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"philipp";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;12,109;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;18,443;-0,073;-0,079;-0,065;-0,081;13,723;-0,055;-0,055;-0,053;-0,075
"pharmaceutique";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;8,895;-0,086;-0,084;8,618;-0,052;-0,07;13,361;-0,086;8,355;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"petit_fils";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;10,173;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;34,354;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;8,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"persistant";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;15,207;-0,047;-0,061;14,187;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;11,424;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"pensée";-0,057;-0,06;-0,068;-0,062;-0,073;16,096;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;10,173;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;10,936;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;13,962;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"penalty";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;47,594;40,572;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"pelouse";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;66,979;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;12,871;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"patinoire";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;13,361;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;10,936;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;55,084;-0,1
"patin";-0,057;-0,06;-0,068;14,614;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;10,173;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;10,173;-0,108;-0,089;-0,073;-0,073;12,804;-0,1
"passeport";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;8,895;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;8,618;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;9,188;-0,084;-0,073;-0,068;-0,086;12,804;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"parquet";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;10,173;-0,07;10,936;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;8,105;-0,086;-0,108;9,825;-0,073;-0,073;-0,07;-0,1
"parking";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;18,443;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;14,681;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;19,245;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"parfait";-0,057;-0,06;13,361;-0,062;-0,073;-0,057;-0,068;17,875;-0,068;-0,097;-0,089;-0,081;11,356;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;8,355;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"parade";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;13,361;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;12,287;-0,068;10,173;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;10,173;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"panneau";16,096;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;10,173;-0,084;-0,1;17,875;-0,07;-0,068;-0,086;8,355;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"palmarès";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;17,875;-0,068;-0,097;-0,089;-0,081;11,356;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;10,173;-0,103;-0,081;9,188;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"ouvrage";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;13,361;-0,052;13,361;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;10,936;-0,086;-0,052;13,361;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"oral";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;12,109;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;14,681;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;11,424;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"opérationnel";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;18,443;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;62,627;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"opposé";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;12,48;-0,065;-0,063;12,109;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;13,723;-0,055;-0,055;-0,053;-0,075
"one";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;60,649;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;14,681;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"octroyer";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;8,618;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;16,096;-0,068;8,895;-0,105;-0,086;-0,108;9,825;-0,073;-0,073;-0,07;-0,1
"négocier";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;12,48;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;62,627;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"nick";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;8,895;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;9,188;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;10,936;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;8,618
"new_yorkais";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;18,443;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;49,57;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"neurologique";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;9,825;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;44,529;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;8,618
"nautique";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;15,207;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;24,464;-0,043;-0,051;-0,073;-0,079;14,187;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"naturellement";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;9,825;-0,081;11,356;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;9,188;-0,084;-0,073;-0,068;-0,086;12,804;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"nationaliste";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;57,317;-0,086;-0,07;-0,081;-0,062;10,936;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;8,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"natal";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;75,406;-0,068;-0,065;7,641;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;12,287;-0,07;-0,1
"médiatiser";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;12,109;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;15,207;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;11,424;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"mécontentement";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;12,48;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;15,207;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;18,443;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
