"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25"
"*postReposts_422";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;24,82;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postDate_5-11-2025";0,953;-0,511;-0,474;0,321;0,485;-0,603;-0,384;0,438;0,65;8,75;0,65;-0,456;4,093;-0,348;-0,529;-0,566;-0,603;0,787;-0,64;0,866;-0,42;-0,659;-0,42;-0,474;-0,678
"*i_0353";29,124;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0352";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;20,908;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0351";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0350";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;27,919;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0349";-0,034;-0,042;-0,039;-0,051;22,321;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0348";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;35,149;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0347";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;26,806;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_263";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;26,806;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0346";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;35,149;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0345";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;20,908;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_8000";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;20,908;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0344";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;21,592;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0343";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;24,82;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0342";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;27,919;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_260";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;27,919;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_70";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;27,919;-0,034;-0,054;-0,034;-0,039;-0,056
"*postDate_4-11-2025";1,156;0,746;-0,434;-0,569;-0,501;-0,552;-0,351;-0,518;0,814;-0,318;0,814;-0,417;0,523;-0,318;-0,484;4,986;4,518;-0,417;0,397;1,059;-0,384;-0,603;-0,384;-0,434;-0,621
"*i_0341";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;24,82;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_12800";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;24,82;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_149";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;24,82;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0340";29,124;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0339";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_139";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0338";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;21,592;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0337";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0336";-0,034;23,93;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0335";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;20,908;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0334";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;24,82;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0333";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;21,592;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0332";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_310";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0331";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;19,082;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_183";-0,069;-0,084;-0,078;-0,102;-0,09;-0,099;-0,063;-0,093;-0,081;-0,057;-0,081;-0,075;-0,096;-0,057;-0,087;-0,093;9,168;-0,075;8,578;-0,072;-0,069;-0,108;-0,069;-0,078;-0,111
"*i_0330";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0329";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0328";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postDate_3-11-2025";-0,278;-0,339;-0,314;7,122;-0,363;-0,4;-0,254;-0,375;-0,326;2,844;-0,326;-0,302;-0,387;-0,23;-0,351;1,243;-0,4;10,671;-0,425;1,977;-0,278;-0,437;-0,278;-0,314;0,85
"*i_0327";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;18,025
"*i_0326";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;26,806;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0325";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0324";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;27,919;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0323";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;21,592;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0322";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0321";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0320";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_18300";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_111";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;29,124;-0,054;-0,034;-0,039;-0,056
"*i_0319";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;26,806;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0318";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;35,149;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0316";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_2-11-2025";-0,278;1,51;-0,314;1,027;-0,363;1,094;-0,254;-0,375;-0,326;-0,23;-0,326;-0,302;-0,387;-0,23;-0,351;1,243;-0,4;1,845;0,964;1,977;-0,278;-0,437;-0,278;1,725;-0,449
"*i_0315";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_133";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0314";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;21,592;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0313";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;26,806;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0312";-0,034;-0,042;-0,039;-0,051;-0,045;20,263;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0311";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0310";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_140";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0309";-0,034;23,93;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0308";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;27,919;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0307";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;25,776;-0,056
"*i_0306";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;19,082;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_463";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;19,082;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0305";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0304";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_1-11-2025";-0,208;-0,253;2,809;-0,308;-0,271;-0,299;-0,19;2,138;-0,244;-0,172;-0,244;-0,226;-0,29;-0,172;2,378;-0,281;-0,299;15,407;1,742;-0,217;-0,208;-0,327;-0,208;-0,235;-0,336
"*i_0303";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_747";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0302";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_261";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0301";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0300";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;26,806;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0299";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0298";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;21,592;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0297";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0296";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;23,099;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0295";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_99";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0294";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0293";-0,034;-0,042;25,776;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0292";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;19,082;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0291";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;26,806;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0290";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_31-10-2025";-0,313;-0,381;1,376;0,775;1,031;0,832;-0,286;-0,423;-0,368;-0,26;1,279;-0,34;6,51;-0,26;-0,395;-0,423;-0,45;-0,34;-0,478;1,595;-0,313;0,672;-0,313;-0,354;-0,506
"*i_0289";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0288";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;18,539;-0,034;-0,039;-0,056
"*i_0287";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;27,919;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_639";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;27,919;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0286";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0285";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0284";-0,034;-0,042;25,776;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0283";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0282";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;24,82;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_136";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;24,82;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0281";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;20,908;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0280";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;20,908;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0279";-0,034;-0,042;-0,039;-0,051;22,321;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_27900";-0,034;-0,042;-0,039;-0,051;22,321;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_156";-0,034;-0,042;-0,039;-0,051;22,321;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0278";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_380";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0277";-0,034;-0,042;-0,039;-0,051;-0,045;20,263;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_873";-0,034;-0,042;-0,039;-0,051;-0,045;20,263;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0276";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;19,082;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postDate_30-10-2025";4,357;-0,211;3,698;-0,257;-0,226;-0,249;-0,158;-0,234;-0,203;-0,143;-0,203;-0,188;-0,241;-0,143;-0,218;2,881;-0,249;-0,188;2,396;4,119;-0,173;-0,272;-0,173;-0,196;-0,28
"*i_0275";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0274";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0273";29,124;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0272";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;27,919;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0271";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0270";-0,034;-0,042;25,776;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0269";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0268";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0267";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0266";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0265";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;21,592;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0264";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;26,806;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postDate_29-10-2025";1,72;-0,381;-0,354;-0,464;-0,409;-0,45;-0,286;0,96;-0,368;2,354;1,279;-0,34;-0,437;-0,26;1,107;0,96;0,832;1,481;-0,478;-0,327;-0,313;-0,492;-0,313;1,376;-0,506
"*i_0263";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;23,099;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0262";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;25,776;-0,056
"*postComments_373";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;25,776;-0,056
"*i_0261";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;24,82;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
