"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25"
"bombardement";1;0,032;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"bien_être";1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;0,024;1;1;1;0,004;1;1
"beauté";1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;0,026;1;1;0,029
"bar";1;1;1;0,06;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,065;1;0,015;0,071;1;1;1
"aéroport";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"avancer";1;1;0,025;1;1;0,055;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"autoriser";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,019;1;1;0,005;0,004;1;1;1;1
"automobiliste";1;1;1;0,021;1;1;1;1;1;1;1;0,006;1;0,001;1;1;1;1;1;1;1;1;1;1;1
"automatique";1;1;1;0,06;1;1;1;1;1;0,007;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"au_delà";1;1;1;0,06;0,041;1;0,01;1;1;1;1;1;1;0,007;1;1;1;1;1;1;1;1;1;1;1
"attente";1;1;1;0;0,041;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,018;1;1;1;1;1
"atlas";1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1;0,006;0,024;1;1;1;1;1;1
"associé";1;1;1;0,06;1;1;1;1;1;1;0,028;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"assister";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,029
"assemblée";1;1;0,007;1;1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;0,005;1;1;1;1;1
"ascension";1;0,032;1;1;1;1;1;0,045;1;1;1;1;0,05;1;1;1;1;1;1;1;1;0,071;1;1;1
"armer";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"aquatique";1;1;1;1;1;0,019;1;1;1;1;1;0,006;1;1;1;1;1;1;1;1;1;1;1;1;0,029
"annulation";1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"ampleur";1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;0,011;1;1;1;1;0,005;1;1;1;1;1
"alpe";1;1;1;1;0,013;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"afrique";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,065;1;1;1;0,015;1;1
"affronter";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,065;1;1;0,071;1;1;1
"adaptation";1;1;1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"accélérer";1;1;1;1;1;1;1;1;0,008;1;0,008;1;1;1;0,011;1;1;1;1;1;1;1;1;1;1
"abbaye";1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"abandonner";1;1;1;1;0,041;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,018;1;1;1;1;1
"équilibre";1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;0,011;1;1;1;0,024;1;1;1;1;1;1
"éphémère";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,029
"émettre";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"électeur";1;1;0,007;1;1;0,019;1;1;1;1;1;1;1;1;0,011;1;1;1;1;1;1;1;1;1;1
"écran";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;0,026;1;1;0,029
"zohran";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"xhaka";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"vérité";1;1;1;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;1;0,005;0,004;1;1;1;1
"vraisemblablement";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"von";1;1;1;1;0,013;1;0,002;1;1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1
"vision";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;1;1;1;1;1;1
"viol";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005;0;1;1;1;1
"vibration";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,026;1;1;1
"varié";1;0,01;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,029
"varier";1;1;1;1;1;1;1;1;0,008;1;0,008;0,006;1;1;1;1;1;1;1;1;1;1;1;1;1
"valve";1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1;1;1;1;1;0,026;1;0,007;1
"type";1;1;1;0,021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"tournant";1;1;1;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;1;0,026;1;0,007;1
"tourisme";1;0,01;1;0,021;0,013;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"top";1;1;1;1;1;1;0,002;1;1;1;1;1;1;1;1;0,015;1;1;1;1;1;0,026;1;1;1
"tirage";1;0,01;1;1;1;1;1;1;1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;0,029
"times";1;1;1;1;1;1;1;1;0,008;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"thème";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;0,026;1;1;0,029
"tessinoise";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"technique";1;1;1;0,021;1;1;1;1;1;1;1;0,006;1;1;1;1;1;1;1;1;1;1;1;0,007;1
"talent";1;0,01;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,029
"sölden";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"sévère";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;0;1;1;1;1
"sébastien";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"systématiquement";1;1;1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;0,024;1;1;1;0,004;1;1
"structurel";1;1;1;1;0,013;1;1;1;1;1;1;1;1;0,001;1;1;1;1;0,024;1;1;1;1;1;1
"start_up";1;1;1;0,021;1;1;1;1;1;1;1;0,006;0,017;1;1;1;1;1;1;1;1;1;1;1;1
"soulager";1;1;1;1;0,013;1;1;1;1;1;1;1;1;1;0,011;1;1;1;0,024;1;1;1;1;1;1
"sonore";1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1;0,006;1;1;1;0,026;1;1;1
"soleil";1;1;1;1;0,013;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;0,029
"slalom";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"simple";1;1;1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;0,024;1;1;1;1;1;0,029
"sensible";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;0,024;0,005;1;1;1;1;1
"semer";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,019;1;1;1;0,004;1;1;0,007;1
"scénario";1;1;1;1;1;1;1;1;1;1;0,008;1;1;0,001;1;1;1;1;1;0,005;1;1;1;1;1
"saisonnier";1;1;1;1;0,013;1;1;1;0,008;1;1;1;1;1;1;1;1;1;0,024;1;1;1;1;1;1
"rêve";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,026;1;1;1
"révélation";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;1;1;1;1;0,026;0,004;1;1
"réunion";1;1;0,007;1;1;1;1;1;1;1;1;1;1;1;0,011;1;0,019;1;1;1;1;1;1;1;1
"réparer";1;1;1;1;1;1;1;0,015;1;1;1;0,006;1;1;1;1;1;1;1;1;1;0,026;1;1;1
"réguler";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;1
"régulation";1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"récompense";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"rome";1;1;0,007;0,021;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"robot";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,024;1;1;1;1;1;1
"revue";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"retenir";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0,029
"remise";1;1;1;1;1;1;1;1;1;1;1;1;0,017;1;0,011;1;1;1;1;1;0,004;1;1;1;1
"reléguer";1;1;1;0,021;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;1;1;1;1;0,029
"ravager";1;1;1;1;0;1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"rassembler";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;1;1;1;0,004;1;1;0,007;1
"rappeler";1;1;1;1;1;0,019;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005;1;0,026;1;1;1
"raciste";1;0,01;1;1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;1;1;1;1;1;1;0,007;1
"racisme";1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;0,011;1;1;1;1;1;0,004;1;1;1;1
"quartier";1;1;1;1;1;1;1;0;1;1;1;0,006;1;1;1;1;1;1;1;1;1;1;1;1;1
"quart";1;1;1;1;0,013;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"présidentiel";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;1;1;1;0;1;1;1;1
"protester";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"projection";1;1;0;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"procureur";1;1;1;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;0,024;1;1;1;0,004;1;1
"portant";1;1;1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;0,006;1;1;0,004;1;1;1;1
"pompier";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,007;1
"plateau";1;1;1;1;0,013;1;1;1;1;1;0,008;0,006;1;1;1;1;1;1;1;1;1;1;1;1;1
"plage";1;1;1;0,021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;0,007;1
"photographe";1;0,01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"philippin";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"phase";1;1;1;1;0,013;0,019;1;1;1;1;1;1;1;1;1;1;1;1;0,024;1;1;1;1;1;1
"persistant";1;1;1;1;0,013;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;0,026;1;1;1
"paysage";1;1;1;1;1;1;1;1;0,008;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;0,029
"pause";1;1;1;1;1;1;1;0,015;1;1;0,008;1;1;1;1;1;1;1;1;1;1;0,026;1;1;1
"parc";1;1;1;1;1;0,019;1;1;1;1;1;0,006;1;1;1;1;1;1;1;1;1;1;1;1;0,029
"opportunité";1;1;1;1;0;1;1;1;1;1;1;0,006;1;1;1;1;1;1;1;1;1;1;1;1;1
"obliger";1;1;1;0,021;1;1;1;1;1;1;1;0,006;0,017;1;1;1;1;1;1;1;1;1;1;1;1
"néerlandais";1;1;0;1;1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1
"nord_ouest";1;1;1;0,021;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"nier";1;1;0,007;1;1;1;1;1;1;1;1;1;0,017;1;0,011;1;1;1;1;1;1;1;1;1;1
"météo";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"métro";1;1;1;0,021;1;0,019;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"méthode";1;1;1;1;1;0,019;1;1;1;1;1;1;0,017;1;1;1;1;1;0,024;1;1;1;1;1;1
"mécanique";1;1;1;1;0,013;1;1;1;1;1;0,008;1;1;1;1;1;1;1;0,024;1;1;1;1;1;1
"mountain";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"montagne";1;1;1;1;0,013;1;1;1;1;1;0,008;0,006;1;1;1;1;1;1;1;1;1;1;1;1;1
"migros";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;1;1;0,005;1;1;1;0,007;1
"maps";1;1;1;1;1;0,019;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"mamdani";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"léon";1;0,01;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;1
"légal";1;1;1;1;0;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"lula";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;0;1;1;1;1
"luisier";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"lourd";1;1;1;1;1;1;0,002;0,015;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"lit";1;1;1;0,021;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"liquide";1;1;1;0,021;0,013;1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"libyen";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"league";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"jugement";1;1;1;0,021;1;1;1;1;1;1;1;0,006;1;1;1;1;1;1;1;1;0,004;1;1;1;1
"intégrer";1;1;1;1;0,013;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,026;1;1;0,029
"interviewer";1;0,01;1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1
"interne";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;1;0,024;1;1;1;0,004;1;1
"intention";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,004;1;1
"intense";1;1;1;1;1;0,019;1;1;1;1;0,008;0,006;1;1;1;1;1;1;1;1;1;1;1;1;1
"infliger";1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;0,024;1;0,004;1;1;1;1
"infection";1;1;1;1;0,013;1;1;1;1;1;0,008;1;1;1;1;1;1;1;0,024;1;1;1;1;1;1
"inculper";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;1;1;1;0,004;1;1;0,007;1
"incarné";1;1;0,007;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"incarner";1;0,01;0,007;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,029
"inaugurer";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;0,005;1;0,026;1;1;1
"implication";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;1;1;1;1;1;1;1;1
"ignazio";1;1;0,007;1;1;1;1;1;1;1;1;1;1;1;0,011;1;0,019;1;1;1;1;1;1;1;1
"idéologie";1;1;1;1;1;0,019;1;1;1;1;1;1;1;1;0,011;1;1;0,006;1;1;1;1;1;1;1
"hébergement";1;1;1;1;1;1;1;1;0,008;0,001;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"honneur";1;0;1;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;1;1;1;1;1
"hollywood";1;0;1;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;1;1;1;1;1
"helvétique";1;1;0,007;1;1;1;1;1;1;1;1;1;1;1;1;0,015;1;1;1;1;1;0,026;1;1;1
"hambourg";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1
"gruyère";1;0,01;1;1;1;1;1;1;1;1;1;0,006;1;1;1;1;1;1;1;1;1;1;1;1;0,029
"gratuit";1;1;1;0;1;1;1;0,015;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"granit";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"glace";1;1;1;1;1;0,019;1;0,015;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,029
"garçon";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;1;0,004;1;1;0,007;1
"gabriel";1;1;0,007;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;0,029
"férié";1;1;1;0;0,013;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"fuite";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,019;1;1;1;0,004;1;1;0,007;1
"friday";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1
"fidèle";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"feuille";1;1;0,007;1;1;1;1;1;1;1;0,008;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1
"festif";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;1;1;0,026;1;1;0,029
"fermé";1;1;1;0,021;1;1;1;1;0,008;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"façonner";1;0,01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;1;1;1;1;1;0,029
"fasciner";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;1;0,004;0,026;1;1;1
"fascinant";1;0,01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"facteur";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,005;1;1;1;1;1
"expert";1;1;1;1;0,013;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"exiger";1;1;1;1;1;1;1;0,015;1;0,001;1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;1
"exigence";1;1;1;1;1;0,019;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;1;0,026;1;1;1
"exigeant";1;1;1;1;1;0,019;1;0,015;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"excuse";1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;0,011;1;1;1;1;1;1;1;0,004;1;1
"ex_président";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"ex";1;1;0,007;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;0,004;1;1
"eurovision";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,006;1;1;1;1;1;1;1
"epfz";1;1;1;1;1;1;1;0,015;1;1;0,008;1;1;1;1;1;1;1;0,024;1;1;1;1;1;1
"entraînement";1;1;1;1;1;0,019;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"enjeu";1;1;1;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;0,024;0,005;1;1;1;1;1
"emji_ville";1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1;1;1;1;1;0,026;0,004;1;1
"emji_symbole_recyclage";1;1;1;1;0,013;1;1;1;1;1;1;0,006;1;1;1;1;1;1;1;1;1;0,026;1;1;1
"emji_pleine_lune";1;1;1;0,021;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"emji_plant_de_riz";1;1;0,007;1;1;0,019;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1
"emji_parchemin";1;1;1;1;0,013;1;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;0,004;1;1;1;1
"emji_nuage_avec_éclair_et_pluie";1;1;1;1;1;1;1;1;1;0;1;0,006;1;1;1;1;1;1;1;1;1;1;1;1;1
"emji_métro";1;1;1;0,021;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;1
"emji_montre";1;1;1;1;1;1;1;0,015;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1
"emji_marteau_et_clé_à_molette";1;1;1;1;1;1;1;0;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"emji_jeu_vidéo";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"emji_hockey_sur_glace";1;1;1;1;1;0,019;0,002;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"emji_femme_qui_court";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;1;1;0,026;0,004;1;1
"emji_drapeau_philippines";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"emji_couronne";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,015;1;1;1;1;1;1;1;1;1
"emji_banque";1;1;1;1;1;1;1;1;1;0,001;1;1;0,017;1;1;1;1;1;1;1;1;1;1;0,007;1
"déterminer";1;1;1;1;1;0,019;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,007;0,029
"détail";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;1;1;1;1;0,026;1;0,007;1
"déployer";1;1;0,007;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,007;0,029
"dégager";1;1;0,007;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"déficit";1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;0;1;1;1;1;1;1;1;1;1;1
"décrocher";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1
"décoration";1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;0,024;1;1;1;1;1;0,029
"déchet";1;1;1;1;1;1;1;0,015;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;0,004;1;1
"débris";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"documentaire";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,026;0,004;1;0,029
"diamètre";1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;1;1;1;1;1;1;0;1;1;1
"destination";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,019;1;1;1;1;1;1;1;1
"dessiner";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,026;1;1;1
"culte";1;1;1;0,021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"critère";1;1;1;1;1;0,019;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,029
"criminel";1;1;1;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;0;1;1;1;1
"cran";1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,011;1;1;1;1;1;1;1;1;1;1
"courir";1;1;1;1;1;1;1;1;1;1;0,008;0,006;1;1;1;1;1;1;1;1;1;1;1;1;0,029
"copper";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"convention";1;1;1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"contrat";1;1;1;1;1;1;1;0,015;0,008;1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;1
"contraire";1;1;1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"contraindre";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1
"continu";1;1;0,007;1;1;1;1;0,015;1;1;1;1;0,017;1;1;1;1;1;1;1;1;1;1;1;1
"contenu";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"contemporain";1;1;1;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;1;0;1;1;1
"conférence";1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;0,011;1;0,019;1;1;1;1;1;1;1;1
"confort";1;1;1;1;1;0,019;1;1;1;1;0,008;1;1;1;1;1;1;1;0,024;1;1;1;1;1;1
"compléter";1;1;1;0,021;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1
"communiste";1;1;0,007;1;1;1;1;1;1;1;1;1;0,017;1;0,011;1;1;1;1;1;1;1;1;1;1
"commerçant";1;1;1;0,021;1;1;1;0,015;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"commandant";1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;0,011;1;1;1;1;1;1;1;1;0,007;1
"collège";1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;0,029
"collaborer";1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"coach";1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;0,029
"cliché";1;0,01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"citer";1;1;1;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;0,024;1;1;1;0,004;1;1
"christelle";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"chalet";1;1;1;1;0,013;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;0,026;1;1;1
"ch";1;1;1;0,021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;0,029
"cerveau";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,024;1;1;1;1;1;1
"centenaire";1;1;1;1;0,013;1;1;1;0,008;1;1;0,006;1;1;1;1;1;1;1;1;1;1;1;1;1
"cellule";1;1;1;1;1;0,019;1;1;1;1;1;1;1;1;1;1;1;1;0,024;1;0,004;1;1;1;1
