"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14"
"cide";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;36,466
"château";-0,276;-0,489;17,113;-0,252;-0,062;-0,551;25,423;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"chypre";-0,276;-0,489;466,981;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"chuv";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;31,065;0,672;-0,256;-0,523;-0,686
"chui";2,197;-0,489;-0,054;-0,252;-0,062;0,569;-0,593;-0,247;-0,489;-0,49;15,171;-0,256;-0,523;-0,686
"christian";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;2,613;-0,489;-0,49;-0,515;-0,256;-0,523;21,766
"chili";-0,276;-0,489;466,981;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"chevalier";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;101,39;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"checking";-0,221;-0,391;-0,043;3,572;-0,05;-0,441;-0,474;-0,197;1,278;-0,392;-0,412;17,618;-0,419;-0,549
"chaux";-0,276;31,175;-0,054;-0,252;-0,062;-0,551;0,467;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"chauffard";-0,276;5,965;-0,054;2,528;-0,062;-0,551;0,467;-0,247;-0,489;-0,49;-0,515;-0,256;0,646;-0,686
"charme";-0,276;-0,489;-0,054;-0,252;-0,062;5,063;4,563;-0,247;-0,489;-0,49;-0,515;-0,256;0,646;-0,686
"charlie";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;36,466
"chapitre";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;1,271;-0,412;3,507;-0,419;5,43
"chanceux";-0,276;-0,489;-0,054;-0,252;-0,062;5,063;-0,593;-0,247;-0,489;0,754;-0,515;2,477;0,646;-0,686
"chain";-0,276;-0,489;-0,054;2,528;-0,062;-0,551;-0,593;-0,247;-0,489;16,041;0,672;-0,256;-0,523;-0,686
"ceva";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;42,186;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"cervin";-0,276;0,76;-0,054;-0,252;-0,062;0,569;-0,593;-0,247;0,759;-0,49;-0,515;2,477;0,646;-0,686
"centre_ville";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;33,748;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;-0,549
"centraliser";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;2,613;-0,489;5,938;0,672;2,477;-0,523;-0,686
"cc";-0,276;-0,489;-0,054;2,528;-0,062;-0,551;-0,593;-0,247;0,759;-0,49;-0,515;13,345;0,646;-0,686
"caviar";2,197;16,103;-0,054;-0,252;-0,062;-0,551;-0,593;2,613;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"caverne";-0,221;-0,391;-0,043;-0,202;-0,05;18,96;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;1,124;-0,549
"cata";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;12,882;-0,247;-0,489;-0,49;5,558;-0,256;-0,523;-0,686
"cartouche";-0,276;-0,489;-0,054;-0,252;-0,062;0,569;-0,593;-0,247;31,165;-0,49;-0,515;-0,256;-0,523;-0,686
"carnage";-0,276;-0,489;-0,054;2,528;-0,062;-0,551;-0,593;-0,247;-0,489;-0,49;0,672;-0,256;-0,523;10,837
"capitulation";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;0,754;-0,515;-0,256;-0,523;21,766
"cannabis";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;42,186;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"canicule";-0,276;-0,489;-0,054;-0,252;-0,062;0,569;12,882;-0,247;-0,489;-0,49;0,672;-0,256;-0,523;-0,686
"cancel";-0,221;-0,391;-0,043;3,572;-0,05;-0,441;-0,474;3,68;1,278;-0,392;-0,412;3,507;-0,419;-0,549
"calmement";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;-0,49;-0,515;61,025;0,646;-0,686
"bénévole";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;31,065;-0,515;-0,256;-0,523;0,297
"bulletin";-0,276;-0,489;-0,054;-0,252;62,167;-0,551;0,467;-0,247;-0,489;-0,49;0,672;2,477;-0,523;-0,686
"bulldozer";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;36,466
"brévine";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;33,748;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;-0,549
"brèche";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;1,16;-0,204;7,659;0,632
"bruxelles";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;0,754;5,558;2,477;-0,523;0,297
"brin";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;34,139;-0,489;-0,49;-0,515;13,345;-0,523;-0,686
"bretagne";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;20,386;3,507;-0,419;-0,549
"bravoure";-0,276;0,76;-0,054;-0,252;-0,062;-0,551;0,467;-0,247;0,759;-0,49;-0,515;-0,256;5,432;-0,686
"bravooo";3,15;1,279;-0,043;-0,202;-0,05;-0,441;0,876;-0,197;-0,391;-0,392;-0,412;3,507;-0,419;-0,549
"brasil";2,197;0,76;-0,054;2,528;-0,062;-0,551;0,467;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;0,297
"brandolini";-0,276;0,76;-0,054;-0,252;14,576;-0,551;0,467;-0,247;0,759;-0,49;-0,515;2,477;-0,523;-0,686
"boy";2,197;-0,489;-0,054;2,528;-0,062;-0,551;-0,593;13,911;0,759;-0,49;-0,515;-0,256;-0,523;-0,686
"bousculer";-0,276;-0,489;-0,054;-0,252;-0,062;5,063;-0,593;-0,247;0,759;-0,49;-0,515;13,345;-0,523;-0,686
"bouillir";-0,276;0,76;-0,054;-0,252;14,576;-0,551;4,563;-0,247;-0,489;-0,49;-0,515;-0,256;0,646;-0,686
"boucler";-0,276;-0,489;-0,054;-0,252;14,576;-0,551;-0,593;-0,247;-0,489;0,754;5,558;-0,256;0,646;-0,686
"boeuf";-0,276;-0,489;165,721;-0,252;-0,062;-0,551;4,563;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"body";-0,221;-0,391;-0,043;-0,202;-0,05;7,191;-0,474;3,68;-0,391;1,271;-0,412;-0,204;-0,419;-0,549
"bled";-0,276;-0,489;-0,054;-0,252;14,576;-0,551;-0,593;-0,247;-0,489;-0,49;29,511;-0,256;-0,523;-0,686
"blatten";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;42,186;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"blanchiment";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;0,754;29,511;-0,256;-0,523;-0,686
"biologiquement";-0,276;16,103;-0,054;-0,252;-0,062;0,569;-0,593;-0,247;-0,489;-0,49;0,672;-0,256;-0,523;-0,686
"billag";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;36,466
"bienveillant";-0,276;-0,489;-0,054;2,528;-0,062;0,569;-0,593;2,613;5,962;-0,49;-0,515;-0,256;-0,523;-0,686
"biaisés";-0,276;-0,489;17,113;2,528;-0,062;0,569;-0,593;-0,247;5,962;-0,49;-0,515;-0,256;-0,523;-0,686
"berlin";-0,221;-0,391;-0,043;3,572;-0,05;-0,441;17,513;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;-0,549
"bercer";-0,276;-0,489;-0,054;-0,252;-0,062;14,034;-0,593;-0,247;0,759;-0,49;0,672;-0,256;-0,523;-0,686
"bellevue";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;42,186;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"bbc";-0,221;-0,391;-0,043;43,14;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;0,632
"bazar";-0,276;-0,489;-0,054;2,528;-0,062;-0,551;0,467;-0,247;0,759;0,754;-0,515;-0,256;-0,523;0,297
"baver";-0,276;-0,489;-0,054;2,528;-0,062;0,569;0,467;-0,247;0,759;0,754;-0,515;-0,256;-0,523;-0,686
"basket";-0,276;-0,489;-0,054;-0,252;-0,062;0,569;12,882;-0,247;-0,489;-0,49;0,672;-0,256;-0,523;-0,686
"barragistes";-0,276;-0,489;297,269;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;0,754;-0,515;-0,256;-0,523;-0,686
"barb";2,197;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;21,766
"bancomat";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;51,008;-0,515;-0,256;-0,523;-0,686
"bancal";-0,276;-0,489;-0,054;-0,252;142,836;-0,551;-0,593;-0,247;0,759;-0,49;-0,515;-0,256;0,646;-0,686
"banal";-0,276;-0,489;-0,054;-0,252;-0,062;0,569;0,467;-0,247;-0,489;0,754;-0,515;2,477;0,646;-0,686
"ballot";-0,276;-0,489;-0,054;-0,252;62,167;-0,551;-0,593;-0,247;5,962;0,754;-0,515;-0,256;-0,523;-0,686
"aya";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;1,991;-0,411
"avertissement";-0,276;-0,489;-0,054;-0,252;-0,062;0,569;4,563;-0,247;5,962;-0,49;-0,515;-0,256;-0,523;-0,686
"autiste";-0,276;-0,489;-0,054;-0,252;-0,062;0,569;-0,593;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;21,766
"authenticité";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;0,467;-0,247;-0,489;-0,49;0,672;2,477;5,432;-0,686
"austérité";-0,276;-0,489;-0,054;-0,252;-0,062;0,569;0,467;-0,247;-0,489;-0,49;5,558;-0,256;-0,523;0,297
"auberge";-0,276;-0,489;-0,054;2,528;-0,062;0,569;-0,593;-0,247;0,759;-0,49;-0,515;-0,256;-0,523;3,681
"attachement";-0,276;-0,489;-0,054;-0,252;-0,062;5,063;0,467;2,613;-0,489;-0,49;-0,515;2,477;-0,523;-0,686
"atomique";-0,221;1,279;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;1,16;-0,204;-0,419;5,43
"athlète";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;25,423;-0,247;0,759;-0,49;-0,515;-0,256;-0,523;-0,686
"atelier";2,197;-0,489;-0,054;2,528;-0,062;-0,551;-0,593;-0,247;5,962;-0,49;0,672;-0,256;-0,523;-0,686
"assisté";-0,276;-0,489;-0,054;-0,252;-0,062;0,569;-0,593;-0,247;-0,489;5,938;5,558;-0,256;-0,523;-0,686
"arnaquer";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;0,467;-0,247;0,759;0,754;5,558;-0,256;-0,523;-0,686
"arabique";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;36,466
"apte";-0,276;-0,489;-0,054;-0,252;-0,062;0,569;-0,593;2,613;-0,489;-0,49;-0,515;2,477;5,432;-0,686
"appellation";-0,276;-0,489;-0,054;-0,252;-0,062;0,569;0,467;-0,247;-0,489;-0,49;-0,515;-0,256;0,646;3,681
"apocalypse";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;0,467;-0,247;-0,489;5,938;-0,515;-0,256;-0,523;3,681
"apaiser";-0,221;-0,391;-0,043;-0,202;-0,05;1,018;-0,474;-0,197;1,278;1,271;-0,412;-0,204;1,124;-0,549
"annexe";-0,276;0,76;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;-0,49;-0,515;-0,256;0,646;10,837
"andrew";-0,276;-0,489;-0,054;-0,252;-0,062;45,407;-0,593;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"analphabète";-0,276;-0,489;-0,054;-0,252;-0,062;0,569;-0,593;2,613;-0,489;-0,49;-0,515;-0,256;-0,523;10,837
"aménagement";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;0,467;-0,247;0,759;5,938;0,672;-0,256;-0,523;-0,686
"amer";-0,276;-0,489;-0,054;-0,252;-0,062;0,569;0,467;-0,247;0,759;0,754;-0,515;2,477;-0,523;-0,686
"alternatif";-0,221;-0,391;-0,043;3,572;-0,05;18,96;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;-0,549
"alpinisme";-0,276;-0,489;-0,054;-0,252;-0,062;14,034;-0,593;-0,247;0,759;-0,49;-0,515;2,477;-0,523;-0,686
"alléger";-0,276;-0,489;-0,054;-0,252;-0,062;0,569;-0,593;-0,247;-0,489;5,938;-0,515;2,477;0,646;-0,686
"allégeance";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;-0,49;-0,515;2,477;0,646;10,837
"allouer";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;5,938;15,171;-0,256;-0,523;-0,686
"allier";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;13,911;0,759;0,754;-0,515;-0,256;-0,523;0,297
"allergique";-0,276;31,175;-0,054;-0,252;-0,062;-0,551;0,467;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"albanie";-0,276;-0,489;297,269;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;0,297
"alarmant";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;4,563;-0,247;-0,489;0,754;-0,515;2,477;0,646;-0,686
"alala";-0,276;-0,489;-0,054;2,528;-0,062;0,569;0,467;-0,247;-0,489;-0,49;5,558;-0,256;-0,523;-0,686
"aigle";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;42,186;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"ahahaha";-0,276;0,76;-0,054;2,528;-0,062;-0,551;-0,593;-0,247;5,962;-0,49;-0,515;-0,256;0,646;-0,686
"agricole";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;12,882;-0,247;-0,489;-0,49;0,672;-0,256;-0,523;0,297
"agacer";-0,276;0,76;-0,054;-0,252;-0,062;0,569;-0,593;-0,247;-0,489;-0,49;0,672;2,477;0,646;-0,686
"affectif";-0,276;-0,489;-0,054;-0,252;-0,062;27,483;-0,593;-0,247;-0,489;-0,49;-0,515;-0,256;0,646;-0,686
"advenir";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;36,466
"additif";-0,276;0,76;-0,054;-0,252;-0,062;-0,551;25,423;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"acier";-0,276;5,965;-0,054;-0,252;-0,062;-0,551;12,882;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;-0,686
"acheteur";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;4,563;-0,247;-0,489;0,754;0,672;-0,256;0,646;-0,686
"acharnement";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;7,659;5,43
"acceptation";-0,276;-0,489;-0,054;-0,252;-0,062;27,483;-0,593;-0,247;-0,489;-0,49;-0,515;-0,256;-0,523;0,297
"abondance";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;4,563;2,613;0,759;-0,49;-0,515;-0,256;0,646;-0,686
"abaisser";-0,221;-0,391;-0,043;-0,202;-0,05;1,018;6,555;3,68;-0,391;-0,392;-0,412;-0,204;-0,419;-0,549
"aaaah";-0,221;40,944;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;-0,549
"8ème";-0,221;-0,391;208,639;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;1,271;-0,412;-0,204;-0,419;-0,549
"5eme";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;0,467;-0,247;5,962;-0,49;-0,515;-0,256;0,646;0,297
"50millions";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;-0,49;48,579;-0,256;-0,523;-0,686
"4j";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;2,198;2,042;-0,153;-0,314;-0,411
"1h";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;0,467;-0,247;5,962;-0,49;0,672;-0,256;0,646;-0,686
"1ere";-0,276;-0,489;-0,054;-0,252;-0,062;0,569;0,467;-0,247;5,962;-0,49;-0,515;2,477;-0,523;-0,686
"18ans";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;12,882;-0,247;-0,489;-0,49;0,672;-0,256;-0,523;0,297
"17h";-0,276;-0,489;-0,054;2,528;-0,062;-0,551;12,882;-0,247;-0,489;-0,49;-0,515;-0,256;0,646;-0,686
"10k";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;0,467;-0,247;-0,489;-0,49;29,511;-0,256;-0,523;-0,686
"ôter";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;6,555;-0,197;1,278;-0,392;-0,412;-0,204;-0,419;0,632
"éveil";-0,221;-0,391;-0,043;-0,202;-0,05;1,018;-0,474;-0,197;1,278;-0,392;-0,412;-0,204;7,659;-0,549
"évaluer";-0,221;-0,391;-0,043;3,572;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;1,16;-0,204;7,659;-0,549
"étonnamment";-0,221;-0,391;-0,043;3,572;-0,05;1,018;0,876;-0,197;-0,391;-0,392;1,16;-0,204;-0,419;-0,549
"éthiopien";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;29,172
"étalage";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;3,68;-0,391;1,271;1,16;3,507;-0,419;-0,549
"érotique";-0,166;-0,293;-0,032;-0,151;-0,037;10,811;-0,356;-0,148;-0,293;-0,294;-0,309;5,257;-0,314;-0,411
"équitablement";-0,221;-0,391;-0,043;-0,202;-0,05;1,018;-0,474;-0,197;-0,391;1,271;-0,412;3,507;1,124;-0,549
"équateur";-0,221;-0,391;373,575;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;-0,549
"épuisement";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;-0,412;3,507;20,024;-0,549
"époux";3,15;-0,391;-0,043;-0,202;-0,05;18,96;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;-0,549
"épingle";-0,221;-0,391;-0,043;3,572;-0,05;-0,441;0,876;3,68;-0,391;-0,392;1,16;-0,204;-0,419;-0,549
"éolien";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;38,862;-0,204;-0,419;-0,549
"énoncé";-0,221;-0,391;-0,043;-0,202;-0,05;1,018;-0,474;-0,197;21,548;-0,392;-0,412;-0,204;-0,419;-0,549
"énième";-0,221;-0,391;-0,043;-0,202;18,698;-0,441;-0,474;-0,197;-0,391;-0,392;20,386;-0,204;-0,419;-0,549
"émissaire";-0,221;-0,391;-0,043;-0,202;-0,05;1,018;-0,474;-0,197;1,278;-0,392;-0,412;3,507;-0,419;0,632
"émetteur";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;17,513;-0,197;-0,391;-0,392;-0,412;-0,204;1,124;-0,549
"émancipation";-0,221;-0,391;-0,043;-0,202;-0,05;18,96;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;1,124;-0,549
"élégance";-0,221;-0,391;-0,043;-0,202;-0,05;1,018;-0,474;-0,197;-0,391;1,271;7,818;-0,204;-0,419;-0,549
"élan";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;3,68;-0,391;1,271;1,16;-0,204;1,124;-0,549
"élaborer";-0,221;1,279;-0,043;-0,202;-0,05;-0,441;0,876;-0,197;-0,391;-0,392;1,16;-0,204;1,124;-0,549
"égout";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;0,876;-0,197;8,33;-0,392;-0,412;3,507;-0,419;-0,549
"égorger";-0,166;-0,293;-0,032;-0,151;-0,037;10,811;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;1,991;-0,411
"égide";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;29,172
"égarer";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;0,876;3,68;8,33;-0,392;-0,412;-0,204;-0,419;-0,549
"éducateur";-0,221;-0,391;-0,043;3,572;-0,05;-0,441;-0,474;-0,197;-0,391;8,299;1,16;-0,204;-0,419;-0,549
"écolier";-0,221;-0,391;-0,043;-0,202;18,698;-0,441;-0,474;-0,197;-0,391;-0,392;1,16;3,507;1,124;-0,549
"échéant";-0,221;-0,391;-0,043;-0,202;-0,05;1,018;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;20,024;-0,549
"échappatoire";-0,221;-0,391;-0,043;-0,202;-0,05;7,191;0,876;-0,197;-0,391;-0,392;-0,412;3,507;-0,419;-0,549
"écarter";-0,221;-0,391;-0,043;3,572;-0,05;-0,441;-0,474;-0,197;1,278;-0,392;1,16;-0,204;1,124;-0,549
"âne";-0,221;-0,391;-0,043;-0,202;-0,05;1,018;6,555;-0,197;-0,391;-0,392;-0,412;-0,204;1,124;-0,549
"zurichois";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;2,198;2,042;-0,153;-0,314;-0,411
"zizanie";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;29,172
"yitzhak";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;29,172
"yaourt";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;0,876;-0,197;1,278;-0,392;-0,412;-0,204;7,659;-0,549
"yaka";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;0,876;-0,197;-0,391;1,271;7,818;-0,204;-0,419;-0,549
"wish";-0,221;21,555;-0,043;-0,202;-0,05;-0,441;0,876;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;-0,549
"white";-0,221;1,279;-0,043;-0,202;-0,05;1,018;-0,474;-0,197;1,278;-0,392;-0,412;-0,204;-0,419;0,632
"west";-0,221;-0,391;21,872;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;14,944
"welcome";16,159;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;7,818;-0,204;-0,419;-0,549
"webcams";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;17,513;-0,197;-0,391;1,271;-0,412;-0,204;-0,419;-0,549
"wealth";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;29,146;-0,153;-0,314;-0,411
"we";3,15;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;3,68;-0,391;-0,392;1,16;-0,204;1,124;-0,549
"waouh";-0,221;8,334;-0,043;-0,202;-0,05;-0,441;0,876;-0,197;-0,391;-0,392;-0,412;-0,204;1,124;-0,549
"w";3,15;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;1,278;-0,392;1,16;-0,204;-0,419;0,632
"végétaliens";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;-0,412;42,538;-0,419;0,632
"vpn";-0,221;-0,391;-0,043;-0,202;78,692;-0,441;-0,474;-0,197;-0,391;8,299;-0,412;-0,204;-0,419;-0,549
"vouer";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;6,555;-0,197;-0,391;-0,392;7,818;-0,204;-0,419;-0,549
"volontariat";-0,221;-0,391;-0,043;-0,202;-0,05;36,325;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;-0,549
"vodka";-0,221;21,555;-0,043;-0,202;-0,05;-0,441;0,876;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;-0,549
"visionnaire";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;1,637;-0,148;2,208;-0,294;-0,309;-0,153;-0,314;-0,411
"vigne";-0,221;21,555;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;1,16;-0,204;-0,419;-0,549
"vigilant";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;0,876;-0,197;1,278;1,271;-0,412;-0,204;-0,419;0,632
"vigilance";-0,221;-0,391;-0,043;-0,202;-0,05;1,018;0,876;3,68;-0,391;-0,392;-0,412;3,507;-0,419;-0,549
"vicieux";-0,221;-0,391;-0,043;-0,202;-0,05;1,018;-0,474;-0,197;-0,391;-0,392;-0,412;3,507;7,659;-0,549
"vexer";-0,221;1,279;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;8,33;-0,392;-0,412;3,507;-0,419;-0,549
"velo";-0,221;-0,391;-0,043;3,572;-0,05;-0,441;0,876;-0,197;-0,391;-0,392;-0,412;-0,204;7,659;-0,549
"vasy";-0,166;-0,293;29,811;-0,151;-0,037;1,84;-0,356;-0,148;-0,293;-0,294;-0,309;5,257;-0,314;-0,411
"vaseline";3,15;-0,391;-0,043;-0,202;-0,05;-0,441;0,876;-0,197;-0,391;8,299;-0,412;-0,204;-0,419;-0,549
"vanter";-0,221;-0,391;-0,043;-0,202;-0,05;1,018;-0,474;-0,197;1,278;-0,392;-0,412;3,507;-0,419;0,632
"valve";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;40,806;-0,412;-0,204;-0,419;-0,549
"vai";3,15;21,555;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;-0,549
"vaccination";-0,221;-0,391;-0,043;-0,202;-0,05;7,191;-0,474;-0,197;-0,391;-0,392;-0,412;3,507;1,124;-0,549
"usual";-0,221;-0,391;-0,043;3,572;-0,05;1,018;-0,474;-0,197;-0,391;1,271;-0,412;-0,204;1,124;-0,549
"uri";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;-0,197;-0,391;-0,392;38,862;-0,204;-0,419;-0,549
"unireso";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;33,748;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;-0,549
"unifier";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;-0,474;3,68;-0,391;1,271;-0,412;-0,204;-0,419;5,43
"uniens";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;0,876;-0,197;-0,391;-0,392;1,16;-0,204;1,124;0,632
