"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17"
"dénoncer";0,018;1;0;1;1;1;1;0;1;1;1;1;1;0,344;0,111;1;1
"campagne";0;1;1;1;0,017;0,425;1;1;1;1;1;1;1;1;1;1;1
"assurer";1;1;0;0,731;0,003;1;1;1;1;1;0,942;1;0,972;1;0,25;1;1
"ap";0,028;1;0,042;1;1;0,205;1;1;1;1;1;1;0,105;1;1;0,993;0,019
"aide";1;0,643;0;1;1;1;0,203;0,709;0,643;1;1;1;1;1;0,676;1;0,542
"accueillir";1;1;0,022;1;1;1;0,16;0,002;1;1;1;0,256;1;1;1;0,342;1
"système";1;1;0,892;0,003;1;1;0,528;0,017;0,498;0,006;1;1;1;1;0,528;1;1
"réaliser";1;0,731;1;1;1;1;1;1;1;0,607;0;1;1;0,003;0,748;0,029;1
"précédent";1;0,006;1;1;1;1;1;0,634;0,571;1;0,786;0,756;1;0,128;0,022;0,012;1
"palestinien";1;1;0;1;1;1;1;1;1;1;1;1;0,001;1;1;1;1
"majeur";1;1;1;0,731;0,328;0,004;0,748;1;1;0,002;1;1;0,972;0,679;1;1;0,163
"janvier";1;1;1;0,004;0,177;1;0,565;0,596;1;1;1;1;1;1;1;0,001;0
"inscrire";0,768;1;1;0;0,991;1;0,49;1;1;1;0,002;1;1;1;1;0,741;0,376
"humain";1;0,034;0,936;1;1;0,125;1;0,021;1;0,007;1;1;1;0,001;1;1;1
"côté";0,813;1;1;1;1;1;1;0,137;1;1;0;0,202;1;1;1;0,786;0,409
"billet";1;1;1;0,002;1;1;0,03;1;1;1;0,393;1;0,414;0,227;1;0,458;1
"émission";1;1;1;1;0,165;1;1;1;0,001;1;1;1;1;0,868;0,919;0,072;0,813
"édition";1;1;1;1;1;1;1;0,325;1;1;0,083;0;1;0,001;1;1;1
"sortir";0,099;1;0,544;1;1;1;1;1;0,938;0,857;0,393;1;0,414;0;1;1;0,857
"recevoir";1;0,466;0,089;1;1;1;1;0,017;1;1;1;0,033;1;1;0,528;1;1
"histoire";0,627;1;1;1;1;1;1;1;1;0,978;0;0,502;1;0,327;1;0,602;0,978
"général";0,941;0,599;0,028;1;1;1;1;0,033;1;0,508;1;1;0,856;1;1;0,015;0,508
"di";0,982;1;1;0,643;0,07;1;1;1;0;1;1;1;1;1;1;0,954;1
"deuxième";0,43;0,593;1;1;1;0,894;1;0,251;1;1;0,003;1;1;0,868;0,919;1;1
"concerner";1;0,276;1;0;1;1;0,226;0,047;1;0,575;1;1;1;1;1;1;1
"but";1;1;1;1;1;1;0,044;1;1;1;0;1;0,677;1;1;0,715;0,025
"éviter";0,982;1;1;0,643;0,07;0,028;1;0,709;0,002;1;1;1;0,091;1;1;1;1
"économique";1;1;1;0,868;0,013;0,388;1;1;0,388;1;1;1;1;1;0,414;1;0
"vert";1;1;1;0,054;0,375;0,692;1;0,739;1;0,618;1;1;1;1;0,005;0,91;0,07
"udc";0,987;1;1;0,006;1;1;0,771;0;1;1;1;1;1;1;0,771;0,968;0,67
"secteur";1;1;1;0,034;0,038;1;1;0;1;1;1;1;0,773;1;1;0,069;0,442
"produit";0,627;1;1;1;0,839;0,352;1;1;0,003;0,279;1;0,502;1;1;1;0,001;0,978
"pari";0;1;1;1;1;1;1;1;1;1;0,014;0,11;1;1;1;1;1
"majorité";1;0,38;1;0,001;1;1;1;0,01;1;1;1;1;1;0,397;1;1;0,343
"joueur";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"chiffre";1;0,005;1;1;0;1;1;1;1;1;0,482;0,091;1;1;1;1;0,94
"changement";1;0,466;1;0,466;0,488;0,011;0,122;0,557;0,108;1;1;1;1;1;0,528;1;1
"cessez_le_feu";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"accuser";0;1;0;1;1;1;1;1;1;1;1;1;1;0,679;1;1;0,163
"romand";1;0,38;1;0,919;0;1;0,089;1;0,425;1;1;1;1;1;1;1;1
"gauche";1;1;1;0,593;1;1;0,919;0;1;1;1;1;1;1;1;1;0
"europe";1;0,968;1;1;0,444;0;0,105;1;1;1;0,659;0,632;1;1;1;0,741;1
"enregistrer";1;0,868;0,749;0,868;1;1;1;1;0,388;0,311;0,572;1;1;1;0,074;0,186;1
"comprendre";1;1;1;1;1;0,183;0,203;1;1;0;0,338;1;0,896;1;1;1;0,542
"cause";1;1;1;1;0,263;0,183;1;0,04;0,643;0,129;1;1;0,091;1;1;0,954;1
"tour";1;1;1;1;1;1;0,919;1;1;1;0;0,003;1;0,196;1;0,409;0,813
"rappeler";0,092;1;1;1;1;0,018;0,16;1;0,144;1;0,057;1;1;1;1;1;1
"phénomène";1;0,002;1;0,651;1;0,025;1;0,988;1;0,19;1;0,004;1;1;0,267;1;1
"neige";0,316;1;1;0,415;1;1;1;1;0,179;1;0,265;1;1;1;0,001;1;1
"match";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"km";0,803;1;0,187;1;0,259;1;1;0,62;1;1;1;0,104;0,123;1;0,598;0,784;1
"jouer";1;0,555;1;1;1;1;1;1;1;1;0;0,756;0,815;0,001;1;1;1
"inclure";1;0,408;1;1;0;1;0,076;1;0,815;1;1;0,471;1;1;1;1;0,704
"emji_drapeau_états_unis";0,401;1;1;1;1;1;1;1;1;1;1;1;0,856;0,145;1;1;0
"débat";0,052;0,968;1;0,968;1;1;1;0;0,092;1;0,193;1;1;1;1;1;1
"dollar";0,868;1;1;0,038;1;0,635;1;1;1;1;1;1;1;0,002;1;1;0
"baisser";1;0,004;1;0,004;1;1;1;0,157;1;1;1;1;1;1;1;0,069;0,442
"artiste";1;1;1;1;1;1;1;1;1;1;1;0,329;1;0;1;1;1
"vol";0,93;1;0,986;0,359;0,375;1;0,005;1;1;1;1;0,17;0,87;1;1;0,224;1
"vidéo";1;1;1;1;1;0,938;1;1;0,938;0,857;0,066;0,371;0;0,912;1;1;1
"the";1;0,001;1;1;1;1;1;1;0,894;1;0,348;0,003;1;0;1;1;1
"susciter";0;1;1;1;1;1;1;0;0,205;1;0,014;1;1;1;1;0,993;1
"soutien";0,092;0,555;0,022;1;0,579;1;1;0,027;0,144;1;1;1;1;1;0,16;1;1
"sexuel";0;0,098;1;1;1;1;1;1;1;0,343;1;1;0,183;1;1;1;1
"saint";0,173;1;1;0,001;1;1;0,004;1;1;1;0,001;0,502;1;1;1;1;1
"recherche";1;1;1;1;0,802;0,748;1;1;0;0;1;1;1;1;0,783;1;1
"long";1;1;0,845;1;1;1;0,49;1;0;1;0,659;0,026;1;0,433;1;1;1
"justice";0;1;1;0,052;1;1;1;0,201;1;1;1;1;0,33;1;1;1;1
"géant";1;1;1;0,009;0,105;1;0,167;1;0,798;1;1;0,246;1;0,772;0,822;1;0,72
"exprimer";1;1;1;1;0,488;1;1;0;1;1;1;1;1;1;1;1;0,072
"euses";1;1;1;0,423;0,444;0,461;1;1;0,461;0,004;1;1;1;1;0,105;0,741;1
"crise";1;1;0,124;1;0,047;0,144;1;0,002;1;1;1;1;1;1;1;1;1
"considérer";1;0,423;0,845;1;0,991;1;1;1;1;1;0,03;1;1;1;0,011;0,046;1
"climatique";1;0,816;1;0,298;0,315;0;0,377;1;1;1;1;1;1;1;0,377;0,159;1
"cantonal";1;1;1;0;0,4;1;0,452;0,01;1;1;1;1;0,002;1;1;1;1
"élection";0,579;1;1;1;1;0,383;1;0;1;0,326;1;1;1;1;1;1;0,326
"école";1;0,259;1;0,763;1;1;1;0,056;1;1;1;1;1;1;0,339;0,001;0,94
"sujet";1;1;1;0,298;0,009;1;1;0,402;1;1;1;1;1;1;0,377;1;0,279
"rôle";0,578;0,259;1;1;1;1;1;0,363;0,316;0,249;1;0,458;1;0,995;1;1;0,94
"nolfi";1;1;0,936;1;0,038;1;1;1;0;1;1;1;1;1;1;0,829;1
"matin";1;0,816;0,217;1;1;1;0;1;1;1;1;1;0;1;1;1;1
"manquer";0,401;0,052;1;1;0,233;1;1;0,033;1;1;1;1;1;0,575;1;0,913;1
"loi";0,014;0,19;1;0;1;1;0,603;0,002;1;1;1;1;1;1;0,603;1;1
"imago";1;0,707;1;1;1;1;1;1;0,281;0,219;0;1;1;1;1;0,506;1
"hiver";1;1;1;1;1;0,125;0,137;1;0,125;0,67;1;0,885;1;0,721;0,771;0,268;1
"euro";1;1;1;0,535;1;0,847;1;0,216;1;1;0,305;0,034;1;0,167;1;0,361;1
"emji_drapeau_france";0;1;1;1;1;1;1;0,201;1;1;1;1;1;0,019;0,64;1;1
"charger";1;1;1;0,599;0,233;1;0,64;0,672;1;1;1;1;0,856;0,145;0,027;0,913;1
"causer";1;0,555;0,124;1;0,579;1;0,16;1;1;0,475;1;1;0;1;1;1;1
"bâle";1;1;1;0,466;0,488;1;0;1;1;1;0,038;0,202;1;1;1;1;1
"urgence";1;1;0;1;1;0,571;0,16;0,634;1;1;1;0,756;1;1;1;0,872;1
"total";1;1;0,358;0,466;1;1;0,122;1;1;1;0,038;1;1;1;1;0,057;0,409
"salvatore";1;1;1;1;0,03;1;1;1;0;1;1;1;1;1;1;0,786;1
"parlement";1;1;1;0,338;0,891;1;0,414;0;1;1;1;1;1;1;1;1;0,002
"oeuvre";1;1;1;1;1;1;1;0,026;0,894;1;1;0;1;0,016;1;0,409;0,813
"fermer";0,674;1;0,749;0,868;0,891;1;1;0,441;1;1;1;0,13;0,021;1;1;1;1
"expérience";0,004;1;1;0,098;1;1;1;1;0,006;0,05;1;0,153;1;1;1;1;1
"epa";0,014;1;0,124;1;1;0,571;1;1;1;1;1;0,756;0,815;0,539;1;1;0
"célèbre";0,43;1;1;1;1;0,894;0,919;0,251;0,894;1;0,348;0,046;0,369;0,196;1;1;0,162
"augmentation";1;0,19;1;0,042;1;1;1;1;0,144;1;1;1;1;1;0;0,082;1
"1er";1;1;1;0;1;1;1;0,363;1;1;0,482;1;1;1;1;0,016;0,249
"officiel";1;1;0;1;0,315;1;1;1;1;0,978;1;1;1;1;0,377;0,602;0,279
"milliard";0,38;0,535;1;0,124;1;0,847;0,199;0,896;1;1;1;1;1;1;0,872;1;0,007
"imposer";1;1;1;0,593;1;1;1;0,944;0,894;0,162;0,051;1;1;0,868;0,919;1;0,162
"cadre";0,01;1;0,017;1;1;1;0,565;1;1;1;0,745;1;1;1;0,018;0,309;0,442
"besoin";1;0,002;0,321;0,118;0,444;1;1;1;0,092;0,376;1;1;1;1;1;1;1
"vente";0,674;1;1;0,868;0,891;1;0,006;1;0,388;1;1;0,546;1;0,004;1;0,186;1
"valoir";1;1;1;0;0,235;1;1;1;1;1;0,007;0,415;0,46;1;1;1;1
"office";1;0,05;1;0,763;1;1;0,003;1;1;0,94;1;1;1;1;1;0,001;1
"obtenir";0,803;1;0,187;0,943;1;1;1;0,62;1;1;1;1;1;0,553;0,063;0,143;0,038
"marque";0,01;1;1;1;1;0,938;1;0,287;0,938;1;0,393;0,371;1;0,912;1;0,458;0,857
"emji_ballon_de_football";1;1;1;1;1;1;1;0,681;1;1;0;0,768;1;1;1;1;1
"eau";1;0,763;1;1;1;0;0,339;1;1;1;1;1;0,001;1;1;0,134;1
"champion";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0,784;1
"berner";1;1;0,749;0,338;0,357;1;0,414;0,441;0,388;1;1;1;0;1;1;1;1
"battre";1;1;1;1;1;1;1;1;1;1;0;1;1;0,868;1;1;0,813
"étranger";1;1;0,028;0,763;0,056;1;1;0,363;1;1;1;1;1;1;0,339;1;0,94
"week_end";1;1;1;1;1;0,847;0;0,896;0,847;1;0,002;0,988;1;0,821;1;1;0,768
"vaud";1;1;1;1;0,729;1;0;0,045;0,981;1;1;1;1;1;1;0,012;1
"sud";1;1;0;1;1;0,316;1;1;1;1;1;1;1;1;1;0,134;0,249
"reconnaître";0,001;1;0,156;1;1;1;1;1;1;0,899;0,437;0,415;1;0,26;1;1;0,219
"précis";1;1;1;0,09;1;0,227;1;1;0,227;0,607;1;1;1;0,003;1;0,149;1
"maladie";1;1;1;1;1;0,042;1;1;0;0;1;1;1;0,293;0,049;1;1
"identifier";1;0,38;0,798;1;1;0;1;1;1;0;1;1;0,183;1;1;1;1
"hôpital";1;1;0,003;1;0,839;1;1;0,402;1;0,033;1;1;0,552;1;1;0,602;1
"financier";0,401;0,052;1;0,599;0,009;1;1;1;1;1;1;1;1;1;0,027;0,913;1
"espérer";1;1;1;0,535;1;0,847;1;0,216;0,847;1;0,305;0,287;1;0,167;0,872;1;1
"décider";0,38;1;1;0,535;0,554;1;0,872;0;1;0,768;0,305;1;1;0,821;1;1;1
"cff";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,968;1
"accès";1;0,002;0,073;1;1;1;0,105;1;1;1;1;1;0,687;1;1;0,046;1
"économie";1;1;1;0,423;0,128;1;1;0,519;1;1;1;0,176;1;1;1;0,005;0
"tuer";0,43;1;0;1;1;1;1;1;1;1;1;1;0,058;0,868;1;1;1
"traitement";1;1;0,186;1;1;1;1;1;0;0;1;1;1;1;1;1;1
"tenir";1;1;1;1;1;0,981;1;0,045;0,981;1;0,007;1;1;0,26;1;0,506;0,899
"société";1;0,868;1;0,868;0,891;1;1;0,441;0,388;1;1;0,001;1;1;1;0,649;1
"scène";1;1;1;1;1;1;1;1;1;1;1;0,988;0,044;0;1;1;0,136
"protection";1;0,003;0,892;0,026;1;0,108;1;1;1;1;1;1;0,238;1;0,528;0,276;1
"porter";0,014;1;1;0,707;1;0,981;0,303;1;0,981;1;1;1;1;0,954;1;0,506;0,02
"particulièrement";0,722;0;1;0,919;0,942;1;1;1;0,425;1;1;1;1;1;0,089;1;1
"partager";0,332;1;1;1;0,494;1;1;0,847;0,153;0;1;0,938;0,981;1;1;1;0,112
"organiser";1;1;0,25;1;1;1;1;0;1;1;0;1;1;1;1;1;1
"nom";0,022;1;1;1;0,263;1;1;0,709;1;1;0,011;0,836;1;0,002;1;1;1
"neuchâtel";1;1;1;0,098;0;0,798;0,822;1;1;0,72;1;1;1;1;0,822;0,041;1
"musée";1;1;1;0,519;0,532;0,246;1;1;0,246;0,202;0,349;0,334;1;1;1;1;1
"moment";1;1;1;0,098;1;1;0,822;0,182;0,153;0,112;0,96;1;1;0,772;1;1;0,112
"millier";0,479;1;0,129;1;1;0,247;0,964;0,988;1;1;1;1;0,074;0,912;1;0,09;0,857
"militaire";0,062;1;0;1;1;1;1;0,896;0,847;1;1;1;0,324;1;0,872;1;0,136
"intervenir";0,674;0,868;0,25;1;1;1;1;0;1;1;1;1;0,157;1;1;0,649;0,002
"information";1;0,816;1;1;0,315;1;0,377;1;0;1;1;1;0,001;0,327;1;1;1
"humanitaire";1;1;0;1;1;1;1;0,045;1;1;1;1;1;1;1;1;0,899
"hamas";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"film";1;1;1;1;1;1;1;1;1;1;0,265;0,004;1;0,001;1;1;0,143
"entraîner";1;1;1;0,763;1;1;1;0,363;0;0,249;0,482;1;0,506;0,995;0,339;1;1
"contrôle";0,004;1;1;0,38;0,942;0,425;1;1;1;1;1;1;0,183;1;1;0,215;1
"ch";1;0,919;0,285;1;0;1;1;1;1;1;0,616;1;1;1;1;0,695;1
"buholzer";1;0,008;1;1;1;1;0,027;1;1;1;1;1;1;1;0;0,913;1
"appel";0;1;0,186;1;1;1;1;1;1;1;1;1;0,506;1;1;1;0,94
"action";1;1;1;1;0,554;1;0,872;0,216;0,847;0,768;1;1;0,324;1;1;0,004;1
"âgé";1;0,005;1;1;1;1;1;1;1;0,94;1;1;0;0,036;1;1;0,94
"série";1;1;1;1;1;1;1;0,847;0,798;1;0,96;0,001;0,981;0;1;1;0,72
"station";1;1;1;0,006;0,007;1;0,137;1;0,746;1;1;0,885;0,927;0,721;1;1;1
"réunir";1;1;0,749;0,338;0,357;1;1;0,007;1;1;1;1;0,598;0,362;1;0,649;1
"reuters";0;0,651;1;1;1;1;0,964;1;0,938;1;0;1;0,414;1;1;1;0,857
"problème";1;0,064;1;1;1;1;1;1;0,053;0,279;1;1;1;0,327;0;1;1
"play";1;1;1;1;0,103;1;1;0,028;1;1;1;0,041;1;1;1;1;1
"nord";1;1;0,282;1;1;1;0,11;0,739;1;1;0,013;0,828;0,196;1;1;0,91;1
"moyenne";1;0;1;0,154;1;1;1;1;1;1;0,348;1;1;1;0;1;1
"martin";0,173;0,064;1;1;1;1;1;1;1;0,978;1;0,012;1;1;1;0,159;0,978
"lumière";0,529;0,221;1;1;1;0,981;1;1;0,981;0,02;1;0,415;0,46;0,028;1;1;1
"final";1;1;1;1;1;1;1;0,794;1;1;0;1;0,927;0,113;1;0,968;0,67
"fan";1;1;1;1;0,434;0,746;1;0,794;1;1;0;0,885;1;0,005;1;0,968;1
"engager";0,052;1;0,845;0,968;1;1;1;1;1;1;0,659;1;1;1;1;0;1
"droite";0,079;1;1;1;1;0,894;1;0;1;1;1;1;1;1;1;1;0,162
"civil";1;1;0;1;1;1;1;1;1;1;1;1;0,598;1;1;0,649;1
"budget";1;1;1;0,124;0,016;1;0,199;0;1;1;1;1;1;1;0,872;1;0,768
"base";1;0,555;1;0,555;0,579;1;1;1;0;1;1;1;1;1;1;0,012;1
"arriver";1;0,816;0,699;1;1;0,003;0,061;0,069;1;0,978;0,527;1;1;1;1;1;0,279
"adapter";1;0,763;1;1;0;0,042;1;1;1;0,94;1;1;1;1;1;0,016;0,94
"accident";1;1;1;1;0,235;0,981;0,002;1;1;0,219;1;1;0,008;0,954;1;1;1
"écrire";0,001;1;0,648;1;0,785;1;1;1;1;1;0,482;0,458;1;0,995;0,003;1;1
"terme";1;1;0,749;0,868;1;1;1;1;0;0,002;1;1;1;1;1;1;0,311
"température";1;0,617;1;1;0,631;0,315;0;1;1;0,264;1;1;1;1;1;0,479;1
"répondre";1;0,004;0,597;1;1;1;0,303;1;1;1;1;1;1;1;1;0;1
"représenter";1;0,008;1;1;0,839;0,352;1;1;0,003;1;0,527;1;1;1;1;0,602;0,978
"quotidien";1;0,154;1;1;0,614;1;1;1;0,019;0,162;0,348;1;1;1;0,919;0,409;1
"produire";1;0,651;1;1;1;1;0,964;1;0,247;0,015;1;1;0,074;0,021;1;0,458;1
"prison";0;1;0,597;1;1;1;1;1;1;1;1;1;0,46;1;1;1;1
"part";1;0,919;1;1;1;0,425;0,452;0,48;1;1;0,167;1;1;0;1;0,695;1
"objet";1;1;0,001;1;1;0,981;1;1;1;0,899;1;0,415;0;1;1;0,111;1
"média";1;1;0,217;1;0,839;1;1;1;1;0,978;0,121;0,502;1;1;1;0,159;0,001
"moitié";1;0,002;1;1;1;0,247;0,267;1;0,247;1;0,393;1;1;1;0,964;0,458;1
"hausse";1;0,001;1;0,001;0,315;1;1;1;1;1;1;1;1;1;0,377;1;1
"fribourg";1;1;1;0,221;0,235;1;0,002;1;0,981;0,899;0,437;1;1;1;1;1;1
"feu";1;1;1;0,417;0,434;1;1;0,794;1;1;1;1;0;1;1;0,968;1
"essentiel";1;0,186;0,544;1;1;0,938;0,964;1;0;1;1;1;1;0,912;1;1;0,857
"défi";1;1;1;1;0;1;0,872;1;1;0,768;1;0,988;1;1;1;0,361;0,136
"découvrir";1;1;1;1;0,891;0,388;1;1;1;1;0,144;0;1;1;1;1;1
"direct";1;1;0,282;0,359;1;0,099;0;0,739;0,692;1;1;1;1;0,668;1;1;1
"difficile";1;0,423;0,01;0,968;0,991;1;1;0,118;1;1;0,659;1;1;1;1;1;0,376
"carrière";0,93;0,359;1;1;1;1;1;0,739;1;1;0;1;1;0,003;1;0,91;1
"bande";1;1;0;1;1;1;0,303;1;1;1;1;0,415;1;0,954;1;1;1
"ukraine";0,135;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0,045
"territoire";1;1;0;1;0,614;1;0,919;1;1;1;1;1;1;0,868;1;1;0,813
"terminer";1;1;0,787;1;1;1;1;1;1;1;0;1;0;0,492;1;0,715;1
"ski";1;1;1;0;0,155;1;1;1;1;1;0,059;0,567;1;1;0,47;1;1
"responsable";1;1;0;0,593;0,614;0,894;0,919;1;1;1;1;1;1;1;1;0,409;0,813
"question";1;1;1;0,593;1;1;0,919;0,001;1;0,813;1;1;1;0,868;0,919;0,409;0,813
"porte";1;1;1;0,005;0,274;1;1;1;1;0,94;1;0,091;0,506;1;1;1;0,94
"peter";1;1;1;1;1;1;1;0,794;0,125;1;0,906;1;0,237;1;0,137;0,268;0
"ouverture";0,332;1;1;1;1;1;0,822;0,182;1;1;0,96;0,246;0,28;0,139;0,167;1;1
"martial";1;0,359;0,986;1;0,375;0,692;0,716;0,739;0,692;0,07;1;1;1;1;1;0,224;1
"laisser";0,38;1;1;1;1;0,182;1;0,896;0,182;0,768;1;1;1;0,167;1;1;0,136
"jeu";1;0,039;1;1;1;0,246;1;1;1;1;0,011;1;1;0,231;0,261;1;1
"intervention";1;1;1;1;0,199;1;1;0,988;1;0;1;1;0;1;0,964;0,09;1
"historique";0,479;1;1;1;0,672;1;0,267;0,287;0,938;1;1;0,059;1;0,912;1;0,09;0,19
"grave";0,052;1;0,073;1;1;0,461;1;1;0,461;1;1;1;0;1;1;1;1
"emji_drapeau_territoires_palestiniens";1;1;0;1;1;1;1;0,672;1;1;1;1;0,856;1;1;1;1
"départ";1;0,816;0,699;0,816;1;1;0;1;1;1;0,121;1;1;1;1;0,159;0,279
"dossier";0;1;0,333;0,074;0,434;1;1;1;1;1;1;1;0,927;1;1;1;0,67
"coût";1;1;1;0,001;0,002;0,425;1;1;1;1;1;1;1;1;0,089;1;1
"art";1;0,871;1;0,871;1;1;1;1;1;0;0,657;0,076;1;0,034;0,535;1;1
"arrivée";1;0,871;1;1;1;1;0;0,557;1;1;0,003;1;1;1;1;0,715;0,448
"adopter";0,578;1;1;0;0,785;1;1;0,004;1;1;1;1;1;1;0,049;1;0,94
"actuellement";0,529;0,707;1;0,221;1;0,033;1;1;0,981;0,899;1;1;1;1;1;0,506;0,02
"acteur";1;1;0,106;0,146;0,808;1;1;1;0,45;0,388;1;1;1;0,022;1;1;0,388
"vote";0,987;1;1;0,417;0,08;1;0,771;0;1;1;0,906;1;1;0,721;1;1;0,67
"vivre";1;0;0,104;1;1;0,894;1;1;0,894;1;0,348;0,046;1;1;1;1;1
"université";1;0,221;1;1;1;1;1;0,325;0,281;0;1;1;1;1;1;0,506;1
"scientifique";1;0,763;1;1;0,785;0,042;1;1;0,002;0;1;1;1;1;1;1;0,94
"protéger";0,052;0,118;1;0,118;1;0;1;1;1;1;1;1;0,687;1;0,49;1;1
"pression";0,019;0,763;0,648;1;0,785;1;1;0,004;1;1;1;1;1;0,995;1;1;0,94
"paix";0,868;1;0;1;1;1;1;0,681;1;1;1;1;1;0,612;1;1;0,563
"onu";0,987;1;0;1;1;1;1;0,794;1;1;1;1;1;1;1;0,968;0,09
"musique";0,93;1;1;1;1;1;1;0,739;0,692;0,618;1;0;1;0;1;0,91;1
"maison";1;0,651;1;0,186;1;1;1;0,988;1;1;1;0,371;1;0,912;1;0,458;0
"jurer";1;1;1;1;0;1;0,007;1;0,746;1;1;1;0,023;1;0,007;1;1
"espace";1;0,476;1;0,098;0,011;1;0,822;1;0,009;0,72;0,96;1;1;1;1;1;1
"chef";0;1;0,015;1;1;1;1;0,035;1;1;1;1;1;1;1;0,09;0,19
"actuel";0,146;1;1;0,259;0,056;1;1;1;1;0,94;0,482;1;1;0,995;0,339;1;0,94
"établir";1;1;0,699;1;0,315;0,352;1;1;0,352;0,978;0,121;0,11;1;1;1;1;0,978
"tête";1;0,359;1;0,359;1;1;1;0,739;1;1;0,013;0,011;1;1;0,716;0,224;1
"tendance";1;0;1;0,535;1;1;1;1;0,847;1;1;1;1;1;0,872;1;0,768
"supplémentaire";1;0,298;1;1;1;1;0;1;1;1;1;1;1;1;0,377;0,159;0,279
"rouge";1;1;0,438;1;1;0;0,199;1;0,182;0,768;0,039;1;1;1;1;0,361;1
"présence";1;1;1;1;0,165;0,894;0,919;0,251;0,019;1;1;1;1;0,868;1;1;1
"privé";1;1;1;0,08;0,013;1;0,006;1;1;1;1;1;1;1;1;0,186;1
"pratique";0,046;1;1;0,476;1;0,798;1;1;1;1;1;1;0,28;0,772;0,011;1;1
"policier";1;1;1;1;0,199;1;1;0,035;1;1;1;1;0;1;1;0,458;1
"perdre";0,099;1;1;1;1;1;1;0,287;0,247;0,857;0,066;1;1;0,227;0,964;0,458;0,857
"origine";1;0,707;1;1;0,235;1;1;1;0,981;0;0,437;1;1;1;1;0,111;1
"nouvel";1;1;0,798;1;0,942;1;0;1;0,006;0,343;1;1;0,643;0,005;1;1;1
"naturel";1;1;1;0,221;1;0;1;1;0,033;0,219;1;1;1;0,26;1;1;1
"italien";1;1;1;1;1;1;1;1;0,635;1;0;0,768;0,809;0,612;1;0,849;1
"h";0,316;1;1;1;1;1;0,191;1;1;1;1;0,253;0,278;0,167;0,191;1;1
"futur";1;1;0,597;0,707;1;1;1;1;0,981;0;1;1;1;1;1;1;0,899
"forme";0,332;1;1;0,098;1;0,153;1;0,847;1;0,72;0,263;0,246;1;0,139;1;1;1
"figure";0;1;1;1;1;0,938;1;0,988;0,938;1;1;1;1;0,912;0,964;1;0
"emji_balance_à_poids";0;1;0,892;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"donnée";1;0,02;1;0,593;0,614;1;1;1;0,019;0,162;1;1;1;1;0,919;0,072;1
"crime";0;1;0,001;1;1;1;1;1;1;1;1;1;0,01;1;1;1;1
"confédération";1;1;0,491;1;1;0,894;0,919;0,251;0,214;1;1;1;1;1;1;0,005;0,162
"coeur";1;1;1;1;1;1;1;0,896;0,847;0,136;1;0,287;1;0,011;1;0,361;0,768
"chaîne";1;1;0,082;1;0,554;1;0,872;0,896;1;0,136;1;0,287;0,324;0,821;1;1;0,768
"blesser";1;1;0,003;1;1;1;1;1;1;1;0,527;1;0;1;1;1;1
"arrêter";0,202;1;1;1;1;1;0,074;0,084;1;1;1;1;0;0,362;1;1;1
"évoquer";1;1;0,037;1;0,839;1;1;0;1;1;1;0,502;0,552;1;1;1;0,978
"ère";1;0,038;1;1;0,004;0,281;0,303;1;0,981;1;1;1;0,46;1;1;1;0,899
"source";0,38;1;0,007;1;1;1;1;1;1;0,768;0,002;1;1;1;1;0,361;0,007
"souhaiter";1;1;1;0,029;0,199;1;1;0,287;1;1;1;1;1;1;0,001;1;1
"skieur";1;1;1;0;1;1;1;1;1;1;0,265;1;1;1;0,191;1;1
"saluer";1;1;0,047;1;1;1;1;1;1;1;0,222;0,207;1;0,113;1;0,268;0,003
"principal";0,43;0,593;1;1;0,614;1;1;0,944;0,894;1;0,348;1;1;1;0,919;1;0,162
"new";0,122;0,707;1;0,707;1;1;1;1;1;1;0,437;1;1;0,028;1;1;0
"mars";0;1;1;0,302;1;0,635;0,085;1;1;1;0,008;1;1;1;1;1;1
"large";1;1;1;0;1;0,847;0,872;0,896;1;1;0,305;0,988;1;0,167;1;1;1
"fonction";0,38;1;1;0,535;0,554;1;0,872;0;1;1;1;1;1;1;1;1;1
"expert";1;1;0,156;1;1;0,033;1;1;0,033;1;0,437;1;0,092;1;1;1;0,899
"député";0,579;1;1;0,004;0,723;1;1;0;1;1;1;1;1;1;0,402;1;1
"découverte";1;1;1;1;1;0;1;1;0,033;0,219;1;0,415;0,46;1;1;1;0,899
"conflit";1;1;0;1;1;1;0,872;0,896;0,847;1;1;1;1;1;1;1;0,136
"chute";1;0;0,002;1;1;0,015;1;1;1;1;1;1;1;1;1;1;1
"chercheur";1;0,919;1;1;0,4;0,078;1;1;0,006;0;1;1;1;1;1;1;1
