"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17"
"opérateur";-0,212;-0,254;-0,228;2,74;-0,26;-0,155;5,043;-0,165;-0,155;-0,14;-0,191;-0,186;3,896;-0,15;-0,16;-0,206;-0,14
"option";-0,283;1,661;-0,304;-0,34;-0,347;-0,207;3,352;-0,22;3,504;-0,186;-0,255;2,714;-0,262;-0,2;-0,214;-0,276;-0,186
"omar";-0,283;-0,34;28,481;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;4,025;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"océan";-0,212;2,74;3,195;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;4,18;-0,196;-0,15;-0,16;-0,206;-0,14
"occidental";-0,212;-0,254;-0,228;-0,254;2,659;5,249;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;3,64;-0,14
"nyon";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;23,925;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;3,64;-0,14
"nouvelliste";2,23;-0,34;-0,304;1,661;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;2,607;2,714;-0,262;-0,2;-0,214;-0,276;-0,186
"nettoyage";-0,283;-0,34;1,992;1,661;-0,347;17,628;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"mémoire";2,23;-0,34;-0,304;-0,34;9,742;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;3,352;-0,276;-0,186
"mâchoire";-0,212;-0,254;-0,228;-0,254;-0,26;5,249;-0,16;-0,165;-0,155;-0,14;4,035;-0,186;-0,196;5,468;-0,16;-0,206;-0,14
"mur";-0,212;-0,254;-0,228;-0,254;2,659;-0,155;-0,16;-0,165;-0,155;-0,14;4,035;-0,186;-0,196;-0,15;-0,16;3,64;-0,14
"molécule";-0,212;-0,254;-0,228;-0,254;-0,26;5,249;-0,16;-0,165;-0,155;27,59;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"moderniser";-0,354;-0,425;-0,381;36,594;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;-0,319;-0,31;-0,328;-0,25;-0,267;1,55;-0,233
"minimiser";2,23;-0,34;-0,304;1,661;-0,347;3,504;-0,214;-0,22;-0,207;4,025;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"migrer";-0,354;1,047;-0,381;1,047;-0,434;2,477;-0,267;-0,276;2,477;-0,233;-0,319;-0,31;-0,328;-0,25;2,357;-0,345;-0,233
"mention";-0,283;-0,34;28,481;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;2,317;-0,186
"matthias";-0,354;-0,425;-0,381;7,282;-0,434;13,37;-0,267;-0,276;-0,259;2,888;-0,319;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"masculin";2,23;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;14,386;-0,262;-0,2;-0,214;2,317;-0,186
"marathon";-0,212;-0,254;3,195;-0,254;-0,26;-0,155;-0,16;4,85;-0,155;-0,14;4,035;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"maps";-0,283;-0,34;-0,304;-0,34;-0,347;3,504;-0,214;-0,22;3,504;-0,186;-0,255;2,714;2,505;-0,2;-0,214;-0,276;-0,186
"légume";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;24,756;-0,14;4,035;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"légal";-0,354;-0,425;1,299;1,047;1,003;-0,259;-0,267;2,245;-0,259;-0,233;-0,319;-0,31;-0,328;-0,25;-0,267;1,55;-0,233
"luisier";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;73,508;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"luire";-0,212;-0,254;3,195;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;5,043;-0,206;5,951
"loup";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;5,951;-0,191;-0,186;3,896;5,468;-0,16;-0,206;-0,14
"livrer";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;5,468;-0,16;3,64;5,951
"lisbonne";-0,212;-0,254;-0,228;-0,254;-0,26;5,249;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;3,896;-0,15;-0,16;3,64;-0,14
"lausannois";-0,283;-0,34;-0,304;-0,34;9,742;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;3,666;-0,214;2,317;-0,186
"lachenal";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;47,603;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"kareem";-0,354;-0,425;66,705;-0,425;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;-0,319;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"jet";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;3,352;-0,22;-0,207;-0,186;2,607;-0,248;-0,262;-0,2;-0,214;12,742;-0,186
"isolement";-0,212;14,552;3,195;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"ir95";-0,354;-0,425;-0,381;-0,425;-0,434;-0,259;94,967;-0,276;-0,259;-0,233;-0,319;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"invoquer";-0,283;-0,34;1,992;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;17,005;-0,276;4,025
"intègre";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;5,951;-0,191;-0,186;-0,196;5,468;-0,16;3,64;-0,14
"intention";9,183;-0,425;-0,381;-0,425;-0,434;-0,259;-0,267;-0,276;-0,259;2,888;-0,319;-0,31;-0,328;-0,25;2,357;1,55;-0,233
"informatique";-0,283;-0,34;-0,304;25,323;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;3,666;-0,214;-0,276;-0,186
"inflation";-0,283;-0,34;-0,304;1,661;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;17,005;-0,276;4,025
"infection";-0,212;-0,254;-0,228;-0,254;-0,26;5,249;-0,16;-0,165;5,249;5,951;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"incarcération";57,28;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"inaugurer";-0,283;1,661;-0,304;1,661;-0,347;-0,207;-0,214;3,209;-0,207;-0,186;-0,255;2,714;-0,262;-0,2;-0,214;-0,276;-0,186
"impossible";3,521;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;4,18;-0,196;-0,15;-0,16;3,64;-0,14
"ii";1,483;-0,425;-0,381;-0,425;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;10,429;-0,31;-0,328;-0,25;-0,267;-0,345;15,067
"héros";-0,212;-0,254;-0,228;-0,254;2,659;-0,155;-0,16;-0,165;-0,155;-0,14;4,035;-0,186;3,896;-0,15;-0,16;-0,206;-0,14
"hug";-0,354;-0,425;-0,381;-0,425;-0,434;-0,259;-0,267;-0,276;2,477;68,004;-0,319;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"homicide";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;4,85;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;5,043;-0,206;5,951
"hana";-0,354;-0,425;66,705;-0,425;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;-0,319;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"génétique";-0,283;1,661;-0,304;-0,34;-0,347;3,504;-0,214;-0,22;-0,207;19,753;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"généralement";-0,212;2,74;-0,228;14,552;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"gène";-0,212;2,74;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;27,59;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"guider";-0,212;-0,254;-0,228;2,74;-0,26;-0,155;-0,16;4,85;5,249;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"gravité";3,521;-0,254;-0,228;-0,254;-0,26;-0,155;5,043;4,85;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"garçon";2,23;1,661;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;4,025;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;4,025
"garantie";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;4,85;5,249;-0,14;-0,191;-0,186;-0,196;-0,15;5,043;-0,206;-0,14
"fumée";1,483;-0,425;-0,381;1,047;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;-0,319;-0,31;25,522;-0,25;-0,267;-0,345;-0,233
"fouiller";-0,212;-0,254;-0,228;-0,254;-0,26;5,249;-0,16;-0,165;-0,155;-0,14;-0,191;4,18;-0,196;-0,15;-0,16;3,64;-0,14
"formel";2,23;9,989;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;4,025;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"for";-0,212;-0,254;-0,228;-0,254;2,659;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;4,18;-0,196;-0,15;-0,16;3,64;-0,14
"fondamental";-0,212;-0,254;3,195;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;5,951;-0,191;-0,186;-0,196;-0,15;-0,16;3,64;-0,14
"fond";2,23;-0,34;1,992;1,661;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;4,025
"fier";-0,283;-0,34;1,992;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;13,943;-0,248;-0,262;3,666;-0,214;-0,276;-0,186
"feuille";-0,212;-0,254;-0,228;-0,254;-0,26;24,756;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;3,64;-0,14
"fedak";-0,212;2,74;-0,228;-0,254;-0,26;-0,155;5,043;-0,165;-0,155;-0,14;-0,191;-0,186;3,896;-0,15;-0,16;-0,206;-0,14
"façon";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;2,607;-0,248;-0,262;3,666;-0,214;2,317;4,025
"exécution";2,23;-0,34;28,481;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"explosion";-0,212;-0,254;-0,228;-0,254;-0,26;5,249;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;3,896;-0,15;-0,16;3,64;-0,14
"existant";-0,354;1,047;1,299;1,047;-0,434;-0,259;2,357;2,245;-0,259;-0,233;-0,319;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"exigence";-0,212;2,74;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;5,951;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;5,951
"exact";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;46,337;-0,15;-0,16;-0,206;-0,14
"evan";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;65,057
"entretenir";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;5,043;4,85;5,249;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"engouement";-0,283;1,661;-0,304;-0,34;-0,347;3,504;-0,214;-0,22;-0,207;-0,186;-0,255;2,714;-0,262;3,666;-0,214;-0,276;-0,186
"engin";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;61,878;-0,2;-0,214;-0,276;-0,186
"emprisonnement";57,28;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"emporter";-0,212;-0,254;-0,228;-0,254;2,659;5,249;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;5,468;-0,16;-0,206;-0,14
"emji_téléphone_portable";-0,212;14,552;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;5,249;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"emji_toque_universitaire";-0,354;1,047;1,299;-0,425;-0,434;-0,259;-0,267;2,245;-0,259;-0,233;-0,319;-0,31;-0,328;-0,25;2,357;1,55;-0,233
"emji_tennis";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;63,568;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"emji_père_noël";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;4,035;4,18;-0,196;-0,15;5,043;-0,206;-0,14
"emji_poing_levé";2,23;-0,34;-0,304;-0,34;9,742;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;3,666;-0,214;-0,276;-0,186
"emji_microscope";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;42,578;4,025;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"emji_interdiction_de_fumer";-0,354;1,047;-0,381;7,282;-0,434;-0,259;-0,267;-0,276;2,477;-0,233;-0,319;-0,31;-0,328;-0,25;-0,267;1,55;-0,233
"emji_immeuble_de_bureaux";-0,212;-0,254;-0,228;2,74;-0,26;-0,155;-0,16;-0,165;5,249;-0,14;-0,191;-0,186;3,896;-0,15;-0,16;-0,206;-0,14
"emji_goutte_d_eau";-0,354;1,047;-0,381;-0,425;-0,434;13,37;-0,267;-0,276;2,477;-0,233;-0,319;-0,31;1,696;-0,25;-0,267;-0,345;-0,233
"emji_feuille";-0,283;-0,34;-0,304;-0,34;-0,347;17,628;-0,214;-0,22;3,504;-0,186;-0,255;2,714;-0,262;-0,2;-0,214;-0,276;-0,186
"emji_couronne";3,521;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;4,035;-0,186;-0,196;-0,15;-0,16;-0,206;5,951
"emji_cotillons";-0,354;-0,425;-0,381;-0,425;-0,434;2,477;2,357;2,245;-0,259;-0,233;1,775;-0,31;-0,328;-0,25;2,357;-0,345;-0,233
"emji_coeur_rouge";-0,283;1,661;-0,304;-0,34;-0,347;3,504;-0,214;-0,22;-0,207;19,753;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"emji_bébé";-0,283;9,989;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;19,753;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"emji_bougie";2,23;-0,34;-0,304;-0,34;1,603;-0,207;-0,214;3,209;3,504;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"effacer";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;19,838;4,18;-0,196;-0,15;-0,16;-0,206;-0,14
"détermination";-0,212;-0,254;3,195;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;4,035;-0,186;-0,196;-0,15;-0,16;-0,206;5,951
"dépôt";12,378;-0,34;-0,304;1,661;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;3,352;-0,276;-0,186
"dépendre";-0,283;-0,34;-0,304;1,661;-0,347;-0,207;-0,214;-0,22;-0,207;4,025;2,607;-0,248;-0,262;-0,2;3,352;-0,276;-0,186
"démocratie";-0,212;-0,254;-0,228;2,74;-0,26;-0,155;-0,16;4,85;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;5,043;-0,206;-0,14
"dément";2,23;-0,34;28,481;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"dégrader";-0,354;1,047;1,299;1,047;-0,434;13,37;-0,267;-0,276;-0,259;-0,233;-0,319;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"défilé";-0,283;-0,34;-0,304;-0,34;1,603;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;2,505;-0,2;3,352;-0,276;4,025
"débourser";-0,283;-0,34;-0,304;9,989;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;12,742;-0,186
"débloquer";-0,283;-0,34;11,384;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;19,753
"douceur";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;5,951;19,838;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"dessiner";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;5,951;-0,191;20,43;-0,196;-0,15;-0,16;-0,206;-0,14
"demeure";-0,354;-0,425;-0,381;1,047;1,003;-0,259;-0,267;-0,276;-0,259;-0,233;-0,319;1,859;-0,328;-0,25;2,357;-0,345;2,888
"cri";-0,283;-0,34;1,992;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;4,025;-0,255;-0,248;-0,262;3,666;-0,214;-0,276;4,025
"correspondre";-0,354;-0,425;-0,381;1,047;-0,434;-0,259;-0,267;-0,276;-0,259;2,888;-0,319;-0,31;1,696;2,605;2,357;-0,345;-0,233
"coprésidente";-0,212;-0,254;-0,228;14,552;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;3,64;-0,14
"copenhague";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;75,857;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"constant";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;2,607;2,714;-0,262;3,666;3,352;-0,276;-0,186
"considérablement";-0,212;2,74;-0,228;14,552;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"conservation";-0,283;-0,34;-0,304;-0,34;1,603;17,628;-0,214;-0,22;-0,207;-0,186;-0,255;2,714;-0,262;-0,2;-0,214;-0,276;-0,186
"connecter";-0,212;-0,254;-0,228;-0,254;-0,26;5,249;5,043;-0,165;-0,155;-0,14;4,035;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"conjugal";-0,212;2,74;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;4,18;3,896;-0,15;-0,16;-0,206;-0,14
"confusion";-0,354;-0,425;-0,381;-0,425;1,003;2,477;-0,267;2,245;2,477;2,888;-0,319;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"concession";-0,212;-0,254;-0,228;-0,254;2,659;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;27,59
"communiquer";-0,354;-0,425;-0,381;-0,425;-0,434;-0,259;-0,267;-0,276;-0,259;15,067;-0,319;-0,31;-0,328;-0,25;12,873;1,55;-0,233
"commenter";-0,354;-0,425;1,299;-0,425;-0,434;-0,259;-0,267;2,245;-0,259;-0,233;-0,319;-0,31;-0,328;2,605;-0,267;9,472;-0,233
"commander";-0,283;-0,34;-0,304;1,661;1,603;-0,207;17,005;-0,22;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"commandant";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;3,209;-0,207;-0,186;-0,255;-0,248;13,523;-0,2;-0,214;2,317;-0,186
"collectivité";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;5,249;-0,14;-0,191;-0,186;-0,196;-0,15;5,043;3,64;-0,14
"collecte";3,521;-0,254;-0,228;2,74;2,659;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"clairement";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;23,144;5,249;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"circuit";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;19,838;-0,186;-0,196;5,468;-0,16;-0,206;-0,14
"chronique";-0,354;-0,425;1,299;-0,425;-0,434;-0,259;-0,267;-0,276;32,936;2,888;-0,319;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"christelle";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;73,508;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"cathédrale";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;4,85;-0,155;-0,14;-0,191;4,18;-0,196;-0,15;5,043;-0,206;-0,14
"catastrophique";-0,212;-0,254;3,195;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;5,951;-0,191;4,18;-0,196;-0,15;-0,16;-0,206;-0,14
"cassis";-0,212;-0,254;16,419;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;3,64;-0,14
"carey";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;4,035;4,18;-0,196;5,468;-0,16;-0,206;-0,14
"cantonaux";-0,283;-0,34;-0,304;9,989;-0,347;-0,207;-0,214;3,209;-0,207;-0,186;-0,255;-0,248;2,505;-0,2;-0,214;-0,276;-0,186
"cambodge";-0,212;-0,254;39,9;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"caisse";-0,212;-0,254;-0,228;2,74;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;3,896;-0,15;5,043;-0,206;-0,14
"cabine";-0,212;2,74;-0,228;-0,254;-0,26;-0,155;5,043;-0,165;-0,155;-0,14;4,035;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"bruxelles";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;23,925;4,85;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"bruit";-0,212;2,74;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;5,249;-0,14;-0,191;-0,186;-0,196;5,468;-0,16;-0,206;-0,14
"bondir";-0,212;-0,254;-0,228;2,74;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;19,277;-0,15;-0,16;-0,206;-0,14
"blocage";3,521;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;5,249;-0,14;-0,191;-0,186;3,896;-0,15;-0,16;-0,206;-0,14
"berlin";-0,354;-0,425;-0,381;-0,425;-0,434;2,477;31,813;-0,276;-0,259;2,888;-0,319;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"bateau";-0,212;-0,254;-0,228;-0,254;-0,26;5,249;23,925;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"bagage";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;5,043;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;18,233;-0,14
"bactérie";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;24,756;5,951;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"aydïn";-0,354;-0,425;-0,381;-0,425;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;79,582;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"automobile";-0,212;-0,254;-0,228;-0,254;2,659;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;5,468;5,043;-0,206;-0,14
"atterrir";-0,283;-0,34;-0,304;1,661;-0,347;-0,207;-0,214;3,209;-0,207;-0,186;2,607;-0,248;2,505;-0,2;-0,214;-0,276;-0,186
"assaut";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;4,85;-0,155;-0,14;-0,191;-0,186;3,896;-0,15;-0,16;-0,206;5,951
"asile";-0,354;-0,425;21,656;-0,425;-0,434;-0,259;-0,267;12,405;-0,259;-0,233;-0,319;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"aquatique";-0,212;-0,254;-0,228;-0,254;-0,26;5,249;5,043;-0,165;-0,155;-0,14;-0,191;4,18;-0,196;-0,15;-0,16;-0,206;-0,14
"appuyer";-0,354;-0,425;-0,381;1,047;-0,434;2,477;-0,267;-0,276;-0,259;2,888;-0,319;1,859;-0,328;-0,25;-0,267;1,55;-0,233
"applaudissement";3,521;-0,254;3,195;-0,254;-0,26;-0,155;-0,16;4,85;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;-0,16;-0,206;-0,14
"apparence";9,183;1,047;-0,381;-0,425;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;-0,319;1,859;-0,328;2,605;-0,267;-0,345;-0,233
"antisémite";2,23;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;16,42;-0,207;-0,186;-0,255;-0,248;2,505;-0,2;-0,214;-0,276;-0,186
"anticipé";-0,212;-0,254;-0,228;14,552;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;5,043;-0,206;-0,14
"alshrafi";-0,354;-0,425;66,705;-0,425;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;-0,319;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"alléger";-0,212;-0,254;-0,228;-0,254;2,659;-0,155;5,043;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;5,043;-0,206;-0,14
"allouer";-0,354;1,047;1,299;-0,425;1,003;-0,259;-0,267;-0,276;-0,259;-0,233;-0,319;-0,31;-0,328;-0,25;-0,267;1,55;2,888
"alexandre";3,521;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;-0,196;-0,15;5,043;3,64;-0,14
"alain";-0,212;-0,254;-0,228;-0,254;-0,26;5,249;-0,16;-0,165;-0,155;5,951;-0,191;-0,186;-0,196;-0,15;5,043;-0,206;-0,14
"aimer";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;4,035;-0,186;-0,196;-0,15;-0,16;3,64;5,951
"agricole";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;3,504;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;12,742;4,025
